"MR1";"MR2";"MR3";"MR5";"MR7";"MR8";"MR6";"MR4";"MR9";"MR10"
"afraid";0.504772723590797;0.0930504610266943;0.0613455351729518;0.0886688727220449;0.329395167241174;0.240135602627959;0.229162911005688;-0.272355734895349;0.140539989763285;-0.00460051306715145
"amusing";0.288268705071203;0.0520791806829954;0.150583080312562;0.160599660349859;0.358018348962403;0.424879387362201;-0.199388335220007;0.126620617324172;-0.0172827734060996;0.368208839346708
"beautiful";0.54655327151937;0.0897246849384247;0.216898893460467;0.44613805538531;-0.0516977820532864;0.0631959368345451;0.0455724404496798;-0.266453589736818;0.0182127844892989;0.0219382619387512
"best";0.698324715182837;0.2015712958486;0.228688040870824;0.175279890788229;0.22466047015513;-0.133080213250543;0.0854331378089064;-0.0936589948874261;-0.130253190467587;0.107912973619464
"calm";0.11360722556918;0.0818203738121767;0.0766136651699355;0.0677117393361822;-0.100126885148312;0.0249807187883108;0.787376434845939;-0.0782029523784964;0.0403600821766716;0.0166405449727812
"capable";0.281432303507095;0.501955616487515;0.179133066011412;0.534331336901287;-0.0167715945135076;0.174190340380981;0.0243570470798769;-0.0048394905187842;-0.0392922941555898;-0.102274984230872
"careful";0.490689155323332;0.0362582741369523;0.0974037424440111;-0.143229277790873;0.494037256754437;0.242263232545494;-0.0702423858342961;-0.0605457276320452;0.114939044141941;-0.0286591748919999
"cautious";-0.0164541018274932;0.129080712815133;0.059089152256215;0.716600009858682;0.0519621410075998;-0.0105136014153195;0.111109321124774;-0.0238422133361745;0.0348221803372655;0.130464063916233
"charitable";0.0295835166472175;0.00916480758624672;0.137207970242225;0.816015153026375;-0.0297974263873036;-0.0334768031402565;0.0333316845380768;0.0691437335187431;0.0397481106625237;-0.00079271668166614
"cheerful";0.638014970473204;0.272339766382319;0.368353439035443;0.12982287608913;0.126803396992401;0.196034335006324;0.0128239693353598;0.142217558640215;0.0197501870480336;0.000805983788634724
"clever";0.252936141271379;0.378499476787444;-0.169322447169601;0.138155173871574;0.128213070539818;0.540321734406572;0.0518087885701211;-0.100754084799335;-0.079077302097552;0.183423942049481
"comfortable";0.644044450777857;0.133268848724644;0.153735092696972;0.060106678983786;0.108588932680984;0.388765028756207;0.222726616976137;-0.194693332353247;-0.0212927377148433;-0.122186134498723
"confident";-0.166557786850917;0.614560637659385;0.32726988596851;0.254229470019913;0.073471326434178;-0.166459399008105;0.219556386700393;0.102881749229498;-0.153279523261348;-0.0228579209909879
"cruel";-0.0291137240526293;0.274177122074448;0.241987302790827;0.068197887384883;0.210477822189009;0.275463047806307;0.513846503210365;0.0668114143236603;-0.0539146857471433;-0.0338745340695067
"dangerous";0.440656871264175;0.553908766397111;0.272373262465983;0.14838499965134;-0.0230288837632073;0.151036099237608;0.219224027758989;-0.0365463269576134;-0.0715493491115822;0.0452604528091303
"delicate";0.0192643742364364;0.122130033258783;0.0723156376655401;0.451789659186799;0.0184860258129724;0.0282039936430136;-0.155904794444485;0.540475809851275;0.0473801600605073;-0.0600574429578634
"delighted";0.591902418533194;0.291829476965717;0.267871384353564;0.169376369691782;0.263429857993084;0.274684642545647;0.109004963134582;-0.180732757314828;0.0431153364853482;-0.0152721759349664
"delightful";0.651012084805873;0.0571297069664814;0.00197331380520012;0.0491508977641493;0.0192055695110146;-0.182421335479474;0.0284618917882671;0.115230031151841;0.00278086590073404;0.106475706017682
"determined";0.63036175786368;0.37391615223511;0.399147521668184;0.238426754382992;0.0587198758573306;0.162931129455827;-0.000869211389395924;-0.0279855156205945;-0.00549105250924426;0.0245019902995332
"different";0.555928566897329;0.422271345774644;0.0579623731127475;0.0568025223527465;0.1620858205175;0.155534006656534;-0.0110965825627968;0.0473519366226576;0.104642496943636;0.0703791968053504
"direct";0.0160605840703588;-0.0404165993921333;-0.0964582463583568;-0.0777536804472534;0.20927807393691;0.509647196185613;-0.0500522984521009;0.0194103122926924;0.0360085405504977;-0.0605050895095477
"encouraging";0.143702424515694;0.125241520684281;0.665353338245792;0.0392604571427229;0.0951027056347445;-0.127955072368405;0.134271191763376;-0.0327961399462674;0.0385560743586127;0.0466178871647457
"entertaining";0.586659766126215;0.178913288852226;0.00170930982521153;-0.0745152956411735;0.127418237079653;0.303283507125091;0.0829765829540315;-0.00734478392705137;0.354127421325649;0.205737448973485
"extraordinary";0.656002027670468;0.0901911521502442;0.24622519815782;0.209612870558865;0.336655232181498;0.167212238523394;-0.0490246069269841;0.136972956902883;0.0196941345603165;0.0906421043119452
"extreme";0.497748729828818;0.268020357414445;-0.0895626647193759;0.512810809946774;0.159082302104066;0.0186706511173082;-0.114161108515027;-0.0144745123913945;-0.207616570373697;-0.117634595904208
"fair";0.597287227702751;0.518939943836882;0.0957207230894004;0.0329018754906666;0.108383948986519;0.184380834116684;-0.114569766900917;0.00288611257688063;0.110286157783808;-0.0984592457961542
"free";0.491369945277823;0.12491601189263;0.0988157964800201;-0.0000181653719519702;0.577426025702167;0.160389036811295;0.0265910262741516;-0.277344962859808;-0.0308856714562731;-0.127523757415332
"friendly";0.561507753704953;-0.0997918465007843;0.120991158700788;0.263344919679035;0.0664631963056578;0.300546280355776;0.220492851303715;-0.0537782435613171;-0.0380091911844436;0.100623771300351
"generous";0.40715123450319;0.217510593462235;0.439112430192968;0.155457292290178;-0.0506847992978521;-0.0853125980786584;0.117653935206254;-0.0796097483512117;-0.0543783198517948;0.403493955899848
"gentle";0.483041221088516;0.419337235933577;0.042884793971959;0.412068001614648;0.0375919905166441;-0.0942039286354139;-0.0911296140097629;0.119591947314822;-0.103056635661837;0.0427897974188002
"greatest";0.377935347484573;-0.072081108285111;0.0611047539169784;0.0730536344423142;0.400892359472559;0.526256784761224;0.0214476495330811;0.0876356911540818;-0.070629203264667;-0.0275215092873726
"happier";0.199160295053569;0.358461606692238;0.686750503597638;0.0472959343815283;0.0725104182421188;0.00632097475868066;0.029144087966547;0.127731644256692;-0.0104977331317751;0.0702442576009421
"happy";0.356307626255637;0.336397875782806;0.123021673556602;0.0971911538195437;0.204574341117295;0.16438396560363;0.0534034144518315;0.228752973268916;0.494477186858474;-0.0255791874994252
"improper";0.115484762967986;0.901905674604237;0.022644128929527;0.00662491291348139;0.0104475493890378;-0.0482101142854944;0.0570912351463328;-0.0818904948377101;0.0894947531755673;-0.0901196344985564
"independent";0.139872490663579;0.390508937496469;0.0514709621189937;0.599719141345136;-0.130172844682582;0.119757119128583;0.0873254915812693;0.184320442897373;0.0359495702859636;-0.0721004169375312
"intelligent";0.651638048604551;-0.0109199661249338;-0.0966403748392577;-0.197403527256395;0.0984245806049717;0.0821374405341072;0.121486017271321;0.0668528752504092;0.313168931927864;0.0569375518892518
"interesting";0.659940936471006;0.351481974653838;0.185456405304079;0.230398582411164;0.0438910749549201;0.224927663715586;-0.189762179395272;0.0143753183088878;0.0826734143525222;-0.0780146311011163
"liberal";0.259320024238048;0.0266506702287853;0.119761987722107;-0.0513098849830853;0.76867090238633;0.14048275061752;-0.0862833485918791;-0.15549385371144;0.0301009357981064;-0.0489259754868784
"married";0.440599723780822;0.213786108429017;0.368590653369434;0.315899131731686;0.245633499189136;-0.0385391369895624;0.446507194250553;-0.0188183243367247;0.195156413057068;-0.050798949734233
"modest";-0.0113681295679226;0.0516402766181474;0.238258483246249;0.0602720061694123;0.223325737125405;0.346493356971345;0.323982936295368;0.389451557735707;0.223264510509974;0.123805895677731
"natural";0.386190495134155;0.367436203642538;0.452448164012399;0.178406799154053;0.0117177009970087;0.0824655897344548;0.119190820821184;0.0711288267108625;-0.321966327032813;-0.0647872348103451
"neat";0.239844158269088;-0.0689356411836858;0.0615552762154615;0.0857722305575615;0.750046299287466;0.26258344053352;-0.0609740044111151;0.0717016623122999;-0.0763154376193986;0.0383897219139836
"pleasant";0.664860148501691;0.191194875902848;0.249323290397826;0.222819641680481;0.201511996839656;0.312955811128137;0.156441435685036;-0.103577455850353;-0.0192186825778439;0.0321150111399504
"pleasing";0.33375150493361;0.556126710439963;0.183562069475539;0.172866633559266;0.119924950168514;0.133402383138448;-0.078477625397936;0.0060308345714823;0.257167212035431;-0.0369080506495234
"polite";0.270831140264983;-0.129244844226093;0.314240796530515;0.487386461772912;0.131056844464496;0.172089944614565;0.201129984834557;0.100329190202703;-0.0864574689768983;-0.0936742187682506
"powerful";0.345858979706452;0.745707952861258;0.178536302062773;0.0258545678336641;-0.0904706071405936;0.0792350020183078;0.0691066924480154;0.0395656137101035;-0.0798917879317803;0.0565675439422794
"proud";0.196342493959873;0.272181558375467;0.703760459226757;0.311878927659392;0.251857360318398;0.028309350313209;0.0723153866880292;-0.0226269351389906;0.168646322263979;-0.107630617594652
"prudent";-0.0451848586786861;0.625583321383278;0.125157924299844;0.301753433522012;-0.0382145148610001;-0.0230365791370166;0.184303746026885;0.304529776577476;-0.0468983969197592;-0.0452803169895766
