"MR1";"MR2";"MR3";"MR4";"MR5"
"#-happy";0.338017816720056;0.301036536409331;0.439600254677002;0.23524734614778;0.372752219865292
"free";0.468998982440478;0.413432303545458;0.312198873441106;0.257822264438182;0.316716526125868
"friendly";0.525800712960104;0.364100765038741;0.277211955169195;0.109695549482852;0.229777633851206
"generous";0.478615043501524;0.349203323449708;0.252141554528254;0.251507170217329;0.305832943618008
"gentle";0.556482487215341;0.328555783325497;0.244843175720509;0.0766678819351943;0.214294659255372
"genuine";0.486980035689045;0.215969341202021;0.105869347807617;0.216552907200262;0.0219381827010537
"graceful";0.329524229650211;0.385520918390292;0.339994662725867;0.144138597503008;0.343031706986081
"greatest";0.480438660356992;0.378374513208412;0.403002809048979;0.248492793521055;0.172340229046602
"happier";0.299960470530929;0.0731587529169533;0.29157543211374;0.227173954576071;0.205822656086946
"happy";0.59848476987579;0.392121375098868;0.437447390164601;0.224660899281473;0.116962521063404
"harmless";0.383925146185541;0.215709724528263;0.0560194467274052;0.383234923209805;0.113140413692751
"holy";0.167679841105284;0.0179676386557964;0.393561172890938;0.503663602677046;0.0154793550409946
"honest";0.614467627633175;0.230215703967123;0.327062495745494;0.377069215275702;0.144890094087115
"humble";0.310910055816457;0.444301736565916;0.447032012384583;0.273029175466078;0.133956894688108
"independent";0.0111556574691771;0.268086613129318;0.413668116343318;-0.0133549606526353;0.223367924216187
"individual";0.35714820327505;0.511591628260542;0.25357753015704;0.202684510841322;0.0650875633891955
"influential";0.275461568302849;0.0383086412627999;0.413256744637683;0.201605488539235;-0.0110622703440538
"interesting";0.265189770438797;0.313187357064526;0.408598058241398;0.0764897077948502;0.0843658197296109
"legal";0.0951884878387845;0.529864996038951;0.170962294687852;0.173359271619754;-0.038150623407156
"liberal";0.193875075434886;0.396514794738743;0.195775957765389;0.455871448989071;-0.156741711747833
"loose";0.0300895141220631;0.722732707216969;-0.0163211585342274;0.17201326696296;0.119395937216457
"married";0.423032442456516;0.341239315028598;0.583298637370119;0.152749675059082;0.0245014802638465
"mighty";0.0580391917904027;0.119622431460755;0.442801003154959;0.422125663380514;0.0628079094095897
"modest";0.651150059425018;0.228819147542142;0.0997998031743948;0.0896408703624218;0.0428124380355898
"moral";0.594590724908015;0.198427118969962;0.323513965569395;0.101286490767822;0.186619566307335
"mysterious";0.333210171520136;0.627781924095267;0.231255283803736;0.116493937984639;0.358613689726818
"natural";0.489322562493124;0.475780982515164;0.357166042156374;0.237564310315169;0.28037578075972
"neat";0.652946310812964;0.156284090990612;0.249181040808997;0.229506599855391;0.203044778311051
"official";0.334399813633675;0.194246389609343;0.424427030347924;0.257166284516657;0.36678962739068
"original";0.415983154912713;0.432651442634356;0.206428490361873;0.517071674586682;0.111364725533175
"passionate";0.0827846191086416;0.135591940615135;0.0834442684282753;0.562669638253057;0.0638755646638491
"peaceful";0.410475812852866;-0.123731686061912;0.0628849732033409;0.561194249575821;0.0741684992510832
"pleasant";0.454660000348173;0.339149542550364;0.292749562222134;0.383596813559626;0.232130608620298
"polite";0.374648957423125;0.0711954630478031;0.720529371877011;0.131596711137318;0.103204436468267
"popular";-0.0201838425216813;0.126622074619145;0.5474587384673;0.181200869494459;0.306180404188194
"powerful";0.326819464602849;0.35869213822513;0.27380511464702;0.453022968198711;-0.115233998150119
"professional";0.158501712195302;0.582034449046578;0.344146905483638;-0.0687558796926156;0.0957603050501468
"proud";0.465173565486807;0.350971087803415;0.432398552420637;0.197365252121142;0.287972096583064
"prudent";0.0725750466384232;0.491446304117816;0.0131241040653161;0.279096144823412;0.0661622341832817
"quiet";0.443307569254173;0.507141138483207;0.403700391459536;0.221754130681612;0.200455897989124
"reasonable";0.574379123925864;0.0389073702338194;0.226931766044642;-0.0107523553792905;0.266713066117425
"responsible";0.23109183779362;0.0893339518135034;0.636320474331917;0.225060185854735;0.302723132562231
"rich";0.520314988733056;0.251081303568309;0.47599035965223;0.266684581779362;0.159304116190876
"sacred";0.0739297884922229;0.378200774125503;0.13568532706091;0.383727038870567;0.160803612783166
"safe";0.534382356564094;0.501544928753445;0.22375394837791;0.124970331636506;0.129968519996295
"selfish";0.0463260591634;0.00490804671761631;0.0495966886931581;0.498903428520339;0.0932386263087187
"shocked";0.210269690695266;0.446976199289202;-0.0215740184896114;-0.00878905091223226;0.547851656575633
"smart";0.591522922860717;0.0805385137782643;-0.352000715345495;0.145591743505011;0.122895026612584
"social";0.401819668398335;0.485926458522758;0.187663330039909;0.122040603334726;0.0438041218952034
"special";0.419310191524469;0.427780733186979;0.0833210122985463;0.213676715930045;0.118968673517027
"strong";0.482942339731213;0.262793792404503;0.320926598471864;0.21666836615878;0.373110012966043
"superior";0.489130594710963;0.305688008371619;0.319293665753605;0.45185837713859;-0.0748136319065191
"surprising";0.164026190935241;0.414734747552215;0.0813815754785879;0.196756851555752;0.523168892801154
"thoughtful";0.287681991748405;0.320104955633139;0.262331062594123;-0.14234221063346;0.424547057541392
"uncertain";0.64457737265832;0.157718210340473;0.282708043675078;0.157558882880761;0.141991287411435
"weak";0.405868369446142;0.545665604393482;0.201585993277858;0.121748702880642;0.467506565019343
"wealthy";0.14240923281844;0.0252022848567054;0.34686408554976;0.421577570823817;0.289805914870014
"welcome";0.284923822368324;0.427537934023594;0.0481890016615807;-0.00700962893325623;0.139242167295282
"wise";0.523418516925971;0.203952774413565;0.179963210343648;0.106608198190789;0.278192353226585
"worth";0.516171796114714;0.404098333901967;-0.0357630694994683;0.210406434466066;0.41063821847793
