"MR1";"MR2"
"accomplished";-0.16500971233455;0.651588856934673
"accustomed";0.644574086220305;0.415580870421891
"afraid";0.633417237546902;0.518588037684433
"appropriate";0.275602179351514;0.672301396647858
"beautiful";0.590719128306148;0.583181329076575
"best";0.405489759952117;0.660252517106599
"calm";0.551215705642235;0.31258632640571
"capable";0.419703880360081;0.3174714998667
"careful";0.309657919815649;0.510615640970543
"charitable";0.195350667418576;0.471883369712763
"cheerful";0.66896685320685;0.490318099233286
"clean";0.516820882354829;0.513783406186009
"clever";0.377328128856754;0.420937497440924
"comfortable";0.52193450321301;0.564076541395426
"confident";0.697921843233097;0.299155614347572
"cruel";0.67363516421158;0.418576854693405
"curious";0.122390032525507;0.631869302082583
"dangerous";0.58779533759023;0.222179526820095
"delicate";0.69570572494031;0.429369980644199
"delicious";0.371474280554007;0.492337368898118
"delighted";0.494530283590755;0.538951267588434
"delightful";0.371689110243788;0.697383286266714
"determined";0.16430071154434;0.513976819218652
"different";0.58199526185981;0.587705495568408
"expensive";0.722933465883796;0.335552772313521
"extraordinary";0.760894680110897;0.409530491206026
"extreme";0.417972332302765;0.484373594262735
"fair";0.663530241668126;0.529187938674145
"faithful";0.678874084824991;0.417301579056224
"familiar";0.433614836786182;0.46312858965353
"free";0.673706113399674;0.444811198620079
"friendly";0.46117317048652;0.465629174379893
"funny";0.435943246674198;0.440715699704601
"generous";0.487995832744889;0.479412947877755
"gentle";0.603013635041497;0.587289930124605
"graceful";0.356242026389856;0.554433195788928
"greatest";0.541913847524046;0.441369296898667
"greedy";0.184424003056215;0.513909715003067
"happier";0.742910306406761;0.246901630822226
"happy";0.561215228692251;0.550307503204541
"harmless";0.541894635168291;0.305453843966177
"holy";0.482191407452171;0.31087497728684
"honest";0.695195837104027;0.498270679436805
"humble";0.64375525526665;0.497307871582199
"improper";0.704876962559157;0.0422625471348224
"interesting";0.130274088512371;0.746781244210972
"loose";0.4211296181152;0.315543375496454
"married";0.721398045127696;0.451038285124162
"mighty";0.470515156619709;0.353214046993164
"moral";0.72493138520717;0.228096067173637
"mysterious";0.477963977959139;0.572088270377441
"natural";0.661690619503703;0.564502495279627
"neat";0.580155237532003;-0.164872384213749
"original";0.549155222227323;0.549835370266922
"peaceful";0.56451631322844;0.311145542876239
"playful";0.330887601846805;0.027979185885546
"pleasant";0.558908419234013;0.569731831510167
"polite";0.574797653794128;0.299587778104979
"popular";0.196723300613709;0.615941712603219
"powerful";0.363801261014809;0.589975125582837
"professional";0.451501304115411;0.380221396621394
"proud";0.55570945537821;0.626969067956504
"quiet";0.661151055491169;0.520065272294794
"reasonable";0.343139148304564;0.413746835812545
"religious";0.543792093702723;0.116043310465677
"responsible";0.311306928323782;0.40583188825231
"rich";0.567355324236712;0.494280739372044
"safe";0.45570607885374;0.318691296657892
"selfish";0.578860366640806;0.243643670863419
"smart";0.692552228206482;0.272180721421159
"special";0.475692519397335;0.574153139446571
"strong";0.68623235968067;0.452690745516948
"superior";0.510978936759789;0.348642256367499
"surprising";0.361139928582823;0.0332967037428122
"thoughtful";0.226830587862225;0.541839021604519
"threatening";0.190950974314159;0.625512149290055
"uncertain";0.403209473421422;0.396438139417193
"unpleasant";0.388868133772762;0.485858248080347
"weak";0.562631705222863;0.621397485716601
"welcome";0.379717290544048;0.305713726106984
"worth";0.697960587303134;0.336473289859327
"universal";0.0455157198641767;0.705274958712573
"wise";0.373025626605532;0.181953228334509
"top";0.506511860671066;0.345661227276607
