"MR1";"MR2"
"accomplished";0.290269398943844;0.497035968793067
"afraid";0.746490686722675;0.463563332005478
"amusing";0.328273720254251;0.560766423448184
"beautiful";0.653981437551131;0.583094322824452
"best";0.625446607187857;0.567746550288177
"capable";0.438784577378064;0.557036099904248
"careful";0.170576386691488;0.69200630732392
"cheerful";0.653655304764815;0.581306584896769
"clever";0.571560570342093;0.626610202148485
"comfortable";0.590624138656697;0.655005932054348
"dangerous";0.395290625178628;0.639817075688729
"delicate";0.354988432644603;0.715436276722045
"delighted";0.784333485979852;0.42121001231695
"delightful";0.741876733558848;0.519633780987988
"determined";0.719415338044133;0.423852515782319
"different";0.719606308851462;0.494749812949981
"direct";0.525509868039328;0.492781091223517
"exciting";0.578203322258968;0.4695899913665
"extraordinary";0.457282894452348;0.628902256099187
"extreme";0.549685235063456;0.559007621519726
"fair";0.43712132702078;0.73737163552391
"familiar";0.373672926309893;0.524159626348609
"fancy";0.390074788362449;0.432822037531574
"free";0.505485971753754;0.361591587284287
"friendly";0.757235150984966;0.362428637964075
"generous";0.488693690969558;0.259309680958002
"gentle";0.608409733737932;0.529758297890113
"greatest";0.586589667446976;0.668362728451995
"happier";0.665144371745939;0.37614561621255
"happy";0.39511159730003;0.536269797660396
"honest";0.542293991190718;0.272171374797766
"humble";0.766839555614076;0.313516702252102
"independent";0.637553508660432;0.442476400157105
"intellectual";0.459309787158239;0.380578915144773
"intelligent";0.554404242834822;0.208285933845013
"interesting";0.554460506430439;0.746532140702632
"liberal";0.607501945833452;0.479378072899843
"married";0.574673188906149;0.58894400829014
"natural";0.523249477353847;0.642284727879269
"neat";0.613143010009591;0.435402330950683
"original";0.533178189937289;0.446456828486592
"pleasant";0.754747377921177;0.452389898583817
"pleasing";0.517341453960285;0.620010593406104
"powerful";0.475193576946853;0.291750644693334
"proud";0.302268882500594;0.73796189213469
"quiet";0.554421486181147;0.694480383551215
"reasonable";0.465622408182334;0.708007022393022
"rich";0.55967974333873;0.436113400234198
"safe";0.813959581070595;0.144701023099413
"safer";0.737250021701768;0.178002324715378
"secure";0.507313842305371;0.381896695123732
"sincere";0.135269807719763;0.694367374942987
"social";0.0325058126616907;0.565519334008695
"strong";0.52453626682574;0.653507703722265
"superior";0.651014184831247;0.520224878819995
"united";0.322570128482014;0.576927878833791
"unpleasant";0.476827237298143;0.595533606806282
"weak";0.428115012266603;0.38247728288775
"welcome";0.676702905774331;0.393926036564683
"wise";0.734490397951178;0.134467815000972
"worth";0.592148362830333;0.650159195849284
