"MR1";"MR2"
"afraid";0.226973263006758;0.53554825086262
"best";0.563535863506716;0.359067214122266
"biggest";0.333324490242076;0.423774758925958
"calm";0.29569732319615;0.697900083652716
"capable";0.236826105178379;0.517662931716175
"careful";0.28040585273919;0.67228018187171
"catholic";0.835511514141331;-0.378553603082835
"cautious";0.409383041625601;0.091958529261409
"charitable";0.84652632489339;-0.0426162177297753
"cheerful";0.215815223638763;0.207709178661007
"clean";0.258183116578268;-0.0886542975285773
"comfortable";0.258531452032313;0.494428266816921
"competent";0.00245474929731223;0.170000850996257
"curious";0.0319337821584107;0.389290072181625
"dangerous";0.262395180087444;0.190217651761493
"delighted";0.208919897733867;0.409451293002952
"delightful";-0.105350225476873;0.378977695485318
"different";0.354500250479216;0.534673200675014
"extraordinary";0.440610549772509;0.729084012050236
"extreme";0.33939294227922;0.656583078890328
"fair";0.655891277101553;0.0864785487187729
"faithful";0.779555430051564;0.190104505714279
"familiar";0.357569079146495;0.201873348706389
"famous";-0.0645781202968377;0.219834265124993
"free";0.202968563618289;0.598620120296106
"friendly";0.602460763291508;0.303276529619682
"gentle";0.0578582490682726;0.636769805618841
"greatest";0.343420818183118;0.426724441994608
"happy";0.433464765029246;0.674632615527086
"helpful";0.369644157339216;0.406209583811566
"historical";-0.0359533520714487;0.184044940345692
"holy";0.437262729739273;0.397931740923668
"honest";0.785172902621366;0.265219719330564
"humble";0.0567043227615202;0.445972566435403
"improper";0.436524752563159;0.410608129825165
"loose";0.119281413402101;0.311479086061029
"mighty";0.223410034506629;0.344207549555
"natural";0.149249575069816;0.339908660009055
"original";0.68496644570417;0.265016138879843
"outrageous";0.0843664849038023;0.0165343925407084
"pleasant";0.260736470047087;0.815969988869011
"quiet";0.818452778157039;0.333811733315006
"reasonable";0.191688336615514;0.537517900166918
"religious";0.610198062659636;0.017473927215312
"rich";0.693077542235779;0.438581250166962
"safe";0.390825330368276;0.515536226038965
"scared";0.179811390869048;0.117621043922099
"scripture";-0.0764693789356868;0.169902521127853
"secure";0.373037115390075;0.576975946033023
"sincere";0.699369193130197;0.197306674596413
"strong";0.375209540665303;0.56685341208972
"suited";-0.0645781202968377;0.219834265124993
"superior";-0.0777442146564592;0.203158201361099
"surprising";0.365921710493817;0.562931982840762
"universal";0.803490074453292;-0.372636605144643
"unpleasant";0.106609815692873;0.0568931457657461
"wealthy";0.835511514141337;-0.37855360308284
"wise";0.00324493584701548;0.48052829933901
"worth";0.75201055707426;0.12117925062786
"weak";0.222257982265112;0.702736068533499
