"MR1";"MR2";"MR8";"MR4";"MR6";"MR3";"MR5";"MR9";"MR7"
"#-worth";0.385630568546239;0.00509795913550998;0.0362115758137595;-0.015140499113798;0.243568873838757;0.608050609236919;0.106145900614451;-0.0299144682158121;0.0832400202178749
"accustomed";0.176079410929562;0.677336833883558;0.137438716105493;-0.0357445257651291;0.0676802553952456;0.380013025726264;-0.177911014785993;0.16761190501434;-0.0221941396406351
"afraid";0.459144494659634;0.44272600550702;0.182827471558878;0.163303465990104;0.140479977908255;0.0674524441455742;0.168326921576602;0.194138866395467;0.411645054248055
"beautiful";0.135557934306653;0.613483454449368;0.131567313837327;-0.142903029957835;0.121833472240074;0.113829228980495;0.357610471021863;0.178033304059535;-0.00123844300298473
"best";0.261342699145565;0.277782675303401;0.253502782488131;0.186550876969494;0.44294548012938;0.149081339579009;-0.171065417285466;0.401764673393893;0.244572221499941
"capable";0.497448766971353;0.0675643237393889;0.220987556376144;-0.0692226299294201;0.20195415527173;0.25172356396484;0.238292232526275;0.159776972507129;0.056051740286339
"careful";0.410392838653701;-0.120755921744566;0.0590098361568191;0.0810691502865031;0.377135130772007;0.104460243516191;0.0420976864073255;0.0357756216884122;0.13485406295027
"cheerful";0.679535403661049;0.364156666269109;0.192851701002166;0.00322602242632418;-0.0594976615020576;0.1439518447258;-0.0282066044261217;0.160000100534323;0.00577325430382787
"comfortable";0.1201356211304;-0.0758875968572292;-0.156439039270801;0.0186472899096608;0.330826904634194;0.547579394502313;0.218492563158113;0.0266213397336049;0.249929954474139
"confident";0.021650961516823;0.447659035275253;0.172506224965185;-0.0465081579454539;0.123257465585874;0.0461072250935555;0.099361352252134;0.571587586039343;0.0238144546767906
"cruel";0.619265181273266;0.265016905533073;0.16412770423401;0.0824026499399845;0.146941216532294;0.0235281455219558;0.171094268940909;0.181830608615959;0.17392682523391
"curious";-0.00413785917378085;0.633809277760104;-0.0268654942910941;-0.027485550334786;0.151202368413833;-0.0973483650763567;0.0288038684219591;0.056366323183307;0.103569699661365
"dangerous";0.119778173395773;0.216953874593695;0.114752518763986;0.0199950776273058;0.0288351122965981;-0.0421811668592969;0.179286605379913;0.735100951169474;0.0876527248095813
"delicate";0.402656974148453;0.140326510339254;0.435779011063492;0.237400556623306;0.225870209120418;-0.143963325502863;0.151608333369147;0.217128394003072;0.200004733322042
"delighted";0.276381309027452;0.357562715226459;0.0812118175520452;-0.0999469014201728;0.482787267581545;0.148729958299514;0.290602085749108;0.187132252537799;0.0686240207798463
"delightful";0.586581233819115;0.590759158291889;0.107134792176941;-0.241114154651927;0.0758770641504202;-0.0662802189803512;0.0427302767531297;0.140443232489724;-0.0403063485884736
"determined";0.279419465337051;0.11942152944179;0.191249817220927;0.102914615927202;0.541564259591705;0.140747395997822;0.407717304720244;0.0343819510175405;0.0125796436515322
"different";0.616452640910636;0.116029942115806;0.191720145235647;0.197095820638367;0.14846686762915;0.320980249913135;0.130493486448677;-0.0028834792967696;0.093566394720106
"entertaining";0.00132218492910554;0.0540389152426797;0.193391191266385;0.116950086254142;0.408548511245814;0.0425115928144413;0.0550769313186518;0.038076682588059;0.574998096763702
"extraordinary";0.169667329246027;0.443045177873978;0.100470437531848;-0.102079106101225;0.487767288311411;0.153101468908613;0.181080730799029;0.297326104076659;-0.131531796506876
"extreme";0.724334590041801;-0.0282892860939324;0.060127250531113;0.361247841759292;0.191505250319991;0.0770270440269738;0.0519017032276939;-0.116487099138151;0.0637233543564905
"fair";0.337058779212553;0.243234193692553;0.113866966217851;0.0540565535223172;-0.0589182171924209;0.425484240308627;0.46730196102185;-0.0598526434829382;0.205866936335168
"faithful";0.391366049657934;-0.0908969708169437;0.745890251292994;-0.0769763930064562;0.139492111929746;0.00708124970600597;0.221680063612018;0.217635488758055;-0.0103909914353579
"familiar";-0.158303166335974;0.0300895104398654;-0.00752429681798715;0.730171392274675;0.0877940161614717;-0.0862852676084001;0.0381297624859393;0.041288639387713;0.0213776297496246
"fancy";-0.0372957350262906;0.0362494945501008;0.0925035653378589;0.107489295153225;0.104789631825482;0.0664448716799292;0.65855664384182;0.186165081225085;0.0489137033116059
"free";0.372944797377111;0.534951885884602;0.332330218214258;0.0204580245980908;0.252235914260706;0.145627698853384;0.251173266169975;0.135422712005241;0.108873884723856
"friendly";0.804768237867982;-0.1679508704168;-0.00581318660421317;0.0464265901349205;0.112401843655205;0.100935557237903;0.0231436566237414;0.169481286909785;0.13286179100801
"generous";0.579193017924671;0.225207149148924;0.297665716756702;-0.0770464129069747;0.114867330256554;0.150698661567236;0.375128816820643;0.163094443513623;0.134352557153835
"gentle";0.438913075841722;0.20790596176796;0.613904521233421;-0.059895331748539;0.158509463718174;-0.142658373124985;-0.0115547646496867;0.0302577044315073;-0.004845486157904
"greatest";0.500529079238849;0.462313104099683;0.217003836013073;0.0805102022878512;0.125199561936394;0.174132635900366;0.0792154343802179;0.142809581579921;0.304900766402769
"happy";0.676463450714246;0.132646443103937;0.260787225871004;-0.0737198130610875;0.26643276678879;0.119362668267169;0.234342531415717;-0.0828381443551309;-0.197838203781083
"heavenly";0.0458300191376033;0.703785876325388;0.285746473175444;0.047971250871028;-0.116178047669581;0.00170954753630725;0.0930524161419996;0.0684325194221721;0.00023811919335047
"humble";0.396562757700479;0.342922010370667;0.526845755603894;0.0113668698894482;0.0527946864018462;-0.0144494567656941;0.325783610992968;0.110633630290286;0.142251861162974
"improper";0.617863499885895;0.225999321309297;0.210704138294099;-0.0375225943231737;0.435086090765793;0.0443359821155988;0.0565646352496499;-0.144356442880675;-0.0178680760666473
"interesting";0.384670734317973;0.216684317326596;0.573610438136935;0.123780600096277;-0.0109430652222969;0.284449830434699;0.133926660312354;-0.00351193554320435;0.178931841537792
"married";0.265633951106591;-0.08900347277885;-0.0295192385656604;0.68190493923731;-0.0968328506919783;-0.12901176972696;0.0562812287484884;-0.0854058682640813;-0.0404068200577308
"modest";0.1412153149156;0.439066414210533;0.163709713118086;-0.178998265157862;0.0599485113834477;0.481474049262702;0.0694055957502722;0.354001956224143;-0.025278600766669
"mysterious";0.586589596811304;0.220575080529298;0.338334825448634;-0.0499876257041014;0.11015960165225;-0.0565493209746343;0.125955334953434;0.0160380799365573;-0.021492078768358
"natural";0.386026587274402;0.239940985460699;0.475643084431227;0.186676716224659;0.117148558374373;0.00385665123755423;0.383648290038565;-0.00767644473551951;-0.0220963067855464
"passionate";0.324627329445136;-0.0625645685443427;0.253175583010752;0.360490605159959;-0.0159701756588434;0.313098350939026;0.434231794261217;-0.288033502936326;0.0736962339202561
"pleasant";0.527686448287836;0.495602546086514;0.323160787852042;0.051345324795144;-0.091277881652405;-0.116990584350076;-0.0963865339131814;0.0827403286872724;-0.0226026284565618
"polite";0.0552671366154278;0.298143646232702;0.193463844720059;0.0862941024025573;0.465077062741958;0.298074214400489;0.0375935127303004;0.00528872436866541;0.297953268678139
"productive";0.397369517249819;0.0923713531033567;-0.0134588267446766;-0.0607257247390373;0.462340397488708;0.125368027155265;-0.0146134765536373;0.0394064988391892;0.125882520091226
"proud";0.535905609568699;-0.0710371814497352;0.0841471070959931;0.467225427233887;0.293941116974032;0.173414999248087;0.141321133055669;0.147123970730488;0.128524610415303
"prudent";0.135175020287775;0.0435127641840149;-0.0492957449426487;-0.0108877851099329;0.0164236200944825;0.135917953322134;0.00826051060615695;0.0566167704924385;0.808581148697633
"quiet";0.433514584561338;0.508789757549018;0.0131057506968888;0.0745518991517607;0.297852251367811;0.275896150478216;0.036800643615072;0.0146257364291705;0.136252147543215
