"MR1";"MR2";"MR9";"MR3";"MR4";"MR5";"MR8";"MR10";"MR7";"MR6";"MR12";"MR11"
"#-worth";0.311055968452042;0.0364512591976009;0.0722969034586591;0.678964493327862;-0.0129388863489465;0.0514985558337458;-0.0320915393623621;0.101118465272275;0.0661698341854667;0.101285056542173;0.0813243182810641;0.0830675438792076
"accustomed";0.19861789793137;0.693112906534178;0.149804701431842;0.321946805048715;-0.0406212852316605;-0.181161028863039;0.179948183363874;0.0197121414949679;-0.0132352970710995;0.0477618866137386;-0.128375287531668;0.104384399460285
"afraid";0.425531954222866;0.432465169015233;0.129354850812309;0.116860511174544;0.140212476392156;0.159493520931576;0.16328978693737;0.203219860359421;0.389725273510581;-0.00280079428065439;0.254719898466821;0.217864719386458
"beautiful";0.141252423368455;0.636159003307142;0.0981246654564459;0.142363734392853;-0.14026017661159;0.321083746765035;0.184666737627318;0.106629268413357;-0.022657408961911;0.0687648748784438;0.137531786677923;-0.0775269198401336
"best";0.247789022886754;0.29511438574723;0.241878660369594;0.218596773905306;0.197774601900203;-0.213009349299203;0.434752778779948;0.237623942164666;0.283515151269496;0.271126283149323;0.0946070850294953;-0.0308776387496147
"capable";0.3911707207354;0.12388003627297;0.17921459943157;0.410929939917822;-0.0496050976519993;0.119129607022382;0.139314520318111;0.00501994681054078;0.0116263874266483;0.13398052833785;0.54023175836246;0.174096144623612
"careful";0.329678103959191;-0.108171926484059;0.0472390784426479;0.265994110898403;0.0924563304539132;-0.0504199048136931;0.0338095663219126;0.336970315379138;0.0980164565798111;0.123980446773243;0.351169422579345;-0.106677684162986
"cheerful";0.721443160149437;0.325994348173411;0.162692696300234;0.117402095376732;-0.00821910887990557;0.00746359938276046;0.184730089892153;-0.061531233327838;0.0290945888211391;0.0140864178272294;-0.0903245168011943;0.12025645563002
"comfortable";0.0453234960089097;-0.0365725636457926;-0.110727132644978;0.660349667142166;0.0324724727487468;0.151779154241857;0.0454428863265482;0.147771913999501;0.232283106788504;0.119178183162835;0.0649575851485957;-0.0731242833287197
"confident";0.0428069787411848;0.420468324761579;0.172460006979975;0.0105884505083911;-0.0794179704227438;0.129275977132642;0.570174126959016;0.191033021722001;0.023799635936143;0.0360506477992073;-0.0415522730528358;0.0429471466515206
"cruel";0.607169364377881;0.22516024538169;0.12875028515792;0.089185498982554;0.0580603200165618;0.173818623619377;0.185721870503102;0.262921825151611;0.143323574542301;-0.00775850548111662;0.163592425481943;0.00690004888574221
"curious";0.0108272047036302;0.61721837962498;-0.0756065020303501;-0.104239301978872;-0.0366847952463833;0.0288160435695623;0.041276834211558;0.125878485614685;0.12380034268704;0.151141230574828;0.0471898364914312;0.146142761147198
"dangerous";0.123449791708749;0.220999716566716;0.094069754986012;-0.0279708647030938;0.022959679437449;0.175796660093862;0.742932247398792;-0.00471649849487507;0.0909042337664012;0.0217515129891199;0.0801846999873507;0.00914790037928599
"delicate";0.408612317116027;0.164496880972461;0.371602066183861;-0.0674241054812816;0.269444138574491;0.101229676740125;0.246953047881293;0.00256771644817444;0.251072475797658;0.250003547576506;0.269090978186525;-0.046482778757758
"delighted";0.280319913770086;0.3079662066408;0.0652271310626917;0.214122745413687;-0.121474376685437;0.292857995082516;0.214923320963858;0.297699518709333;0.123716790428843;0.394373294588789;-0.030696658265835;-0.00324370377544605
"delightful";0.648436785633789;0.530233435683439;0.045957130448701;-0.0733340016411792;-0.254827506663851;0.0741810718690424;0.170676487767135;0.0595680623807397;-0.00194823563960949;0.147180343351185;-0.0674747945939213;0.0262699838335611
"determined";0.226568304624258;0.135476537982209;0.151281569460011;0.277302862725165;0.12607286091309;0.328950405861873;0.0394673206061773;0.136295541287858;0.0805163808044678;0.562332789942493;0.248922924835365;0.0663053674353053
"different";0.572823553013436;0.0785292536280746;0.182622419996983;0.354035550980308;0.166060037694708;0.136781954988447;-0.0456010639380076;0.0756057457568422;0.111445907248604;0.147202759267797;0.0805724526704971;0.41205515935057
"entertaining";0.00931626912751499;0.056552159978858;0.180358762769712;0.10414041641431;0.131355474045147;0.0391864456013437;0.0776694565327588;0.098670833477626;0.692538975162582;0.347768006637532;-0.00807894401931545;-0.0791143815532649
"extraordinary";0.17883783823812;0.405110254962243;0.0865028762155121;0.190934836827548;-0.114939392778045;0.176260679715192;0.32602157595468;0.230977355266035;-0.0611249914617591;0.475375551583813;-0.0674661607253283;0.0595109967930033
"extreme";0.72303148735438;-0.056424776300322;0.0432987880769791;0.174793615478937;0.370405917038478;0.035121924703207;-0.0777035339846423;0.125758051359182;0.0823151630489967;0.127960039549898;0.0462694793451667;-0.0907887718773523
"fair";0.323592395085951;0.238567031180232;0.125263076678933;0.417138597370872;0.0283982841840837;0.475492846098121;-0.0697571523960961;0.00224286293843921;0.176500775809107;-0.0884568168991699;-0.00600456508865135;0.109431087922548
"faithful";0.419475555188511;-0.115122869489526;0.732618445510917;-0.00689582972121681;-0.0992969890491955;0.238583130473795;0.233391668671527;-0.0143134322032862;0.0469371029746843;0.226730940569482;0.075510255671629;0.0454935939553633
"familiar";-0.1521219541296;0.0338984684569372;0.00511816528008253;-0.0841386566289844;0.721445494264933;0.0442289002937701;0.0411947360982226;0.0793013709720981;0.0395979860572818;0.0647172316673261;-0.0221924787784209;0.0287920733753582
"fancy";-0.0423785729841744;0.0160573432940439;0.0854762824114453;0.0844546193166493;0.0878819114065236;0.684943377230517;0.185591233268221;0.0326930734830291;0.0679349755044587;0.143803505421054;0.0221834434574244;0.0497209069738402
"free";0.37930941388962;0.552753605470341;0.297239568863857;0.200864218233878;0.0242576603562091;0.20742002012062;0.159388313002696;0.180192859858893;0.106541740515226;0.149951333406254;0.165747480519586;-0.0988299577786229
"friendly";0.797869422802794;-0.207141705045129;-0.0280762016517991;0.204037493019691;0.0559269679050182;0.0142298850693009;0.21548909964916;0.0281471385874683;0.149654784789502;0.0654818316127169;0.0462403279393836;-0.057677157652711
"generous";0.570816386474179;0.213066012778686;0.252901204873671;0.199732149239935;-0.0832550881781968;0.361624085437484;0.163576406247611;0.00298744208217661;0.15092437809523;0.147363135040784;0.147085761379771;0.113835595580528
