"MR1";"MR10";"MR3";"MR4";"MR5";"MR6";"MR9";"MR7";"MR2";"MR8"
"accustomed";0.701478346401593;-0.03579664126273;0.0650005145111529;-0.199262771690305;-0.0877645179577899;0.179847521389989;0.00806293517571808;0.0582984388548001;-0.0561966468724858;0.18947277030902
"afraid";0.391254205352781;0.416444867184222;0.444872827791813;0.216949036462964;0.243622451935252;0.161726230112868;0.155563466466333;0.180660515757495;-0.0000429247204723526;0.0677014499598903
"beautiful";0.606543729959573;0.169678400141879;0.271602790909707;0.259685665612691;0.133048862220065;0.0647681733444101;0.396007267709307;0.106547560446828;-0.0159452945469783;0.108074891682178
"best";0.419289215401767;-0.125332139330197;0.317844032306944;0.3636057916053;0.150077575171695;0.326088455836192;0.131108203248256;0.165576298864552;-0.0447099709351985;0.100018344423894
"capable";0.125137147289706;0.621648291498748;0.11346439766901;0.135791884074026;-0.0767900694159028;0.228246771760317;0.0507893744586162;0.0308963271564845;0.329902519817289;-0.0148208041867231
"careful";0.00382027064935692;0.16462415487693;0.238682183638069;0.167138304364263;-0.0876616575980363;0.291499726876702;0.514238075660133;-0.0172269427487774;0.37369765954918;-0.00217654092143982
"cheerful";0.118927381039705;0.18639061383256;0.456902559397316;0.203899829573593;0.0216116027507681;0.249700032990577;0.202790911601873;0.201799884028293;0.360278069888772;0.0233230423431765
"clean";0.212212741712905;0.247024892545497;0.333039270899006;-0.0381478116677366;-0.0872004840542635;0.178242984474356;0.257550462896071;0.0629199270264304;0.546529123407974;0.0865537309740335
"comfortable";0.24793745683092;0.332288647467493;0.184129165506441;0.0413018127340759;0.131864401452144;0.120549541313803;0.00902579457592126;0.467577358485861;0.208699663862454;0.117785340066041
"compassionate";0.390856362222065;0.389019282348351;0.274663714320607;-0.0823863678503031;0.03435396503004;0.306972003958733;0.091292234776583;-0.0140062625095326;0.250323581768836;-0.355430530598691
"conventional";-0.00601501982311306;-0.0283873943557013;0.0996497464177246;0.828243724883136;0.0283832532335237;0.00472072280522795;0.0824991741349359;-0.0962934280687208;0.0309600361115984;0.0206047482757629
"cruel";0.0920807600239169;0.173344991172841;0.223553679780812;-0.0707174429798584;0.332597378590343;-0.202733412107705;0.551960819459454;0.0977265189409066;-0.06658730406671;-0.13331660897267
"curious";0.109224817148559;0.47326806942205;0.373617927573914;0.26803289012893;0.141529451326957;0.17051395640406;0.140646835331608;0.30997696361401;-0.112922190183009;0.0131585125783847
"dangerous";0.171571995185786;0.226163538512291;0.506484444412669;0.115835091402605;0.150192656459739;-0.157443397785965;0.00177501413916143;-0.147483704476933;0.161394672351028;0.319106801737878
"delighted";0.40720630838644;0.381123306599491;0.163369756218405;0.174147109657322;0.330737614357439;0.387199819112914;0.128076030452076;0.082364056825735;0.0698966608210028;0.107368821575758
"delightful";0.101640978430548;0.33739035526579;-0.0146007521277353;0.656503688893535;0.0320688198984495;0.0540618258869054;-0.184113501194887;0.0436276806441363;0.375083370305263;-0.30412584909878
"determined";0.107356914057786;0.697356963763762;0.0715729365714265;0.25252387464952;-0.039373615199826;0.029374047970698;0.130628583949894;0.0189980696248662;0.0875775917191432;0.0313038312927635
"different";0.439294982622696;0.319928196553686;0.188723687937863;0.349995171597823;0.115059321618157;0.0385274240301658;-0.121773748044599;0.379363121328221;-0.0385586669477177;0.254378602503999
"direct";0.652706900260934;0.120478079975973;-0.0645711001768588;-0.0746641873118408;0.298522935010771;0.115389600910754;-0.01313265826968;0.0325553310115278;0.0313362521739101;-0.0938867353771074
"expensive";0.278427165786575;0.44484225967702;0.0895572725210022;0.210285048323257;-0.0385805622270541;0.132605978629931;0.190254496220798;0.207612990564788;0.171301738212435;0.34952664705946
"extraordinary";0.309573885116775;0.108234690724617;0.133645353362466;0.186479869967609;0.0336852430315549;0.230023269766036;0.289145607739658;0.286453101015521;0.074334140822988;0.325501925511659
"extreme";0.0935311646469691;0.401357869590175;-0.038185797399581;0.290335553333392;0.161164474969937;0.273248780771914;0.022459342514037;0.122795749618972;0.253044916552594;0.169813107101527
"fair";0.369145291210563;0.0653026552944442;0.246521819237758;0.229479479552198;0.242527541970608;-0.0300848616066596;-0.0195169110757082;-0.0165485595055022;-0.235238695317946;0.482899650373951
"faithful";0.357565724897243;0.497893181912359;0.46262448394481;0.203675302651003;0.12394574758949;-0.200057578153794;0.0757710602008504;0.0218920634104628;-0.0117088311092045;0.134419725228877
"familiar";0.231321524375915;0.224964161824026;0.186303664203262;0.100655334464553;0.136088315147432;-0.0139755647396042;0.478217394649813;-0.0560112391551447;0.107683667916098;0.187310530278212
"famous";0.28755742210742;-0.174571321577816;-0.0114835336135376;0.137590409254874;0.747244584073424;0.124740515362293;0.127141157090383;0.0840351446434774;0.0538329938268725;-0.0840091934464155
"free";0.351387701629782;0.202429134074819;0.528818540762983;0.0349921171352515;0.257376680933942;0.133069299972837;0.0820822968568619;0.0219889617562867;0.171996047377023;-0.0889796541925964
"friendly";0.504133828240613;0.424696390272589;-0.0636909854548042;0.0346585181536677;0.342143122310514;0.229998432270299;0.185076198449377;-0.087139479043827;0.00594955240612629;0.113916867050816
"generous";-0.0876816876313331;0.34932772182006;0.0366192379251548;0.448751980164721;0.0699847159756528;-0.119246457122987;-0.122775209774267;0.00249438195017074;0.29387569759077;-0.145109547122684
"gentle";0.121250997738049;0.0578534670840586;0.27051552082158;0.59623059096666;-0.12615377378442;0.163344840538999;0.000365647886123355;0.170819765800319;0.00468747933624666;0.161783377851889
"genuine";0.103628731946755;-0.111089557486426;0.122764042835269;0.0957493097342366;0.742944637668754;-0.00593444295738006;-0.209757886392865;-0.00993736180374634;-0.133291166751236;0.257255917082726
"greatest";0.342051415536158;0.27315649325532;0.220647821970679;0.225826808548163;0.222181285672808;0.279649967113931;0.15104058651062;0.23750854739888;-0.212496624820554;0.130404816373989
"greedy";0.145139880599522;-0.113241503594404;0.0733360784474445;-0.18408468664763;0.540787290270311;0.173348401348534;0.148780087214504;-0.141524448808589;-0.0745661475170567;0.0430511212714127
"happier";0.5818595996412;0.231762329881659;-0.0000830341762299535;0.208361403790926;0.134761685496034;-0.0917723449105588;-0.208156092289441;0.361994356092793;0.133312116391947;-0.0763697618927115
"happy";0.557337809125761;0.39019613102137;0.293469867115384;0.206156011224052;0.0899509832276576;0.168589710327694;-0.0202770982770657;0.169062108092534;-0.095804940258924;-0.11094850062095
"honest";0.580542629373052;0.243959096657449;0.25393741850852;0.252372886928063;0.0149761697830141;0.190646122772938;-0.0505770803342503;0.146132070306329;-0.0869488048709766;0.105948224123152
"humble";0.649219830232501;0.365187725913468;0.195150458767474;0.229733931516022;0.0756008375212585;0.0798746775667643;0.00365514004187329;0.101216039053029;0.00289503441349372;-0.0304488240250422
"interesting";0.10246750950591;0.0311778562941728;0.371492158433345;0.0321375439553315;-0.182580454613117;0.20994614579595;0.101761120934234;0.0504378770130534;0.166836437268416;0.286681883877066
"legal";0.127736985923359;0.273241978192449;0.0611990201750771;0.527594551243571;-0.0670087988632708;0.149196462592659;0.252762394338049;0.0588315442464371;0.146012108944476;-0.0491366170778092
"liberal";0.131935520558435;0.580698449602942;0.136218853098299;-0.00640606641436082;-0.1682270030482;0.0299925868931433;-0.0102773172119036;0.126566722729054;0.0507296391550142;0.243194249636448
"loose";0.0127271450614164;0.17327402328182;0.205552183385528;0.462789654541626;0.117702068576868;0.124872123108722;0.175300954793713;-0.00627629369898863;-0.276163181781355;0.215305683763388
"married";0.200430267867929;0.349635360324832;0.109874243844511;0.547662205245903;0.101302058992595;-0.0760775792109439;0.177332016364111;0.139951369451301;-0.0211142462620968;-0.0214789719301672
"modest";-0.0782279282785962;0.227844080110622;0.037314561802179;-0.0332866246699565;0.0928058486282552;-0.0704924265711698;0.158037392889485;0.0985554769347468;0.423450748177647;0.347690431286593
"mysterious";0.433193648270783;0.0459603337116376;0.380869471254696;0.213901715083841;-0.0164654107087035;0.275500916623711;0.0779947841006008;0.183266145220969;-0.230985050378028;0.25958109116941
"natural";0.431781588749594;0.187422623926169;0.458003672913912;0.219999988154868;0.229498260834186;0.199903805910663;0.120315120344951;0.291669937917974;-0.149660542781466;0.119617639607273
"neat";0.181465022034105;0.56045773868307;0.0086868786842047;-0.0345264270009025;-0.139408886487594;0.171066645760378;0.3211767845494;0.239871892614286;0.00221017814273939;-0.0293105604149334
"official";0.123828343808352;0.086993163368605;0.136700111959192;0.0629640003310948;0.235607089363435;0.740222392687484;0.14278637791007;-0.0180245090664143;0.111597661230129;-0.0303189679383481
"playful";-0.0370331973790399;-0.0478741357530957;0.135595837777991;0.0800832270452821;-0.0300167627769358;0.114524275463651;0.550895302324428;0.050406517947414;0.059437816706773;-0.0148768386588301
"pleasant";0.434199867096993;0.420653374082563;0.441350569511647;0.172578416336397;0.206612389448744;0.170841993627179;0.13528671679907;0.143020076856364;0.164969163883021;0.163423102453293
"polite";0.220609130814813;0.302055770586155;0.30388461303102;0.16310402145869;0.164168320497285;-0.0239847869924164;0.0831885058064235;0.150082117386316;0.0698241305222821;0.144956007096155
"powerful";0.0157039685946742;-0.0298894434199606;0.773287077438288;0.21739157104876;0.0570691241042999;0.0475212749015986;0.143887160575542;0.0134716702091812;0.0645485598647717;0.151777319658408
"proud";0.462196591173556;0.102611758582303;0.227096059740878;0.133998113960392;0.501794721493123;0.0998658332028775;0.0368358948185196;0.240710362657674;-0.0909423211437964;0.075245795997306
"qualified";-0.0208017973198026;-0.00308039864780456;0.380354221687797;0.2152236721108;-0.141432987389293;0.232859502459713;0.391446457553456;0.284395847370594;0.216147711748704;0.114501618498048
"quiet";0.579527801023621;0.383922586682097;0.368490948838427;0.14954531980253;0.121490021387644;0.0776016623925097;0.171180678858089;0.0486883982148014;0.018579003924457;0.207531685651426
