"MR1";"MR2";"MR3"
"afraid";0.663922327690439;0.508337024023239;0.368460214812702
"beautiful";0.516678651403236;0.00372332340566159;0.522133766068396
"best";0.526223834945845;0.383553036129516;0.48558411114664
"bustle";0.385530617478403;0.64712950726077;-0.0266693669194243
"calm";0.367432289198212;0.261372399871105;0.501783679582064
"capable";0.456254407995268;0.468047428409479;0.534918750955237
"cheerful";0.616293797880879;0.222709444027119;0.432448929210357
"clever";0.572651357412877;0.388999736815921;0.41198093065361
"comfortable";0.592092822864524;0.482307889865487;0.442577949878693
"dangerous";0.658389298401415;0.262972466232632;0.0777370175070599
"delighted";0.673753682155882;0.278625635439143;0.222460547432367
"delightful";0.284525752785026;0.680556648490772;0.504925472001956
"determined";0.411306659189387;0.52355388559271;0.559677504835546
"different";0.511987728112462;0.501790363405794;0.45071274787523
"direct";0.301620636551333;0.548460672904989;0.377295777416985
"expensive";0.477550743620763;0.360251930806248;0.343554383564698
"extraordinary";0.144242753044772;0.624767194869006;0.0728318102769102
"fair";0.691730076908463;0.27296582053769;0.3126740915023
"familiar";0.0499744110394595;0.563536470045787;0.485049747163933
"fancy";0.437798257993364;0.27765970236541;0.380538024365617
"free";0.49477964592213;0.11086215012538;0.341903478518541
"friendly";0.496847736483915;0.408758875430102;0.467189765594972
"generous";-0.0787611809032685;0.652681949936806;0.226738672028831
"gentle";0.644551880337086;0.359161521407212;0.44115805045903
"genuine";0.310161323203913;0.605286803920863;0.171828254770178
"greatest";0.516006638183824;0.508409906834004;0.529818461332079
"happier";0.51951178097723;0.599050554210261;0.284555089079704
"happy";0.512634336232314;0.273894054670398;0.41001639049999
"honest";0.389834354903402;0.281966446257946;0.689136771443571
"humble";0.42588019879685;0.262585484855303;0.0512160240670525
"improper";0.647411346548958;0.218109300987576;0.270415749458829
"independent";0.317902681689919;0.234398349961053;0.76471333438284
"interesting";0.536585196000042;0.581281857282654;0.248165950144789
"married";0.550872117973991;0.0722448028670933;0.176453803417788
"modest";0.572390078900618;0.450754746373943;0.402721014866875
"moral";0.290402894511964;0.424068678060737;0.220958686762947
"natural";0.501176049365343;0.507382022150118;0.50275673028173
"neat";0.368393393874054;0.0265071322282279;0.512809712276258
"playful";0.24061407804863;0.2871384606433;0.487442749989468
"pleasant";0.538686511351176;0.486853284925476;0.489795668916534
"pleasing";0.496426566412658;0.197944165184966;0.275430124922332
"proud";0.330245279585324;0.587163182339163;0.510278474242922
"quiet";0.695765620574554;0.446045356718538;0.378261886374967
"reasonable";0.336236665738962;0.468776324533346;0.601557001283179
"rich";0.687962598083918;0.198618834784132;0.292072411058373
"safe";0.366813280108425;0.628774549913987;0.321605047957067
"secure";0.175313346657891;0.641887325914236;0.31697008735381
"selfish";0.246755428193829;0.463729563925394;0.46120801514959
"stable";0.746798589476411;0.252886358596142;0.00406534278263028
"strong";0.57632294554219;0.473938303474041;0.423692292068207
"superior";0.398964481568205;0.219719666959483;0.5223532910448
"surprising";0.33987739445738;0.615907409162995;-0.00866909765026326
"thoughtful";0.707241433546789;0.00805878331579814;0.165116439758499
"uncertain";0.219605004577624;0.156626532827855;0.377692431456414
"united";-0.0335633046073686;0.182213526095903;0.642820602151533
"unpleasant";0.616298528417733;0.151643200619729;0.448488884645044
"weak";0.294271831097812;0.187868309799751;0.66666822249466
"welcome";0.654624068049753;0.300603233214699;0.327284106274957
"worth";0.654427171718901;0.36428483361242;0.388424884876844
"sympathetic";0.0866625846444677;0.622848275065844;0.465870408323255
