"MR1";"MR2"
"accustomed";0.63575217279802;0.13671706549785
"afraid";0.688045772362022;0.299710954374346
"appropriate";-0.231633525755283;0.776442118898404
"beautiful";0.584327398992739;0.474694565017746
"best";0.68228208928316;0.223980594844804
"blessed";0.00132670831248056;0.644973296567025
"brave";0.442886954508501;0.529083074804721
"calm";0.639187005283165;0.160331605671037
"capable";0.598264282744251;0.355909040017936
"careful";0.370478593963387;-0.14320756673647
"cautious";-0.0702285845576629;0.363327594671944
"cheerful";0.540566861691779;-0.0271286496434704
"clean";0.421285064959225;0.174785324104191
"compassionate";0.347831094788744;0.456706896455946
"confident";0.607004642973071;0.437628306139162
"cruel";0.316284557204627;0.492750030657459
"curious";0.74808666413238;0.185843201477259
"dangerous";0.559092522122416;0.385183438160645
"delicate";0.622109278158377;0.0486705881701514
"determined";0.467928475290946;0.0739180143880123
"different";0.37419148964845;0.324393812100749
"direct";0.380729458186476;0.369156295772255
"encouraged";0.451295621396039;0.0766363175757692
"encouraging";0.544008850240984;0.27641917048607
"energetic";0.451295621396039;0.0766363175757693
"extraordinary";0.41456168890807;0.43134695172752
"fair";0.691514340969733;0.215941345685473
"faithful";0.160024716230053;0.58518767467683
"familiar";0.679138760267609;0.056163672738475
"famous";0.311808105708147;-0.227785527391626
"fascinating";-0.231633525755308;0.776442118898453
"free";0.570336510850253;0.515933423703338
"friendly";0.408950245726823;0.661799948282308
"generous";0.3607359630081;0.441224727505635
"gentle";0.390717414517328;0.448149609660853
"genuine";0.418620714976089;-0.109550447725855
"greatest";0.349430966250075;0.632894697060598
"happy";0.43221386078658;0.619368348487401
"honest";0.62263817475601;0.133925383633622
"loose";0.343790557504727;0.645149406036007
"married";0.387271135645535;0.0782714997088069
"moral";0.44915668713516;0.359922034255759
"mysterious";0.72074890368973;0.128171704518627
"natural";0.710438218573339;0.178145223763121
"neat";0.576354935540945;0.0386011821349341
"original";0.141327295832789;0.778628825321986
"passionate";0.266124018917938;0.361404407845046
"peaceful";0.433024743431093;0.204292655908972
"pleasant";0.72484707771385;0.0877494217248402
"polite";0.0471170746715499;0.793051447515668
"popular";0.573061003977575;0.0711695407361271
"powerful";0.395427751654302;0.182646710194165
"proud";0.217647500277863;0.394649657797483
"quiet";0.52018354540529;0.435002632645438
"responsible";0.344125034259068;0.100980078206887
"revolutionary";0.624478357728088;0.04073899309519
"rich";0.26305254979188;0.65256276880009
"sacred";0.0318677148833306;0.64431527397294
"safe";0.615612081111272;0.17566341825762
"scared";0.655490863853252;0.225715815658562
"sensual";-0.231633525755311;0.776442118898457
"social";-0.0663822969765168;0.655823812942848
"special";0.663384628222722;0.0444892761249614
"strong";0.498641340466101;0.252914051166416
"thoughtful";0.441946865606376;-0.191587139902102
"uncertain";0.427908658235425;-0.063466147090957
"universal";0.0637286299816369;0.0669263462529954
"weak";0.446724228113325;0.339131558999325
"wise";0.270426045109124;-0.132841229988049
"superior";-0.139198894255045;0.737546254938949
"welcome";0.403594468924726;0.12162234875364
"worth";0.621455907196575;0.24800950547905
