"MR1";"MR2";"MR5";"MR3";"MR4"
"#-worth";0.00402534301889005;0.393079131710046;0.0843748376504356;0.148149871239062;0.0146740652857536
"happier";0.385503714148474;0.396571579601082;0.267507993164253;0.0752362157065743;-0.110025203573489
"happy";0.145435060436031;0.103614665620944;0.649018211035517;0.257029672206112;0.128195089661646
"humble";0.315532294196182;0.0395813436104244;0.0356995098490459;0.660985105322732;0.0440433538154839
"improper";0.0152037849011243;0.229276689427292;-0.0865131359284637;0.227118266267018;0.605276038538063
"independent";0.267133601565011;0.15411480732061;0.155917536783371;0.595690386483498;0.0246314804386508
"intelligent";-0.083866277336511;0.433709901360154;0.242042470627618;0.38303390507231;0.0914330618088252
"interesting";0.318160574410213;0.220946761077631;0.290052796141964;0.525699786804287;0.0423724387604095
"liberal";-0.031038301816152;0.703039310428865;0.000537389850425624;0.343548089137259;-0.092309877877245
"married";0.542766036129598;0.17382930117906;0.441814574184131;0.143652100221777;0.357742716144172
"minded";-0.0134551461902956;0.67390126630594;0.11435788669511;-0.0323355123282754;0.167272873704802
"natural";0.570296046040531;0.120475609890901;0.449098822144944;0.213788541512302;0.122387939846099
"original";-0.164897046879599;0.387099262383551;0.402938399454085;0.527882161201435;0.166231458476461
"pleasant";0.304935297494642;0.236713781617846;0.47885471873204;0.302284751663487;0.189101007791172
"pleasing";0.264335866341942;0.499594503064016;0.277912318916036;0.368327636938403;0.227096227523815
"polite";-0.0965037091519149;0.46257165717402;0.1273281560407;0.468536300983425;0.0288999546262595
"popular";-0.0317633685015198;0.850147588277671;-0.0748519083980749;-0.06234082820738;0.0583737767836348
"powerful";0.315259166872366;0.617628966561476;0.00753776685248266;0.31836284933534;0.218939724380636
"proud";0.199752206841244;0.38550630877612;0.313750265883557;0.443329504656641;0.201940359941357
"prudent";0.39762062142708;0.290997012878565;0.295426158574186;-0.00877400241407743;0.357607199035376
"qualified";0.394049778548193;-0.0363235114076445;-0.0769539904815407;0.542217620274643;0.144936575414852
"quiet";0.116572597091226;0.263119641057032;0.374567871353083;0.107349528572028;0.593077361124937
"reasonable";0.448280444402284;0.147540608543374;0.25791129366957;0.034341623178236;0.550233488446663
"rich";0.55082930287676;0.357198922257108;-0.0446396111609063;0.280615986889108;0.426582715822591
"safe";0.24557434360623;0.142964672504485;0.418306444434068;0.116230399956174;-0.100624540010423
"secure";0.538499813146529;0.165961252516919;-0.0795627018543962;0.3751175787256;0.269795072202008
"selfish";0.106861149222914;0.0123906817347691;0.693784240491972;-0.11927463133786;0.309629532165867
"shocked";0.46589011870105;-0.0266393722557277;0.621218263449736;-0.172773310601407;0.0634150666783745
"sincere";0.574885810868135;0.555162132101287;0.237672196485658;-0.0235180734191685;0.25474647983729
"strong";0.610129816055137;-0.0589330346875589;0.271442393851187;0.233842328663005;0.130923674707251
"superior";0.375541274773111;0.374609435193509;0.219724040908246;0.51847869525152;0.227651947937227
"unpleasant";0.26438253318106;0.103567806090146;0.237334223146306;0.176734810223515;0.616983413251557
"welcome";0.588187920561965;0.0104614346066205;0.383411558167713;0.152281541070684;0.357772176166987
"wise";0.459647248910011;0.161083589120569;0.458316326878447;0.134722902153437;-0.0317961178021503
"worth";-0.00816813470550874;0.637690938256334;0.357539023396335;0.0927579446327472;0.345496035048702
"weak";0.814123900987617;0.0975904198573941;0.0971739643353296;0.0256614186197178;0.0314325423499655
