"MR1";"MR2";"MR5";"MR3";"MR4"
"#-worth";0.00402534301889005;0.393079131710046;0.0843748376504356;0.148149871239062;0.0146740652857536
"accomplished";-0.072228650792432;0.761735008580957;-0.033264221501936;0.064499831119082;0.124456507673906
"afraid";0.620016136299811;0.131787401594012;0.186899120542205;0.305517087099336;0.27144290530361
"beautiful";0.32822042768341;0.313791220749267;0.320901053517256;0.333906092965034;0.251579810663597
"best";0.582307680507574;0.104501299961983;0.370999796117472;0.26032329215939;0.239489993488349
"calm";0.303347846600412;0.112357924460359;0.426426684429675;-0.137065428732714;0.41654663434057
"capable";0.359522759033804;0.11728809425116;0.379157231147464;0.525380166565787;0.186108654231011
"careful";0.169255656915404;0.784353506118715;0.122032917022696;0.00423066258071525;0.0562198668833111
"cautious";0.368670282782837;0.130554498533311;-0.033424043014858;0.655489787493165;0.056495424615365
"cheerful";0.349627365956661;0.163383328023967;0.194397268021775;0.388829456674914;0.188665907592147
"clever";0.62798377373991;-0.10002389693269;0.194711253145068;0.325774078009708;-0.103102506733314
"comfortable";0.64639493947758;-0.0447375591502681;0.268377661937176;0.338672447356644;0.113359403311162
"confident";0.0609344178792592;0.140269270419996;0.448024568679242;0.131272700227497;-0.068861723998905
"cruel";0.354503626826317;0.487855197718709;0.253222593867524;0.373223117062721;-0.0459663398030766
"curious";0.0427343768437618;0.0031762679688115;0.453722782938557;0.402109133910242;0.401400886722728
"delicate";0.661370084161611;0.112132061973677;0.309961311212635;0.198402846582328;0.248023137162277
"delighted";0.27508135385354;0.217917845059143;0.196096055760085;0.571253710626804;0.448389017957221
"delightful";0.403119810000291;0.0363889148757867;0.406248905714818;0.259787194454031;0.375787156763128
"determined";0.260900147482399;0.103732731824198;0.273307497856882;0.196810579819536;0.556325460583787
"different";0.174472743748719;0.398945249131062;0.0816756188853878;0.371416951538335;0.216097597320931
"encouraging";0.53315491902972;-0.196974370170849;0.0414970960085947;0.116927071049506;-0.16094432397919
"extraordinary";0.324183474583278;0.0854692289274861;0.470341842578903;0.165497107000838;0.478892690972432
"extreme";0.0109733410685988;0.032370619276672;-0.0853807116349395;0.0279338729543163;0.713944319523449
"fair";0.606192085545705;-0.0251770532478015;0.207731571126583;0.372084710842793;0.358185130840377
"familiar";0.253638613173837;0.110709305553767;0.540185328696534;0.218525161889949;0.197034658295423
"fancy";0.44633134665189;0.0130252026731513;0.484696321459442;0.148512866591995;0.0456295016305967
"free";0.768650298957984;0.0949938557027394;0.101414258613524;0.0669753171748265;0.232813383066783
"friendly";0.216524481271554;0.383899816233682;0.473307550132503;0.226551869954774;0.198065087243994
"generous";0.682113593729421;0.127488933951724;0.167360390027043;0.294004265524889;0.398345884099937
"gentle";0.0517520747897064;0.222681696171564;0.246787443504889;0.343993532696067;0.173108065344781
"greatest";0.395138865956516;0.389223972694424;0.26475078437401;0.281338137292214;0.220481313702892
