"MR1";"MR2";"MR3";"MR4"
"accustomed";0.577535896841209;0.046244936695565;0.107255165893768;-0.228106340219904
"afraid";0.582065904342011;0.368564786055847;0.387018012545316;0.252732213072467
"beautiful";0.635451448202213;0.187568129305614;0.373755074655362;0.216275963890716
"best";0.497631392343426;-0.0604528001132374;0.400467529094576;0.31247523347896
"capable";0.0918508201768449;0.720874609459649;0.183242380723377;0.138548926892853
"careful";-0.0612558979064726;0.340555763123775;0.58315900774011;0.0895728498777059
"cheerful";0.143716571366027;0.36338271996055;0.581884279770624;0.174727869994453
"clean";0.100179632579255;0.48562572933731;0.527536114993005;-0.085314271085362
"comfortable";0.359356874123116;0.381497123991459;0.276874263193925;0.079396705129317
"compassionate";0.335295046678309;0.581516486127113;0.195141230677557;-0.146835484978343
"conventional";-0.0117802643624291;-0.015324917396259;0.107595834979619;0.786393803817324
"cruel";0.268347211760426;0.0752244118806619;0.263952184698186;-0.0444364593352728
"curious";0.343819513081858;0.376220393968447;0.344568700509509;0.327719410301961
"dangerous";0.263154938208797;0.158210741477908;0.315827368236219;0.190487733805386
"delighted";0.582617637121771;0.3384959273042;0.280307542267738;0.176910713937103
"delightful";0.0180080724674112;0.516343843080458;-0.114576805981327;0.568973273860092
"determined";0.146995603697851;0.635696192064642;0.0820213893562746;0.297068961379164
"different";0.56037424426021;0.264470594798065;0.140158224330706;0.403230093808299
"direct";0.668339839846192;0.16308293607718;-0.109337695747699;-0.128240581318933
"expensive";0.304833107244302;0.429481509963072;0.323426297697172;0.242063840995205
"extraordinary";0.366082348035191;0.12429691424714;0.449180529536128;0.180270948625203
"extreme";0.185677686514626;0.394979658808109;0.165148948938391;0.302495730199002
"fair";0.551030991452501;-0.151730990156042;0.175828850757049;0.310694283352734
"faithful";0.468417123154354;0.392737794846728;0.218096381274258;0.277092180648747
"familiar";0.281384086924934;0.182814859936711;0.377956311288925;0.098353941287433
"famous";0.524713253144209;-0.204094649995041;0.0631242892374492;0.0958846262444739
"free";0.454790103865636;0.278570422184891;0.367450457362452;0.0313483671223268
"friendly";0.617602294741745;0.316197326016607;0.057894807743213;0.0386449549003426
"generous";-0.0938579678539389;0.409014181133829;-0.0882871299486763;0.454682005898237
"gentle";0.127276216472531;0.106217098718342;0.304241695597089;0.590350579639817
"genuine";0.469133893595819;-0.345100325552187;-0.0164573127792115;0.17535947054928
"greatest";0.560101172081046;0.154132808615691;0.286868401827532;0.25810928596209
"greedy";0.372497301763319;-0.23650542138718;0.119357203725169;-0.168855107034503
"happier";0.553566554180349;0.330970770693699;-0.132675892983017;0.187837378425667
"happy";0.625367277884132;0.409602144292268;0.116336066773754;0.201092915796255
"honest";0.605441652406775;0.261730872284449;0.164572789692073;0.24727257432079
"humble";0.646352322877924;0.41090613949594;0.0629762132408564;0.207212017375905
"interesting";0.0638214910499362;0.120822500716779;0.491983589141281;0.0367726602726722
"legal";0.0824621479493564;0.356873587247301;0.220758573105568;0.473063662847436
"liberal";0.154990875815041;0.508914998002256;0.142789486606736;0.0785549593767704
"loose";0.208150731932005;-0.024796646617862;0.245235690033383;0.513600542744763
"married";0.274514979820872;0.30288307981474;0.0960160999495143;0.554501709488873
"modest";-0.0410257154007441;0.233403517747577;0.274582529515153;0.0184249075406024
"mysterious";0.526457974463968;0.00656082952770589;0.395094290470795;0.227731526326321
"natural";0.641960967322592;0.128890805511779;0.413459612260133;0.252470454668915
"neat";0.194679277523154;0.551504066040129;0.208481412813246;-0.0237785039770472
"official";0.257342837225114;0.155567199417962;0.37454734645157;0.0190097168314654
"playful";-0.0348670120163998;0.0102467967156737;0.434227940381164;0.0221088026683548
"pleasant";0.564327021954516;0.428880268579178;0.435573948282856;0.200403719123462
"polite";0.346827244264385;0.253276146114438;0.261159959967678;0.212822010460156
"powerful";0.144002122724333;0.00235819758005578;0.618905234099498;0.247485274319731
"proud";0.719716495095463;0.00610317209805146;0.17049408995126;0.160335089125191
"qualified";-0.024190262469716;0.146971459532539;0.682139547235689;0.176582880396882
"quiet";0.649813044387979;0.352489408300894;0.329262790519855;0.169589947462322
"reasonable";0.0706519196709135;-0.0758801790990489;0.256113447892489;0.0286160382072568
"responsible";-0.276887349470218;0.249760191001108;0.287375149333259;0.0858606380077768
"rich";0.328950304488062;0.166908420718462;0.598970617794486;0.136920541734202
"sacred";0.638350898023617;0.0728654775565458;-0.0897212530924595;-0.0779083256214001
"safe";0.675646956958019;0.360095548126632;0.28307255669983;0.0700788872449249
"smart";0.478940489481521;0.55995733349998;-0.00781632511204079;-0.0112266880125219
"special";0.286162485282695;0.515875691875361;0.203590774593439;0.235451257269581
"strong";0.608670535551395;0.289136791234283;0.379773437195573;0.26667578397882
"superior";0.646510810969112;0.270171763049098;-0.0930691020864392;0.0107032716414512
"surprising";0.404717943803229;0.264885809825959;0.520771500520282;0.024308838961725
"sympathetic";0.17555618878113;0.431102055235225;0.501620956489851;-0.0226133034312508
"thoughtful";0.349927579182646;0.407527938386137;0.303880917146547;0.0310270347271098
"top";-0.135020829837255;0.644110888019755;0.236238697345723;-0.00445938586839093
"weak";0.467895938626134;0.220388301615587;0.364646026147575;0.382877653112762
"welcome";0.200374352619244;0.393856177090461;0.198162354190821;0.123937557456006
"social";0.229172472870946;0.0296698603400341;0.228239649125799;0.0331158491031046
"uncertain";0.147093847868652;0.645286249676687;-0.0256381786996163;0.233733069864913
"worth";0.614409287916631;0.135335320266973;0.278587895901963;0.0302187586512731
