"MR1";"MR7";"MR2";"MR4";"MR5";"MR3";"MR8";"MR6"
"#-worth";0.470232999177074;0.0124028599067207;0.0276163491624593;-0.0376199157258528;0.139426368405234;0.562746412536144;0.0404656519773301;0.164770151229827
"accustomed";0.148860368136813;0.108251911966817;0.658436184048747;-0.0609324789175186;-0.0942581684006175;0.317870910149928;0.295522950330285;0.0522148790874632
"afraid";0.378718126734997;0.353618562688097;0.42105413272372;0.184452706987371;0.0778791757631515;0.113285325017077;0.201672569810928;0.358687117930798
"beautiful";0.0739130884038009;0.248607979365843;0.571432857005762;-0.129558317316562;0.349359355321561;0.162245890644004;0.203506691293105;0.00786793567458381
"best";0.359810139382049;0.163722654224442;0.261984560861587;0.134325636559157;0.0497737399874416;0.0129303144363418;0.485404174204953;0.418820220532318
"capable";0.489580432740905;0.307815596481474;0.0593846242242225;-0.064519590416515;0.215339866412498;0.260246023892148;0.176502936558654;0.0771210305289031
"careful";0.515305019371271;0.0719416276452889;-0.0916825441775658;0.0617404147290794;0.149554899618452;0.0398648792498419;0.0479858648063415;0.232676751668997
"cheerful";0.54767437483162;0.368919146482219;0.37757184881339;0.0344424005979621;-0.149049447754059;0.177263888251954;0.180235865653337;-0.0781596941414357
"comfortable";0.27682144061438;-0.207926419268437;-0.0553196332316946;-0.00882039228319756;0.284966144186306;0.4874949492723;0.0445974225151641;0.35690684923426
"confident";0.00263957923498664;0.174246315910174;0.383305414873969;-0.0544056006638639;0.165825415817639;0.00789723581083126;0.614836299586294;0.0665011468848323
"cruel";0.5505279897633;0.352109939469928;0.268378469796095;0.110162909904445;0.099350464003175;0.056794372259237;0.16827534416822;0.126387679132233
"curious";-0.0200572109730338;0.0364251227441512;0.632120944006417;-0.0295757518882087;0.107993625846941;-0.10916261479789;0.0807886863248368;0.149567013512623
"dangerous";0.0752286379147586;0.183056934071841;0.166799004735268;0.035033396966445;0.147595637357586;-0.0513963715645152;0.652449944795609;0.0516647812480612
"delicate";0.340884827320126;0.528058772780033;0.102973424163486;0.238286866860782;0.152656239424626;-0.125570114230212;0.227100580257597;0.248274159653082
"delighted";0.374604630356605;0.120341400540442;0.352219022613718;-0.120485322538056;0.455838162256529;0.0924265908159719;0.222638620206593;0.207004609530806
"delightful";0.48278062805637;0.319600712315739;0.607971893210729;-0.209114465094201;0.00770481339162277;-0.0420552870017809;0.142488052047119;-0.0908277333038625
"determined";0.39184105889463;0.206263839914184;0.113506436703831;0.0735241188439935;0.582046374087233;0.101533473505587;0.0627360161262084;0.20141268959052
"different";0.584955213412822;0.295212076017014;0.128258642002105;0.203490764694616;0.0723023831740751;0.341723671884981;0.0417628647239031;0.101494019346496
"entertaining";0.0914239081129809;0.145699723457982;0.036539188297243;0.080919443806961;0.156500382115063;-0.0142006845242399;0.0571930876683383;0.726990439251684
"extraordinary";0.289186445069691;0.064995093715071;0.430016436372749;-0.138525570700357;0.437851046285584;0.0484167164929898;0.365764729407904;0.0588746788572745
"extreme";0.715796994338925;0.208661037724915;0.0270960998614946;0.374714635370551;0.021087774488753;0.0830043142408832;-0.127801064214884;0.0698610125137801
"fair";0.234933958063554;0.281003429206141;0.222030857179049;0.0907487415360225;0.242633295347287;0.530299319879487;-0.0589151658181914;0.115144911562373
"faithful";0.296915984695627;0.764695473184492;-0.163846021090875;-0.081319363416562;0.194255026058272;0.0519712374939537;0.271653963414589;0.0359971395186897
"familiar";-0.126781914791776;-0.0645067281192746;0.0135481122691055;0.707999766917277;0.120274417739769;-0.104150251738605;0.0577674970836367;0.100205483694278
"fancy";-0.0508817544625767;0.18423829968754;-0.0179950438372104;0.128145392780001;0.558908864911237;0.153120274692715;0.132824915637585;0.0354410718027662
"free";0.317766930144656;0.433126531835261;0.50255210161595;0.0167853402511645;0.276700249514867;0.169242769971686;0.1943775407631;0.178647383224314
"friendly";0.779868098988837;0.176682994984876;-0.110439820555976;0.0777726292462091;-0.0753264037341942;0.0986417523581733;0.106514195831397;0.0625924541681399
"generous";0.482543669401013;0.485543726393145;0.207822938838641;-0.042766794871255;0.249370573769909;0.22424135302813;0.146605284197747;0.0830359585619426
"gentle";0.337734209880043;0.662212876800306;0.170823259393267;-0.0646480016323479;0.0168672838873179;-0.110068312022144;0.110410755693512;0.0478081038250966
"greatest";0.418775545884689;0.359166930982743;0.448800338359198;0.0933802518230315;0.00542121795776826;0.20627435277139;0.185810963203708;0.284205888401892
"happy";0.661228962503817;0.388645373811252;0.156010389932944;-0.0676471792207332;0.26868291479965;0.133281751176317;-0.0529610185517254;-0.14520747523296
"heavenly";-0.121602530127197;0.377848605907551;0.655444376214416;0.06171214962406;0.0279939035807579;0.0778781052723329;0.127618139059578;-0.0273627625096219
"humble";0.237890960431175;0.682006195946084;0.279350302137418;0.0353086812732239;0.207410589731326;0.0962695768213144;0.143117810964104;0.104179175797609
"improper";0.660446299134507;0.29500267654024;0.267134716097399;-0.0534313842366476;0.192029142854098;0.0066130420957533;-0.0941587108964314;0.112766894736073
"interesting";0.24363372960412;0.628174470286945;0.162396795514371;0.125757693533145;0.0107905205158751;0.365085203010997;0.0878516730018823;0.172527186103382
"married";0.199509950673976;0.0733229193291927;-0.0691849458422047;0.708338356894845;-0.032173635866533;-0.0746387063743881;-0.1199247338726;-0.103852433006456
