"MR1";"MR2";"MR9";"MR3";"MR4";"MR5";"MR8";"MR10";"MR7";"MR6";"MR11"
"#-worth";0.35426319510392;0.0305659325255145;0.0649091821541748;0.660084140046554;-0.0144001280593972;0.0540292525605164;-0.0180707301291564;0.100128125675266;0.0745327673445113;0.105127225074344;-0.0370825311141816
"accustomed";0.189774233732777;0.698696803385148;0.143879486379483;0.319905883566203;-0.0374705410666536;-0.189859229292808;0.168564343543869;0.0578297795684561;-0.0158733844987589;0.00522745078131684;-0.170871565088501
"afraid";0.479633318339147;0.416981088906357;0.144426976132053;0.0890354955763017;0.144432118476226;0.181602675155157;0.202022326680058;0.155365411263848;0.413127573451119;0.0420868386260981;-0.00323399549111152
"beautiful";0.146831764028537;0.637509107348906;0.103439913555151;0.14623763309893;-0.142975147835911;0.321642787867516;0.184562520080045;0.0969197887789133;-0.0186784739752738;0.0802584594030215;0.143815004797754
"best";0.261799683857801;0.297486153995337;0.23787255565987;0.217102018807412;0.193356954580261;-0.224279847610532;0.432054500582992;0.245118705393856;0.27741680289819;0.270533097732386;0.0774116932425986
"capable";0.49214684292836;0.109260612092928;0.188535704638583;0.34680468767302;-0.0469936750513115;0.162744088486744;0.192476907528258;-0.048166243020666;0.0628405127072169;0.222807724856465;0.122597755203263
"careful";0.385806037083528;-0.116510237250806;0.0495401711020581;0.241749044658051;0.0837586074099656;-0.0308896738150359;0.0613383371573829;0.27031281437591;0.116638684037507;0.170346369551376;0.296800540043915
"cheerful";0.702063021233734;0.344622031848909;0.154331660755617;0.103766204217161;-0.00799635623004362;-0.00610429611666185;0.159723407685396;-0.0314087051151296;0.0182692229418416;-0.0184050588569694;-0.161833611358947
"comfortable";0.0721890139377226;-0.0409596395862935;-0.119079517067396;0.660583160191267;0.0276878941708861;0.146052969008547;0.0442355752370479;0.151181919930721;0.230115231431619;0.125854604981305;0.0853425410202888
"confident";0.0373247725702176;0.425032606787135;0.172878839898769;0.0143810876263253;-0.0768648863050289;0.124763288882622;0.559728962115825;0.208870265265253;0.0209406310595875;0.00943036475894897;-0.0338934647700095
"cruel";0.62822492413316;0.229382124900946;0.129266688765998;0.0679506224302363;0.0554581157939321;0.177836131072818;0.188783052797395;0.232617315269227;0.152481738786269;-0.00183306101363649;0.119611568248553
