"MR1";"MR5";"MR2";"MR4";"MR3"
"#-wise";-0.16627575187883;0.0942267110982457;0.217401742220035;0.596432233631638;-0.0632191209423023
"modest";0.737098417578199;0.174674264359508;-0.00763953000221735;-0.0408085822823062;0.082839038467355
"moral";0.387230822425547;0.319802677003394;0.170493344611717;0.12736081056323;0.358325412931037
"mysterious";0.229156114685036;0.41443981659212;-0.0396375967516254;0.0814168224575663;0.0693737493749918
"natural";0.354881361684186;0.42394139089388;0.127812857588515;0.284764058284522;-0.0781546826483994
"neat";0.101096082369427;0.586354204229408;-0.0890063288169357;-0.132009770268976;-0.0000812557204753181
"official";0.123124223338272;-0.0600097722366317;-0.0830768473453584;-0.0360997303028134;0.891587982774468
"original";-0.00593525846705247;0.0545698646558542;0.0675359177471896;0.115785948361507;-0.180441350764911
"pleasant";0.565490001257156;0.366845942574614;0.153816925353606;0.111061839722921;0.152918017935589
"polite";-0.0694797396236164;-0.0453794853296666;0.71807396516;0.129950598145394;0.0371606632309607
"popular";0.17533085063006;0.0555705893575847;0.675415942952751;0.0195840945984802;0.111668435362946
"powerful";0.0305857012829405;0.0341340605584325;0.0829011668763346;0.309089932790486;0.211898755296585
"proud";0.281659851170405;0.487532026205767;0.0219404608723568;0.509341129224137;0.00583627679188734
"prudent";0.133794288218747;0.032019277296302;-0.0401277066297801;0.0576031892883416;0.690578402669041
"qualified";0.654445432199409;0.227661589878424;-0.13460704246668;-0.0275775513500209;0.162660671102987
"quiet";0.443414113022304;0.383059143920546;0.231883941290859;0.23740024265483;0.0877271325187807
"reasonable";0.221149409184531;-0.137077736921098;0.194173012523031;0.0362465784051733;0.0729550842028798
"respected";0.436888695881878;0.0662082801667905;-0.0788666941632061;0.377978988777398;0.0519837915795376
"rich";0.240755654612388;0.221563807707851;0.141041198985891;0.561595102888161;0.211851788669164
"sacred";0.0134862851441741;0.570986801295816;0.12548891776701;-0.0360493133028389;0.112390854990558
"safe";0.0900790149504507;0.249934631230026;0.282011725502683;0.208799964825925;0.441480377662566
"scared";0.679215956531729;-0.102205826975567;0.083855681185255;-0.0886972051474312;0.0859163651385144
"selfish";0.412391246626934;0.219945959340776;0.500839235269892;0.0990826321087181;0.0819889543510026
"social";0.271544275180803;-0.114472213359029;0.326466836249671;-0.000592974315390842;0.0261890604863124
"special";0.203435671659989;0.301302859779753;0.11089492809621;0.0307638290615842;0.113103397091169
"strong";0.494566287400168;0.394531383033069;0.271464017802186;0.118582467564671;0.215790425135635
"superior";0.545764402302589;0.149272010678818;-0.0267682208370041;-0.0199553844510299;-0.00650068898860237
"surprising";0.490935196972469;-0.130147826151339;0.309467463932884;0.0597409102275972;0.200524072437323
"thoughtful";0.429937689249475;0.135884677192163;0.256844368581661;0.178221581514161;-0.00183603803146428
"trustworthy";0.123124223338272;-0.0600097722366317;-0.0830768473453585;-0.0360997303028135;0.891587982774469
"uncertain";0.422576412114853;0.221447228141107;0.111765173296884;0.372481962227296;0.039578917974858
"united";0.131845387248339;0.104040563687746;0.225949352067688;-0.0788301131497586;0.761946000119431
"weak";0.572494338741806;0.379240156526875;0.0935129111485815;-0.0139209316982816;0.00699420887433461
"worth";0.46020427245255;0.0703468105124949;0.0341079056900721;0.0929274643519525;0.127809096997458
"sincere";-0.0954578924569436;-0.0755965593480222;0.844998544249839;-0.0441154481757621;-0.0974495258935179
"welcome";0.158774486804986;-0.128320036794688;0.484885617882917;0.00499229482205579;-0.0770524915180138
"tidy";0.366837235224125;0.0705537322815019;-0.143011426206258;0.0586778322775886;0.080256730313944
"stable";0.304856994403519;0.267284351971;0.0837410568203627;0.0121322337626354;-0.24059927798306
"wealthy";0.123124223338272;-0.0600097722366318;-0.0830768473453584;-0.0360997303028134;0.891587982774469
