"MR1";"MR5";"MR2";"MR4";"MR3"
"#-wise";-0.16627575187883;0.0942267110982457;0.217401742220035;0.596432233631638;-0.0632191209423023
"accustomed";0.0905281356591453;-0.0863215433219077;0.829911110623943;0.00283451180311552;0.0576210023152468
"afraid";0.763584806633455;0.175661021883336;-0.0495830442265662;0.0532791411761662;0.0824850558409643
"appropriate";-0.103110147731738;-0.0257748776519985;0.711759096986702;0.277930834882899;0.0749624771249028
"beautiful";0.0757861382248288;0.165345138590471;0.250436578754429;0.636956031015443;0.0119742594601569
"best";0.308616087557568;0.451553131584054;0.306483706350169;0.174380835943793;0.135603248089031
"blessed";0.344526438890235;0.527627915827358;0.0464879743664467;0.303716495039414;-0.157559415259666
"bored";0.350362746288713;-0.11730728483653;-0.124656261502197;0.164607608014138;0.20859563956008
"brave";0.280269787986514;0.421796246795975;-0.0936870037926625;0.240343010167636;-0.0426794738872488
"calm";0.339150126144503;0.322904443450708;0.45368958334816;0.00133195556503006;-0.00548985398273855
"capable";-0.00699811603831641;0.433487846381866;0.143105293416277;0.109474809325369;-0.0368798598453751
"careful";0.337589250119124;0.149866861676574;0.453856971664973;0.209375190022697;-0.185683622295284
"cautious";0.120288366759271;0.0145121801182812;0.056497965003586;0.0372310501695548;0.843284443899408
"cheerful";0.33079015698832;0.367517513211384;0.445755887813648;0.100231078785278;-0.166403659318751
"clean";0.0407902302802158;0.576152031443062;0.110811529902683;-0.0847190535874749;-0.0703489738997271
"comfortable";0.693871597525799;0.139794164851944;0.203979290436907;0.0426716208408678;0.0755073766909711
"compassionate";0.0349565538494242;0.0989914813402107;0.67339575648732;-0.0894857665606639;-0.147607500322126
"competent";-0.151073137147708;0.319033661108203;0.34293085328265;-0.0162987549786293;0.427589232856862
"conventional";0.12066884659717;0.0222693408796425;-0.19771735557508;0.655234357858654;-0.0203176787023505
"cruel";-0.0638189347460374;0.446242055740693;0.165011081787287;0.300156745346648;-0.0986443470174817
"curious";0.196516536946981;0.415770257135174;0.384618399927142;0.383261560161905;0.051921464924475
"dangerous";-0.0877746919943433;0.240533250894465;0.316304592715588;0.612360781350263;0.0599781132787391
"delicate";0.0350971373940496;0.198061285373176;0.64144018875752;0.253292193062762;-0.140101578885738
"delighted";0.16509527278522;0.583900026466516;0.18488517406816;0.290936316682855;-0.0412297552528067
"determined";0.0390989936950557;-0.0993608226023712;0.0599596844563699;0.19101797993906;-0.0277176101474325
"different";0.517163145314733;0.391809356867471;0.0187127954522212;0.259104127507211;0.181343842554138
"direct";0.370524896805077;0.131039466596802;-0.0390595791387806;0.136106031822861;0.257123479332801
"expensive";0.0875678338665847;0.00936912300023103;-0.187644927015008;0.707674689982603;-0.0544281741163142
"extraordinary";0.366114581307019;0.273207108814833;0.160233550098491;0.153072591031946;0.11932894324655
"extreme";0.597457683265098;-0.141760951367686;0.210442829138179;0.0359438669639691;0.0884734895405977
"fair";0.311774149773267;-0.0349006695397724;-0.0336248727236048;0.179409459670363;0.539861336580962
"faithful";0.345418673319067;0.510453814727508;0.0409077906650565;0.229169297997843;0.144692199765292
"familiar";0.25718074546633;0.288679766240923;0.295588520747376;0.23803991339355;0.0243002755826965
"famous";0.00193937518479048;0.349775579836731;-0.101943573835188;0.0229757202838438;0.107238738928814
"free";0.113908342134997;0.596209703021302;0.121584482594791;0.351406972677854;0.141898817396264
"friendly";-0.0549790283830798;0.547330552428719;0.205902087327756;-0.0672086006622898;-0.0721663054023644
"gentle";0.298128387563128;0.650825826816923;-0.0132633840141193;0.197598133692699;0.0507769794939927
"genuine";0.206117741195494;0.0728922152994187;-0.0589261328094717;0.669161457169578;-0.00335254063888199
"graceful";-0.00131768399350467;0.0830257529536339;0.17309209522855;0.75260374504988;0.0617534105710882
"greatest";0.589583646880499;0.465279304544965;0.080393007569829;0.0543989788981656;0.0261632686438018
"greedy";-0.0236861194129351;0.234660913215468;-0.107716774428585;0.141015081561538;-0.0151484190510352
"happier";0.3727984921946;0.453766675220913;-0.138526040320492;0.145705058915004;-0.116516727414638
"happy";0.375348035596731;0.247775974249476;0.486189800958938;0.0770150054756612;0.025302317638844
"holy";-0.189311793440871;0.372776243441604;0.621115403829776;-0.0830291464003695;0.121215475137828
"honest";0.0468493865860215;0.732109391780101;0.236578753647574;0.051700974376197;0.116857449158952
"humble";0.245916061677447;0.541180957044175;0.0392931404542066;0.42441975200641;0.25415542961473
"independent";-0.0402585585699592;0.197413521172758;0.543904420975077;0.155488820346062;0.0539691098442885
"intellectual";-0.155470686669348;0.138614017787247;0.777554422729752;-0.0367915930494086;0.186553020983146
"intelligent";0.150012957670166;0.498196488660538;0.0131276474749653;-0.110624301946857;-0.0971947491452539
"interesting";0.181999144504194;0.222605246262866;0.183589011431754;0.233534022188147;0.457555302039832
"loose";0.258149859757833;0.260016285708342;0.387001902967586;0.130610496831791;-0.000657467667173261
"married";0.264493037768293;0.256510445096799;0.027867123788447;0.186889143879317;-0.0659551909983657
"mature";0.204245272429198;0.513150131677534;0.0267968600025927;0.434097101507;-0.011172287310276
"mighty";0.172151114417929;0.205612795245663;-0.0602490357992784;-0.0119119298045663;-0.0289102076844058
"minded";0.129910069900265;0.414494057680958;0.293784347385658;0.357273469746063;0.224210231700248
