"#-worth" "accustomed" "afraid" "beautiful" "best" "capable" "careful" "cheerful" "comfortable" "confident" "cruel" "curious" "dangerous" "delicate" "delighted" "delightful" "determined" "different" "entertaining" "extraordinary" "extreme" "fair" "faithful" "familiar" "fancy" "free" "friendly" "generous" "gentle" "greatest" "happy" "heavenly" "humble" "improper" "interesting" "married" "modest" "mysterious" "natural" "passionate" "pleasant" "polite" "productive" "proud" "prudent" "quiet" "sacred" "safe" "shocked" "sincere" "smart" "strong" "superior" "thoughtful" "unpleasant" "weak" "welcome" "worth"
"#-worth" 0 0 0 0 1 0 0 0 1 0 2 0 0 0 0 1 0 1 0 1 0 1 0 0 0 1 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"accustomed" 0 0 0 1 1 1 0 1 0 0 2 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 1 0 1 3 1 0 0 0 0 2 0 0 0 1 1 0 0 0 1 0 0 0 1 1 0 1 1 0 1 0 2
"afraid" 0 0 0 0 4 0 1 0 0 0 3 2 0 1 2 1 3 2 1 2 2 1 0 1 0 2 0 2 2 3 6 0 1 2 0 0 0 0 1 0 0 2 2 1 0 2 0 3 1 0 1 1 1 0 0 3 1 2
"beautiful" 0 1 0 0 2 0 0 1 0 0 0 1 1 1 2 2 2 2 0 4 0 1 0 0 1 3 0 3 0 2 4 1 2 1 0 0 3 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 2
"best" 1 1 4 2 0 4 1 4 0 0 10 0 0 3 2 3 3 8 0 2 5 5 3 0 1 7 2 7 4 7 15 1 8 4 4 1 1 2 6 2 3 1 2 5 0 3 0 8 2 1 3 5 5 3 3 8 3 3
"capable" 0 1 0 0 4 0 1 0 2 0 3 0 0 0 2 0 1 1 0 2 1 0 1 0 0 1 0 3 0 2 1 0 2 2 0 0 1 1 2 0 0 2 0 0 0 0 0 1 0 1 0 1 3 0 1 2 0 1
"careful" 0 0 1 0 1 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0
"cheerful" 0 1 0 1 4 0 0 0 0 0 2 0 0 1 0 2 0 1 0 1 2 0 0 0 0 2 1 1 1 3 3 0 0 0 1 0 2 1 0 0 1 0 2 1 0 0 0 1 0 0 0 1 1 2 0 2 0 0
"comfortable" 1 0 0 0 0 2 0 0 0 0 3 0 0 0 1 0 2 2 0 2 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 2 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0
"confident" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0
"cruel" 2 2 3 0 10 3 1 2 3 0 0 0 0 1 2 1 2 6 1 2 3 3 1 0 0 4 2 4 1 5 7 0 1 3 2 0 4 0 1 1 0 3 3 4 1 4 1 4 0 1 1 6 5 1 0 6 2 1
"curious" 0 0 2 1 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 1 0 1 0 1 0 0 0 0 1 1 3 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1
"dangerous" 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 1 0 1 0 0 2 0 0 0 0 0 1 0 2 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 2 0 0
"delicate" 0 0 1 1 3 0 1 1 0 0 1 0 1 0 0 1 0 2 0 0 1 0 1 1 0 1 1 3 1 1 3 0 2 1 1 1 0 1 2 0 0 1 2 1 0 0 1 1 0 0 1 1 1 0 1 1 0 1
"delighted" 0 0 2 2 2 2 0 0 1 0 2 3 0 0 0 1 2 2 0 1 0 2 0 0 0 2 0 3 1 2 2 0 1 0 0 0 1 1 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 2 0 1
"delightful" 1 1 1 2 3 0 0 2 0 0 1 1 0 1 1 0 0 0 0 1 0 0 0 0 0 2 0 2 1 3 3 0 0 1 0 0 2 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 1 0 2 0 0
"determined" 0 0 3 2 3 1 0 0 2 0 2 0 0 0 2 0 0 2 0 2 0 1 0 0 2 2 0 3 0 2 1 0 3 0 0 0 0 0 2 0 0 1 1 2 1 0 0 2 1 0 1 1 1 0 0 1 1 2
"different" 1 0 2 2 8 1 1 1 2 0 6 0 1 2 2 0 2 0 1 2 3 3 0 2 1 3 1 3 0 4 3 0 1 1 2 1 0 1 2 2 0 1 1 6 1 2 2 1 1 0 1 1 3 1 0 4 0 3
"entertaining" 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 1 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"extraordinary" 1 1 2 4 2 2 0 1 2 1 2 1 1 0 1 1 2 2 0 0 0 4 0 0 1 4 0 3 0 4 4 1 3 1 1 0 4 0 2 1 0 1 0 1 0 1 0 1 0 0 0 3 1 0 2 2 0 2
"extreme" 0 0 2 0 5 1 0 2 0 0 3 0 0 1 0 0 0 3 0 0 0 0 0 1 0 0 1 1 0 3 1 0 0 1 0 2 0 0 1 0 0 0 0 3 0 1 1 2 1 0 1 3 1 1 0 2 2 1
"fair" 1 1 1 1 5 0 0 0 1 1 3 1 0 0 2 0 1 3 0 4 0 0 0 1 1 3 0 0 0 1 2 0 0 0 1 0 1 0 1 0 0 2 2 2 0 3 0 0 3 0 1 1 2 0 0 0 1 1
"faithful" 0 0 0 0 3 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 1 0 2 0 1 0 0 0 2 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0
"familiar" 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 2 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 2 0 0 2 1 0 1 0 1 0 0 2 1 0 0 2 0 0 0 0 0 1 2
"fancy" 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 2 1 0 1 0 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
"free" 1 1 2 3 7 1 0 2 0 1 4 0 1 1 2 2 2 3 0 4 0 3 2 0 1 0 0 4 2 2 7 0 3 1 2 0 4 1 3 0 0 2 1 0 0 2 0 2 1 2 2 2 1 1 0 2 1 2
"friendly" 0 0 0 0 2 0 0 1 0 0 2 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 2 0 0 0 2 0 0
"generous" 1 1 2 3 7 3 1 1 1 1 4 0 1 3 3 2 3 3 1 3 1 0 1 0 1 4 1 0 1 3 4 1 3 2 0 0 2 1 3 0 1 2 3 2 0 0 0 1 1 0 0 3 1 0 1 4 1 2
"gentle" 0 0 2 0 4 0 0 1 0 0 1 1 0 1 1 1 0 0 1 0 0 0 1 0 0 2 0 1 0 0 3 1 2 1 2 0 0 1 1 0 1 0 0 0 1 0 0 1 0 1 1 1 0 0 0 2 0 0
"greatest" 1 1 3 2 7 2 0 3 1 0 5 1 0 1 2 3 2 4 0 4 3 1 0 0 0 2 1 3 0 0 9 0 0 4 0 1 0 1 1 0 2 0 1 1 0 4 0 2 0 0 0 3 2 1 1 3 1 1
"happy" 0 3 6 4 15 1 0 3 0 2 7 3 2 3 2 3 1 3 1 4 1 2 1 1 0 7 0 4 3 9 0 2 6 2 3 0 4 1 4 0 3 3 1 2 1 4 0 5 2 2 2 2 3 1 3 7 3 2
"heavenly" 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 2 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
"humble" 0 0 1 2 8 2 0 0 0 0 1 0 0 2 1 0 3 1 1 3 0 0 2 0 1 3 0 3 2 0 6 0 0 2 1 0 0 0 3 1 0 1 0 1 0 0 0 1 0 1 0 0 0 0 3 2 0 0
