"MR1";"MR2";"MR3";"MR5";"MR9";"MR4";"MR6";"MR8";"MR7";"MR10"
"#-worth";0.0383523423158795;0.184662659535422;-0.0634032894736722;0.0543784751214252;-0.114134297560607;0.116877413891198;0.805908802045509;0.0411813442362979;-0.101068058430394;0.0424669817248254
"accomplished";-0.0938415011790933;0.666662903049726;-0.0206242007130762;0.117806862826146;-0.00273487208327905;0.135325695345811;0.372369472752597;0.0461329771970319;0.0655974408676707;-0.0277099330942568
"afraid";0.565412643452194;0.0139885920229571;0.095040073164439;0.148408021490299;0.275188071696848;0.301764920598313;0.193230880282045;0.412053603149346;0.0150989540869359;0.0537444747760493
"beautiful";0.383822209285517;0.156866875609651;0.247229528562449;0.159079721896243;0.144964338905413;0.192199210009408;0.569558438635477;0.0248526441318271;0.130954470590436;0.125380244626952
"best";0.624067559476208;0.115544411362393;0.353612674504559;0.0894541259074687;0.223235348775715;0.100847144200383;0.109365205748596;0.03298647570614;0.140362130401532;0.143944152406714
"calm";0.269495997762165;0.0428754747016506;0.43066841658783;0.247145546121422;-0.132574131957582;0.270438075091357;-0.140079215785127;0.369880068829241;0.224654290101068;0.00118892404597962
"capable";0.455659876346639;0.115723479084515;0.323210260835515;0.328239422484486;0.405872781451038;0.0651854326244469;0.0624421344774896;-0.0882511741301403;0.0660021647932145;0.167292842570371
"careful";0.12598909183534;0.708522008059408;-0.0206684810770727;0.302475325198146;-0.068849520421129;0.0553627305707517;0.0823337266888896;0.313512347411848;0.060341161286627;0.164713377173486
"cautious";0.363477778597715;0.0746169417237623;-0.0970625891332791;0.0873427319474245;0.644617470938449;0.0110738163547286;0.321321293569133;-0.0655055501183235;0.245561538807073;0.259257903178725
"cheerful";0.356228339958276;0.140742671627073;0.214011360464037;0.379538345734715;0.386504118068314;-0.01130413288643;-0.103819430343214;0.0519867153839503;0.321635407465248;-0.0422907089814697
"clever";0.705656094794491;-0.0802749576617429;0.0977450290609538;0.063872468400392;0.219425757121518;-0.130642461018897;0.110212434785742;-0.0462877208942812;-0.122926065390547;-0.00770314313125617
"comfortable";0.743990146285344;-0.0556360431991677;0.138024698369682;0.254402213848731;0.172780208699161;0.100105736005217;0.00360877347303477;0.0760048687907741;-0.14661763215534;-0.00265183106243724
"confident";0.100953231156582;0.121559202472826;0.263069694761703;0.102460674863297;0.0483695410398918;-0.119776334322101;0.113972007892835;0.0449695557915813;-0.00527932658938827;0.632910137182973
"cruel";0.292081098442583;0.346134260127886;0.257805186999854;0.231520412226223;0.365205583234187;-0.147311566064248;0.434611337251058;0.230174891208021;0.0662872506656616;-0.226934541718025
"curious";0.201555431954523;-0.0114968164124368;0.468099788024102;0.269933965647763;0.220153164990015;0.297768891719704;0.164569017411584;-0.235645385576483;-0.0118867977161872;0.127206817798334
