"MR1";"MR10";"MR3";"MR8";"MR2";"MR4";"MR5";"MR6";"MR7";"MR9"
"afraid";0.481848192478268;0.326817156938545;0.370662530237056;0.0958967227006778;-0.0405572880978254;0.135122391276624;0.26690952614262;0.324657290194543;0.0999548742067001;0.100544830275715
"beautiful";0.443325406996239;0.188195326603135;0.505378699026011;0.317980183037015;-0.0820505085262839;-0.0500568584279136;0.218960230206837;-0.0453537584576155;0.155402214104894;0.166565464481738
"best";0.393956158058892;0.173773115539902;0.428436296893793;0.235407216783218;0.144697766637501;0.103795106689639;0.270053319183354;-0.0312370482570966;0.0615319578945429;0.114862318074125
"calm";0.290326573718604;0.0551473609042495;0.182880125566883;0.347428708810807;0.473461067477086;0.183652031765648;0.129378785001684;0.0642371798050134;0.15597341363191;-0.157358213961157
"capable";0.202374797180659;0.415155441787725;0.261094106447077;0.0884188577224993;0.115491076815276;0.304506783629396;0.129573483707256;0.254560835814447;0.23730856875651;-0.111718540044266
"careful";0.181039895268449;0.171890493469854;0.0797289891451182;0.0921838483516245;0.021539974224666;0.156905529349025;0.464189175802755;0.0145186583137921;0.453927399811294;0.0556362162335263
"cheerful";0.573943843655796;0.137940234876729;0.0197174877606467;0.132706779861372;0.332667360626724;0.0368099092222509;0.191611049459036;0.0259222673678629;0.178664684494322;-0.0920421738151426
"clever";-0.0930819863550188;-0.00373747168757022;-0.226065654064069;0.396744564021891;0.149588220476201;0.509364160212666;0.135409234094221;-0.06311380199769;0.13753224869783;0.0451412704097341
"comfortable";0.360782976029424;0.351189762978087;0.202761712377377;0.148673414638398;0.0718313020999143;0.148952688997219;0.454036642649862;0.179886145060963;0.245178753288207;0.165694732839676
"compassionate";0.262280383307758;0.57737285533413;0.10129575323483;-0.0777811783287716;-0.159868165726515;0.178486721990389;0.109849860995764;0.0424779139240696;0.331665579369297;0.24113431195191
"confident";0.0428658936745992;-0.01711666366564;-0.036103525016747;0.00381294119941355;0.81232296503743;0.162080861672734;0.131656783787971;-0.0288847023445404;-0.142020610403272;0.0251512623830926
"cruel";0.319528095623905;0.555081148919282;0.186956806721812;0.124988017315944;0.0440995901847195;-0.0490609131263198;0.079199855375948;0.0778448884488446;0.126428408958534;-0.0826324085305356
"delicate";0.39092654145998;0.401631671277353;0.365645006744129;0.344660059074914;0.146961847727161;0.189106913652595;0.0448733219906763;0.00446429299214483;0.333815277100114;-0.0924591735957452
"delighted";0.32245172105887;0.288162771071198;0.243688638809267;0.159429923823732;0.0152409073640965;0.469775544934954;0.293895709207508;0.152196957033337;0.399588479608139;-0.0186686511142615
"delightful";0.534510041706861;0.227714550920579;0.355284090137988;0.19495941859775;-0.0577129720684612;0.0398789353912135;0.192902511107102;0.267535105438068;0.0610633704221796;0.0394012366297638
"determined";0.599900145427937;0.261230456849272;0.0861543566274778;0.314701618813218;0.221655138659883;0.202282448269581;0.0755769310410786;0.0327956550911758;0.429254667114173;0.1501050178046
"different";0.584868441863235;0.22273527187998;0.354560708431543;0.216482760488263;0.152336595606851;0.191504519792409;0.0305839300277715;0.182892529128234;0.303263494936814;-0.191906657144951
"direct";0.161924631682177;0.0981699590833922;0.115022830989343;-0.00455973097850401;0.0298469655991287;0.785761587145148;0.110954928571308;0.198303757683567;0.0913078805559869;-0.0498046599568178
"encouraging";-0.065130253583641;-0.0171557444314307;0.036572230348735;-0.0216003656506636;0.837605159646054;-0.00812998019253538;0.0718518208488605;-0.0053587614811034;0.000449013424061287;0.152465290683171
"expensive";0.782618087314299;0.0904837602848864;0.0247879387648562;0.100479103770907;0.00860777115779887;0.0750784822018986;0.0432039060998938;-0.107761869137652;0.0802242681393201;-0.0782996379067788
"extraordinary";0.494753199799939;0.365707100711146;0.153980832905435;0.419877115232886;0.173865988240197;0.102877033603793;0.100726043207879;0.0541757436597917;0.0568455736609567;0.106204024768214
"extreme";0.166641170622729;0.148510565658486;0.0677198452261963;-0.150335541367197;0.11228852704934;0.120190173057677;0.738964469673836;-0.0503440881255839;0.14941532707781;-0.0169152626023301
"fair";0.390645901577986;0.203950008887419;0.113335041679315;0.554830000471729;-0.021732386765345;0.214371411439861;0.015136565947671;-0.187138868167779;-0.0538357901564902;-0.021173487039206
"fancy";0.611604138021807;-0.075745721594161;0.205903067356408;0.0370825027074643;-0.0915508925496769;-0.102722398510959;0.315170791605101;-0.0429158463268795;-0.00574654757509418;0.298189375995682
"free";0.70700493139946;0.194928954162729;0.149589376963005;0.211457052247119;0.182449472705182;0.117772546050309;0.138106522579807;0.309901413123924;0.00363760677934501;0.0575809662498749
"friendly";0.158737446910887;0.198526978580416;0.583665149085325;0.141058156492882;0.157766353160617;0.0244180977882921;0.0355431790404786;0.306241023444488;-0.0242824205354935;0.0371086114817296
"generous";0.355005812241489;-0.0329671840788219;0.0650428037456625;0.283167370576057;0.118628258038361;-0.031074134841713;0.507307827410905;0.0792718887436769;-0.0492928912908351;-0.0742616388926751
"gentle";0.165200050187903;0.387808119457001;0.517530226926102;0.120874574597708;-0.0265736151770167;0.100451625073911;0.013700308302736;-0.0497061829946451;0.256704284859046;-0.00232436630800397
"genuine";0.435887324795857;0.176365045951937;0.425057251473869;0.201838670200532;0.0316066753342625;-0.0290715825869161;0.244668371266415;0.407724782834929;0.0501384811474529;0.107560737659087
"greatest";0.509056318901898;0.267115251244387;0.308695377005387;0.271802012786448;0.027211627911222;0.233538231836294;0.210271067728271;0.177869505954156;0.221154456300792;-0.247720052638728
"happier";0.487333633130177;0.0937204732240115;0.156903752516827;0.0320361615470864;-0.0620414882696383;0.19955214575914;0.351804469973181;0.332864581009866;0.256711647971814;-0.219469135789201
"happy";0.0910283090574525;0.172267822967267;0.182219795085354;0.0940428854585629;0.105760948794802;0.330104297215435;0.383865301979187;0.174333234085883;-0.0925738581076651;0.105216796006414
"honest";0.382056707769858;0.606657620809999;0.246859382147031;0.1943262751018;0.0704206043650124;-0.00801286915415583;-0.00770315177012869;0.242492818809924;0.192685630129832;0.0439681543143668
"independent";0.0363509331102782;0.658196203230493;0.145686049170041;0.196932991510534;0.119928199594698;0.114946132934022;0.166284326121869;-0.0366719425901594;-0.0162213646271726;-0.273822438626062
"interesting";0.328684440163916;0.122842039498546;-0.0514969248404616;0.45732052482615;0.0763637692024179;0.0728906529221275;0.147543620609438;0.123828478369909;0.0307826522783379;0.141378627699058
"liberal";0.22250153629503;0.297931583035976;-0.044428729897663;0.130033057804881;0.597481218561316;-0.0329567844453338;-0.0796754817005741;0.0647324272918244;0.179741298489627;-0.0655636375419933
"married";0.665667882138222;0.134818286001254;0.132638321570803;0.136052623996184;0.0809123194852328;0.245718925982711;0.260009450331475;0.162081533626543;0.231995441000666;0.179830268926601
"natural";0.420207423539295;0.275883178923718;0.252478415411059;0.280820866709407;0.107248799527844;0.240782349561334;0.207387011354649;0.0698950192121224;0.508633799783917;0.12539182313572
"pleasant";0.468246535219757;0.16717437532907;0.279484430626331;0.425426255387848;0.0508801320902654;0.0316608429904011;0.0413934425028134;0.298444462699249;0.0741723644114508;0.0972874256490989
"pleasing";0.153552848445879;0.341261208464267;0.00684492576063286;0.270470597252417;0.0579377498966388;0.294436373484457;0.438271614909622;0.327019180739333;-0.0371555167960276;-0.0864907626445977
"polite";0.126555663215695;-0.0209082606499865;0.254075810327501;0.256462052278663;0.290380149835997;-0.0702925304170378;-0.0504963754132967;0.0586670197687301;0.100138932460266;0.482652576411192
"productive";0.401889033277218;-0.0269963846836669;0.267189954335399;0.191832750808729;0.0140564843516207;0.596502651669714;-0.0405735226911806;-0.228555148116475;0.0301184461303797;0.00253478583821259
"proud";0.359010334753167;0.329394166204001;0.26134342425275;0.198868323161173;0.161106898954571;-0.176681712311318;0.186340999903463;0.039783789498009;0.219825297535171;0.205170595844134
