"MR1";"MR5";"MR2";"MR3";"MR4";"MR7";"MR8";"MR6"
"#-happy";0.399284827805133;0.338653476717278;0.161136786137045;0.341435031120158;0.176882145774892;0.389112889189219;0.0664550125812547;0.232090170045284
"accomplished";0.193668337006238;0.188088777301092;0.0288425813507748;0.356015597625546;0.41151699731131;-0.0681650842063829;-0.0381718754984454;0.295794293840079
"accustomed";0.392361240222912;-0.00000313865971972337;0.320393551322629;0.258134186620605;0.201473210023403;-0.176740033298568;0.337094928762453;0.165035624801171
"afraid";0.536574748492215;0.377406382301152;0.36606366888112;0.311845371554401;0.199527355085857;0.113109198443494;-0.0203939072745485;-0.168694341272353
"beautiful";0.632465483971627;0.39842806886522;0.337868616377176;0.224713746158562;0.289228189474419;0.0871375524179853;-0.0144710571012845;-0.0616353981359142
"best";0.391773601908082;0.526250081845218;0.188906048732726;0.28566045688323;0.309691477574972;0.0717890533395038;0.0548630572556312;0.127118801904338
"brave";0.118479624199067;0.465723527864021;0.398190203064448;0.300875438435029;-0.113096001131155;0.0700620664915121;0.168008719040131;0.0867293901740109
"calm";0.567003943163366;0.201666566829317;0.22703598852031;0.191331638733408;0.141697571233448;0.131687151194522;0.109798431533115;-0.0869604882254794
"capable";0.072704511607253;0.10414142070582;0.147588166267815;-0.0163305484397712;0.193842226411332;0.542937981971103;0.0301282514243354;0.0573220157119572
"careful";0.607117536000177;0.419471484723378;-0.074868273350457;0.243185273807808;0.104146527206608;0.17835618011366;-0.0210676564703594;0.0691483216724101
"cheerful";0.425361699899607;0.227107655896952;0.390230586076719;0.303908113667433;0.306552833628258;0.0122254640288876;0.133554264859577;0.317556002916156
"clean";0.354488719395074;0.161914005485413;0.483002675127066;0.0980569997233943;0.121812915740586;0.232823819626142;-0.0991422269684667;-0.15972781027255
"clever";0.291162783200824;0.40508636525331;0.229997431336294;0.176023425905507;0.0694618195311966;0.0996152918567177;0.165689053366353;0.166993592861875
"comfortable";0.519033058364314;0.142837464217504;0.181464831470593;0.306009215367346;0.300282794030899;0.0799504146249758;0.321909147322627;-0.106810046557167
"confident";0.325670883688174;0.262045332475506;0.392195948704773;0.353349530920861;0.375704630939025;0.00689738535458801;0.149053162864348;0.153605473547482
"conventional";0.469623007037613;0.196945495539568;-0.208946835722751;0.0945754992190702;0.113500887680473;0.00317849828950701;-0.0905297176742936;0.289344953570518
"cruel";0.379765301138886;0.470703476654361;0.40558439098895;0.117773236239752;0.0523771230632432;0.102485857857272;0.393419147338158;0.0203505021583274
"curious";0.396240380453935;0.363137170329341;0.186414186056189;0.168163647805958;0.418650032163872;0.227857405439226;0.247920807614943;0.0581182525723987
"dangerous";0.484093157182294;0.0175445311598862;0.221660991425063;0.0519082988409145;0.0348089716329469;0.238409890831808;0.0896151704369317;-0.279374095893472
"delicate";0.473819288139898;0.33751391402761;0.229865592080004;0.264424947082371;0.319297663128138;0.229928866479378;0.197479191317263;-0.106679105798729
"delighted";0.266250841912647;0.0987694393914078;0.158522092027393;0.0589202990598311;0.672306626516301;0.189457356635273;0.0923906819695894;0.0901637784615848
"delightful";0.588730978865145;0.257975551543977;-0.0797375270895647;0.119281311326564;0.213066657580422;0.166472694981157;0.170719955749557;0.0765490405966069
"determined";0.181285090516668;0.524646373022834;0.221263694143156;0.193707575982735;0.338693621807661;0.137995350439703;-0.0557962403816889;0.126434065681272
"different";0.630886817746052;0.378966525013616;0.271506845314235;0.280461751853774;0.176863920154876;0.193328749442614;-0.0359474399125975;-0.0238024011724218
"direct";0.776717182544827;-0.00573449508359624;0.0843023575895093;0.253761936404416;0.00554858084537495;0.0337369234121758;0.129975063111519;-0.0215009586482268
"encouraging";0.211225782612499;0.0552613880272347;0.0719184535935198;0.289218254832147;0.0162416393612509;0.533353546742953;-0.0673560811543374;-0.103812760352158
"expensive";0.561170938205805;-0.0615961984148495;0.344728570133606;0.0504717971890643;0.415528947299284;0.0547859937742591;0.00741453763285317;-0.00805420694963435
"extraordinary";0.0429771942576486;0.595281206690809;-0.0875952873605865;0.211322975394804;0.0853126395865404;-0.00436968413184409;-0.0238514627910166;0.0147544666232443
"fair";0.52287655034898;0.209494814804811;0.273135095056713;0.503246185292363;0.171993882844525;0.141758709316686;0.0467949721047784;0.0548889134207447
"faithful";0.396006213142641;0.548475312632955;0.392316516223036;0.161289867414435;0.0864422497837259;0.109817116298602;0.287088237745513;-0.00579400947301969
"familiar";0.556831358994782;0.374825697857997;0.300000207220743;0.158231495002051;0.169355304313675;0.181948676171308;0.248606107741038;-0.00816756999634851
"famous";0.184712743376748;0.0589873565017375;0.248858753370323;0.53407202241489;0.0548659004057018;0.0171520450986541;-0.0039907347770666;0.227648978365352
"free";0.471413289060728;0.412235197216119;0.300353968128903;0.276207546730917;0.241027449645445;0.128683630784199;0.151762532253816;0.0489861490769993
"friendly";0.555803940607817;0.277593096812061;0.29425580874539;0.176478359559892;0.130714970307092;0.0896751742192701;0.109416048970254;0.165122012244989
"generous";0.443286537102781;0.431981803096587;0.256216136935005;0.316129118559333;0.20309755730773;0.0535991340810375;0.14481315120364;-0.139377025233765
"gentle";0.563708194169948;0.296382486370735;0.20845844273516;0.133630837202109;0.124977352243253;0.0359473876916203;0.273347607617212;0.0903832933101153
"genuine";0.52417725715723;-0.0206001480609539;0.337452364969319;0.0960838113196321;0.169803269188368;0.163068851285135;-0.253793232055862;0.0649543669199301
"graceful";0.386140975205856;0.375509906188578;0.233690817726721;0.187820125593568;0.17407241935271;0.179083277241081;0.14979188213449;0.296448405642722
"greatest";0.495052088060928;0.247967951896524;0.357607413925451;0.33677000087254;0.262249694147696;0.0317367442922593;0.112964213140821;0.149481913829829
"happier";0.273141419462676;0.253907179183771;0.00588769592580567;0.347318762787021;0.207718763384115;-0.00780112228248308;0.171593667171974;-0.103553005843154
"happy";0.617041937066802;0.168974475208377;0.314732757090607;0.29434162687146;0.217949177452116;0.247421289185261;0.268133030083998;0.149967235162352
"harmless";0.318203763256294;0.228405445925462;0.189512585278362;0.158481645262634;0.334761163007865;0.0497647607621699;0.101372843451974;-0.270028207434341
"holy";0.150919989985793;-0.00567193383831479;-0.0138482299893171;0.386905693228372;0.443327407752978;0.283377075347307;0.203077096809182;-0.0341155089482474
"honest";0.600763333083527;0.164391075435643;0.230045576814526;0.350226436811634;0.302828154001178;0.229139204403679;0.057417225358258;-0.0819328538458208
"humble";0.27500413305344;0.270873901603887;0.37685358077021;0.469630138333235;0.164075429702716;0.244686906816459;0.223438336608168;-0.0738254620509427
"independent";0.126190154052729;0.167885320296148;0.197109279328943;0.172551895782665;0.0682170136092597;0.087242617000618;0.0217395322026882;0.649442539183316
"individual";0.293851770423796;0.256378984782195;0.525296439812335;0.349731855001604;0.0872257308066234;0.103139832541303;0.0932381092064876;-0.197428269954773
"influential";0.243138799302028;0.0272091510611488;0.0991282038190507;0.487800647208138;0.164305813113846;-0.0745679585647548;0.122666611069426;-0.0925765644171852
"interesting";0.264352760160398;0.141904529406614;0.188879041486355;0.315528298579036;0.00711139651492189;0.332328808348993;0.330436487865785;0.057764439503581
"legal";0.0679183337959871;0.142046171148653;0.585907063050126;0.179734598836639;0.132835799700438;-0.00195294939581506;0.00219378933798129;0.0338907268823308
"liberal";0.156115501213722;-0.0462305366877106;0.476039217779634;0.210349718092235;0.363987523834011;0.241379787212839;0.0242282627210845;-0.0625241208629721
"loose";0.0314575394877969;0.320589398726729;0.651998375075944;-0.0946506459600761;0.149484276710628;0.161577970219312;0.00807782315885541;0.148227791586356
"married";0.431938427063258;0.0945215317890224;0.35338440901196;0.506207130052443;0.126171682306913;0.0930879825153687;0.196832319058609;0.140426484265891
"mighty";0.0601107690607392;0.0420684384102153;0.0232165469117238;0.372561871631931;0.36233303697317;0.40630838553176;0.25323615110047;0.0904764152201944
"modest";0.686160988735127;0.0355336584916741;0.27915755874636;0.00144578764221106;0.134935540285812;0.0158801845687452;-0.031136019402317;0.125925873905103
"moral";0.630947295150243;0.165805421062688;0.222848311746086;0.28578372978924;0.0969708794903101;0.0470699615781631;-0.0468627734954536;0.123058445872842
"mysterious";0.340341601927009;0.510965371351367;0.471589619264013;0.186460652452876;0.065342236085596;0.209835475329563;0.117949690387956;0.0841766466293323
"natural";0.492488701567152;0.390060515915547;0.345545903352775;0.281476767246777;0.221606219838003;0.176798514144902;0.231458347274808;0.0843151015748425
"neat";0.683410698077271;0.167101388725469;0.144209518286866;0.186925688962897;0.245162898446549;0.106624065897365;0.0144572002012204;0.0968254738603735
"official";0.369368816128333;0.341907630507276;0.148934407731954;0.45121593189388;0.18995377268367;0.176380537155853;-0.0739664496473056;0.096368625474766
"original";0.402166339976131;0.229686996970012;0.393492073155236;0.136914462630426;0.545540316024587;0.0919292314927292;0.159802855052895;0.0698879039044249
"passionate";0.0776470205248815;0.099149696468805;0.13127362614643;0.0372573790889843;0.638385675956407;-0.00175953389709961;0.0448637564014627;0.0995596160334598
"peaceful";0.356158944624811;0.0752017644537677;-0.0719945707752069;0.192505394061176;0.570187353489179;-0.0829040668017964;0.00526561866625603;-0.261194808516196
"pleasant";0.48096722196462;0.241502593207938;0.301828396964506;0.251248483019234;0.33208053260091;0.281354182003973;-0.0172235582248363;0.104778457733433
"polite";0.418026966822528;0.0637559186559503;0.0197424716494862;0.578385286863018;0.155938193321504;0.0882978427793647;0.321789004426778;0.260024053769129
"popular";0.00273619156192228;0.294886842771859;0.0865184647866276;0.623363309044665;0.0763027706102571;0.153470232006733;-0.0486720102672573;0.0957522040686089
"powerful";0.305287630836421;-0.0271429520552368;0.399581488321442;0.22339357004164;0.406933160883503;0.220618298839034;0.127063566054397;0.0172177461209777
"professional";0.168994485636982;0.25791042014377;0.497109184020062;0.24085043813436;-0.0950994055131959;0.114608419519767;0.200297458565951;0.175120589476279
"proud";0.487907416189324;0.340606581733079;0.227460015709265;0.337650488051599;0.194099648142429;0.163618142527557;0.226303705707043;0.147598780523854
"prudent";0.031955094971834;0.258332177373098;0.339446883286512;-0.0891797368920283;0.300779500930099;0.160593034232402;0.337286875434572;0.00681794013287856
"quiet";0.44882937123118;0.336593556458205;0.338747394746645;0.235853392728448;0.257981429098374;0.157767077517572;0.421347925379612;0.175071600765028
"reasonable";0.603341340556817;0.218746927672153;-0.0408546072493236;0.161886629069311;0.024342439875849;0.0417739566733003;0.108816824993432;0.0752400342947961
"responsible";0.254603951604685;0.248367128998101;0.0657838304925961;0.73273961934582;0.0816789906855419;0.261970940103932;-0.0540209890246936;0.0441868454268507
"rich";0.512357288262759;0.214193878947047;0.188020185884704;0.432798353405532;0.24297947737329;0.128729266460699;0.261430531090241;0.0183740779459093
"sacred";0.0842596161970526;0.205474119796638;0.254996650406833;0.0480192240200862;0.321944771879747;0.452506842008962;0.0963996185300147;0.102302127648766
"safe";0.486201870545897;0.306153148674369;0.392112412173128;0.210298843786732;0.0586914549462506;0.19032440791125;0.298894094912949;-0.147530217092113
"selfish";0.043337542951306;0.0578467369550571;0.0179008092386742;0.0993653088197379;0.452657838757642;0.178858652181678;-0.0978871043936701;-0.039566970914146
"shocked";0.203635578255678;0.711847774257704;0.236843835965094;0.0117708309237803;-0.00290150094003291;-0.0507526384385333;0.052204588729356;-0.0204681801253484
"smart";0.531453461478402;0.162486346090418;0.0872846577018938;-0.202909063092069;0.0778706614786746;0.0877766102228523;-0.135062222377418;-0.411678832942171
"social";0.407337539969847;0.156129899468234;0.518603136424784;0.132134500497138;0.112800664193648;0.0441088966735657;0.00284995726735523;0.108384943411372
"special";0.389232859588652;0.272224499937777;0.389621761341911;0.0713086495540096;0.227219396585758;-0.0244301231174039;0.121901490414671;-0.0417898091457865
"strong";0.518747171314925;0.358045862191334;0.0802395018806503;0.230501845843941;0.169813790332969;0.387251394602877;0.172709226314839;0.0970748974884277
"superior";0.432965500048383;0.0375548001021839;0.352244545980097;0.349582999462178;0.389985750767767;0.130365757348049;0.181163200301228;-0.15087757073251
"surprising";0.184389822188544;0.595759612981718;0.216549609562074;0.0946737199887184;0.141599247901269;0.229077212691874;-0.0101794120113357;0.0444387797603253
"thoughtful";0.385245075006416;0.39485562107782;0.104695456756865;0.0581313866203009;-0.131338188168564;0.29160262057189;0.108642303717225;0.382533032241843
"uncertain";0.647366704143337;0.183545827891764;0.106031430023521;0.197621376804996;0.237771809541394;-0.091796253730152;0.254177000770104;0.0558787767470311
"weak";0.438102742695661;0.583445489568729;0.402191424981317;0.144768214617593;0.135604248092019;0.0520547442828471;0.0253741870818778;0.175779910992012
"wealthy";0.158289615391194;0.250046244745266;0.109100759392674;0.502841797495306;0.385988007836287;-0.0496309694836048;-0.339832811669898;0.0554326406373283
"welcome";0.3031294820557;0.220045554592712;0.323913658934128;-0.0650245364477295;-0.0142218088263961;0.207920667130172;0.105799415139059;0.122962591491169
"wise";0.54405917341117;0.275398752671826;0.187792486136161;0.200984900245171;0.0718263681894955;0.0907259218199936;-0.105597522024924;0.0143459974748042
"worth";0.517159800098468;0.481494509168422;0.275486869813537;-0.0196981089456329;0.171265271264062;0.196999257814001;-0.0369775144637704;-0.0564821803322142
