"MR1";"MR2";"MR3";"MR4";"MR5";"MR6";"MR8";"MR7"
"afraid";0.162217886341031;-0.0260801833852646;0.588402065795057;0.348433055891735;0.0464761477462944;-0.0124416017094345;0.0538360940691924;0.22806113606341
"amusing";0.149539066616749;0.0623599595993653;0.655272483392375;0.0248759552649525;0.0000970543168202238;0.0148449951166328;0.404578695318769;-0.189390660654708
"appropriate";-0.119023285664245;-0.0275105288239454;-0.0685174593256891;0.19197239631117;0.0540990507604463;0.621225487227116;0.353049063862966;0.0887694235456072
"beautiful";0.345460932789761;0.211046916764714;0.368575778993081;0.522967282328295;0.142194700599846;0.107754458725602;0.182176725121729;0.122403396987896
"best";0.531633093980468;0.374927007679602;0.12865477387753;0.245189469872814;0.212850363652804;-0.0458264863003172;0.0530880558905462;-0.133833762297595
"calm";0.360818845978374;0.11099612701195;-0.0346970936131241;0.0345799408503438;0.336273495064621;0.17084234653329;-0.111520327923878;0.198244340485065
"capable";0.289977188274595;0.551564364388323;0.103656412260823;0.0896341845211833;-0.0743091021567686;0.194860227412509;0.0644093431315555;0.330867507025992
"cheerful";0.322492875901969;0.683253083869251;0.0616823633562952;0.175052736731034;0.0999983533108967;-0.0564996348718112;-0.0891663258091725;-0.0344117928748587
"clean";-0.0931131288036912;0.012689676861897;0.608595673906588;-0.0796870204805585;-0.132869882265364;-0.03295733151006;-0.314739761307908;0.0510864814104043
"clever";0.334079008511619;0.332432607935984;0.069741268653333;0.203795351961472;0.392749024026115;0.13461497493733;0.289537203402372;-0.0653638387436916
"comfortable";0.275607936698394;0.701865442011984;0.0124067846162847;0.119375465484167;0.182865088518956;-0.0552648280339485;-0.0264653372723486;-0.0774254776215901
"confident";0.40124780444447;-0.178531152354389;0.19132407172891;-0.134667558840379;-0.247061815975208;0.487320120800765;0.0626644952394971;-0.118576736421777
"delicate";0.512100861492901;0.0973854308187031;0.329186012986705;0.385099549547769;0.11857398181488;0.281141420260055;0.258775859912597;0.0921437768147362
"delighted";0.52300626484747;-0.00161998706543858;0.623549269698611;0.173452950528165;0.0743492006034311;-0.0954647469449776;0.0432349155872346;0.103415689948402
"delightful";0.435796631578091;0.191722881695656;0.523943407459085;0.291168495782967;0.217814806082603;0.0705278179697609;0.130952938080576;-0.14187314514592
"determined";0.0772230196960576;0.0308903701790806;0.627064399299752;0.449916286868476;0.0256148868990836;0.0545930041472608;0.0507580220702414;0.230980830686902
"different";0.620564959892696;0.106637059381848;0.212443713698084;0.159665687351856;0.184141969092468;0.00668184271014283;0.139400803565571;-0.151417464243409
"extraordinary";0.120943387604488;0.030920723558188;0.67520257531174;0.00195569911407298;-0.0428523262201788;0.0462304612233235;0.146879254791916;0.0450368555477737
