"MR2";"MR1";"MR3"
"accustomed";0.325283251363598;0.47769218901209;0.441464448940735
"afraid";0.521285247772371;0.315628255298763;0.273984011048012
"beautiful";0.687090949860155;0.420164174389735;0.163563242382447
"best";0.199096964617975;0.451273037417496;0.579958370771926
"blessed";0.435093457985597;0.374623766292813;0.350884345927329
"brave";0.460193904519557;0.37626656142711;0.508992826032673
"calm";0.58276551886186;0.337949366432661;0.178598991673515
"careful";0.452340240794555;0.508674778816653;0.316866510447312
"catholic";0.137208281020082;0.451679873292246;0.186814566256149
"cautious";0.242334883704793;0.0492559562517958;0.432656508034843
"cheerful";0.48852487811777;0.360556828833251;0.498744088968757
"clean";0.0662191958921509;0.353931151372516;0.350185999877786
"comfortable";0.487050176850683;0.420201359767317;0.388766532812449
"cruel";0.577455750270429;0.555579617027872;0.26301446999515
"curious";0.590029661772633;0.142547176917851;0.253095620084518
"dangerous";0.523670228046183;0.382815557860839;0.321198728335394
"daring";0.136716875959871;0.522850153593823;0.130947351360758
"delicate";0.516491291755728;0.569310093430775;0.0524696981187822
"delicious";0.538742441613196;0.344943606188964;0.223181811326493
"delighted";0.344020199423485;0.148924780721293;0.513795495714488
"delightful";0.56175350141934;0.316662346931723;0.0590027153367977
"different";0.474503538169923;0.55201546847256;0.434569313792152
"expensive";0.226485847729684;0.12310305778914;0.27023588627809
"extraordinary";0.36376612231847;0.6401321226342;0.37223095436061
"extreme";0.516998537791977;0.445718410628522;0.216137257611191
"fair";0.567440688841867;0.206194650884399;0.619009009522048
"faithful";0.267475029088394;0.231647228912253;0.451216276643423
"familiar";0.484495197440769;0.226938171565093;0.627833368851844
"famous";0.0277477798380669;0.314928260908293;0.49408804599626
"free";0.537402085412727;0.420649308123453;0.497192621820885
"friendly";0.213723170213989;0.319818620231349;0.638079938579935
"generous";0.476655920382178;-0.0223131440040913;0.364758047610178
"gentle";0.524841962607074;0.395272989744903;0.465871162341915
"genuine";-0.0331333836592503;0.49409831930697;0.274624942163939
"graceful";0.598071849144201;0.163346963302093;0.35179786302602
"greatest";0.364759782010592;0.542520867214434;0.379653289053414
"happy";0.57737638599622;0.404739780825418;0.453327013359998
"holy";0.0984479242696191;0.428193141028349;0.245271201238736
"honest";0.585895814142454;0.3524147092616;0.401265055430722
"humble";0.433003251903987;0.503197550273163;0.47451941131921
"interesting";0.556437502464791;0.168010927597308;-0.0182445452740935
"loose";0.378147608416416;0.636832702442547;0.242335008055165
"married";0.434119508499831;0.274193108349069;0.466689221297429
"mighty";0.113399139105695;0.307406544071814;0.645945989020651
"moral";0.628796463859393;0.278028161933274;0.135455829863649
"mysterious";0.440404586243678;0.613600943380321;0.327627354050833
"natural";0.537771609506081;0.46803083413105;0.25353509518308
"novel";0.105808872683759;0.0761741165896066;0.716765075660397
"obliged";0.664231678277145;-0.0205777284016904;0.0972531278513866
"original";0.274045919722264;0.535351730473782;0.516327495812134
"peaceful";0.248060769560325;0.710494005966599;0.0558904705397688
"pleasant";0.671218886496267;0.286455913424633;0.427854937814191
"popular";0.205148479317225;0.464452512702264;0.317843680797842
"powerful";0.468018618770077;0.298159146022223;0.243853738579959
"professional";0.333384725644602;0.505274553315864;-0.0521460730647727
"protestant";0.261792446929664;0.579724606652179;0.284963871046742
"proud";0.651695992419671;0.402517682951866;0.307086269166708
"prudent";0.211146553882896;0.434778520231236;0.304228538125617
"quiet";0.387704875425814;0.380799879396292;0.619578795698351
"reasonable";0.00830032421702971;0.404819376037118;0.714217832254266
"religious";0.1909327781906;0.491778240037681;0.366076737792294
"rich";0.376586650888109;0.544077154390036;0.270303164681609
"sacred";0.632194981886643;0.178516936353161;0.0131065104440499
"safe";0.458778347257961;0.555191277851604;0.4837867702213
"secure";0.34637267497397;0.572606299767448;0.171130886953636
"sincere";0.144196642557824;0.388860676027653;0.274492059246987
"smart";0.546851402664942;-0.133579020281757;0.529040223933472
"social";0.322620592254755;0.218909832055761;0.174280273526215
"special";0.40257175751313;0.508740464245794;0.0874266414421372
"stable";0.342095603894913;0.591310406755089;0.518332157045776
"strong";0.616823548157347;0.40449189161696;0.174060114078133
"superior";0.464361771045677;0.0577643071116378;0.236157359014742
"surprising";-0.00775693809055631;0.468667606908074;0.681932361578932
"thoughtful";0.289507564307981;0.647419550751796;0.198964704431361
"threatening";0.163512936743107;0.348451785898469;0.130925907045775
"uncertain";0.272089301833984;0.433364687701358;0.413843642413143
"unpleasant";0.33002865877507;0.35405722037836;0.324096961927861
"weak";0.395730650872408;0.308597597882039;0.446027051600624
"welcome";0.0731068857201534;0.510280431965309;0.337725995642537
"wise";0.378403370919488;0.366452960187583;0.534344235602645
"worth";0.627984693716429;0.286405636897372;0.160979949960641
