"MR1";"MR2";"MR6";"MR3";"MR4";"MR5";"MR7";"MR8"
"accustomed";0.646009493201479;0.0354522881469803;0.011632265320449;0.131852257611867;-0.252070727526656;0.0407306902442603;-0.119766088528026;0.0567629032990277
"afraid";0.45505880744148;0.376810142347691;0.440748035757261;0.247060391481299;0.224959291055803;0.232122841860558;-0.0108453251443503;0.0443821479672282
"beautiful";0.576971385178461;0.193070571871228;0.275264278134083;0.297470208281862;0.194847930521161;0.20882090201445;-0.0517205803607164;0.104380309144311
"best";0.479322252520918;-0.10311098567387;0.182021742671345;0.408238914187911;0.331291759619584;0.205749925351312;-0.094996585605407;0.0101861551245978
"capable";0.116574416446384;0.658244085677563;0.118485005991643;0.194227263978512;0.148066766067046;-0.0217370108657989;0.256582137319573;-0.0738571125394671
"careful";-0.0498476457303334;0.258195348735795;0.164364614948247;0.601203762400017;0.119766066741467;0.0447408948773327;0.249515580894826;-0.0273691146646207
"cheerful";0.187469208489067;0.194077239013656;0.365613157517805;0.475364216769904;0.203012562427402;0.0335250108563541;0.312598962266558;-0.0258468412034154
"clean";0.175144558141436;0.306770284361129;0.294018482986945;0.413189612831906;-0.0628574877094027;-0.00224950099617695;0.447586198066873;0.016880889609278
"comfortable";0.423162987857092;0.291826359054828;0.162589224051612;0.183042502230026;0.0717059018058386;0.0447888612727047;0.270000325310143;0.142217326447288
"compassionate";0.327931801510855;0.439700477054607;0.231170738277931;0.254749546648702;-0.0905287668727355;0.140675449664944;0.173063732607408;-0.45180601557414
"conventional";-0.0159137144512943;-0.0326806808426324;0.0718772678067158;0.111247928909153;0.796922934696118;0.0375661915559442;-0.0234718180083678;0.0118773361080363
"cruel";0.0961443000995475;0.120520514193394;0.30597805273789;0.135713648033427;-0.0662693026135208;0.271612665851682;0.00972572191604824;0.0449899657931221
"curious";0.269017575215906;0.400988648323362;0.344536456806149;0.259391376972079;0.296435272447814;0.0655703193416673;-0.0632044013882541;0.0499740475530512
"dangerous";0.113623188134956;0.168214220169143;0.57815310829547;-0.0116141296677811;0.127739978871446;0.128962447880906;0.0919059597005274;0.244154117728184
"delighted";0.418749148690882;0.417961557861588;0.129774996068731;0.298242156819892;0.174264353195648;0.409987861723242;0.00346331725538433;0.0280571538188759
"delightful";0.12321794274432;0.324573880143103;-0.0167123304425537;-0.060958501601449;0.687170040806951;0.00624086145924164;0.367221001934641;-0.323035886644433
"determined";0.105587797516513;0.690010696143838;0.15128450696123;0.0481193742411067;0.261287960518006;-0.0309639976816593;0.0594667858995317;0.0524076979822704
"different";0.604367837791323;0.253130567982197;0.183960004815634;0.02375770425467;0.362747861694458;0.0252213058849637;0.0205749859659367;0.242490938218775
