"MR1";"MR2";"MR3";"MR4"
"accustomed";-0.161060409831248;0.154601225262106;-0.146302616018258;0.670465408330266
"afraid";0.119195520683077;0.646098559240535;-0.0801284735913545;0.0189978521453913
"best";0.114899622688074;0.125500036142771;0.175589378052534;0.172981076632665
"capable";0.0641679262640152;0.0888107030689691;0.639308230889172;-0.0965631441610449
"curious";-0.170320758689739;0.779285401967332;0.176833972561377;0.0192255233493608
"delicate";-0.181112698000984;0.0201592877713342;0.685939782421431;-0.0733886156369536
"delighted";0.78905704707101;-0.148235175845821;-0.0356277792228443;0.07548426757844
"determined";0.863110662387164;-0.157771910534847;0.023678468951119;-0.014258687954424
"direct";-0.144118401469019;0.639129386349686;0.262967644880311;0.174637856127587
"familiar";0.204061029757412;0.20995714033183;-0.217987626731782;-0.361545098692089
"famous";0.72574621426308;0.0124902423050265;-0.168564622311818;-0.00312185805462081
"free";0.665244470577915;0.139279988077054;-0.0691083189886815;-0.0464555908058674
"friendly";0.396112401569694;0.182405329515813;0.498774025214769;-0.206008700918136
"gentle";0.271139566612815;0.286420404798067;-0.342663022409106;0.35644616144168
"greatest";0.697956528810555;-0.139652502676347;0.0333977776690362;-0.109285908679227
"holy";0.0741608936210066;0.243970626172946;-0.323569356764585;-0.148465758799831
"honest";-0.030651206497524;0.385175674907986;0.12749965472553;0.299424148373427
"passionate";-0.177814973396127;0.630463635341605;-0.176860108113688;0.0709444573338872
"pleasant";0.827160184929569;-0.140755848960417;0.00684036345187471;-0.0525505364668007
"quiet";0.316680749485323;0.357555753474351;-0.324457451685706;-0.0782089962670419
"reasonable";0.705415516454493;0.189715656163268;-0.179672086905175;-0.0798322605062941
"rich";0.585231161438216;0.0828799301752897;0.136752164025867;-0.0467040417383564
"sacred";-0.161060409831248;0.154601225262105;-0.146302616018256;0.670465408330265
"sincere";0.396112401569694;0.182405329515813;0.498774025214769;-0.206008700918136
"strong";0.10438704318945;0.0682363635159054;-0.117554342639683;0.855145334755076
"wise";0.704657615813754;-0.0912118173271366;-0.0444518696031031;-0.118689795181959
"worth";-0.216077135642696;0.674872235505005;0.0449110469968608;0.143309097721436
"modest";0.195438881103181;0.376044103932852;0.245739866829605;-0.324794145056437
"special";-0.181112698000984;0.0201592877713342;0.685939782421431;-0.0733886156369536
"welcome";0.593277335732577;-0.214407320692533;0.00718248429758103;-0.0162836487119169
