"MR1";"MR3";"MR2";"MR4";"MR6";"MR8";"MR5";"MR7"
"accomplished";0.0778303961624076;0.104142399346181;0.616025294144286;-0.249038080822435;-0.0110285170964836;0.145367051681841;0.0977215661262849;-0.0419506736291646
"accustomed";0.416352056307315;0.465222871164891;0.23944700085305;0.326684552279723;0.173915779073139;0.172577668251565;0.0348159826694649;0.0418896461192222
"afraid";0.486493464699685;0.185324273111036;0.407189085240351;0.461549384373793;0.161996186187419;0.282257494147119;0.0722334367214161;-0.0106681809440884
"appropriate";0.457530688767047;0.30870653373337;0.519495590853622;0.027800725926638;0.0159232426584152;0.000961406775490771;0.16901830341352;-0.0618911536186537
"beautiful";0.484884171268519;0.289816315151541;0.345151531459884;0.242342234738177;0.309498083786764;0.243616070168161;0.223792770786891;0.0190755746883977
"best";0.591534722056979;0.0309498843575353;0.484382778420382;0.172431057287828;0.221994459695152;0.150819343737699;0.178922664707559;-0.0423314758486541
"calm";0.548570764507864;0.417044355820588;-0.037783529835997;-0.0424311089788589;0.188229122624949;0.229297935437233;0.234998904211684;-0.0620055723124375
"capable";0.0263698342108943;0.721032692450654;0.115271805707346;0.0403735520629531;0.0791900530141946;0.205653887666695;0.271643426684056;-0.0261261948631111
"careful";0.224029633018315;0.138449308453514;0.452777291568743;0.333125842265532;0.360466536962692;-0.0648484555834904;0.039415560093388;-0.23833614418374
"charitable";0.187208855312492;0.24090653064116;0.36328661039221;0.101971990929827;0.0230502245309024;-0.121293053002376;0.424967426137574;0.0206762562122504
"cheerful";0.696890043699314;0.254493221004015;0.199172045222063;0.223514234267131;0.171027828029704;0.178268900038266;0.307294365505356;0.079046733126148
"clean";0.646016768885987;0.22349177553891;0.265203443919636;0.0434618624928724;0.257592500236353;0.244100016279957;-0.0243435135829792;0.229219249808479
"clever";0.418796714933335;0.366171504498876;0.277262804497509;0.116259037089768;0.193070496222611;0.0298890463255789;-0.176271451639084;-0.283831681877324
"comfortable";0.500583885832177;0.203746283952859;0.369385102773356;0.262694755909958;0.382451978644812;0.139768492696889;0.0414691408086657;-0.101718321604961
"confident";0.496258080031769;0.598327573013458;0.071840327114147;0.287920920363874;0.0363007997186762;0.0997023919560234;0.0798112851501889;-0.0916682782579656
"cruel";0.439169260868067;0.38126061169828;0.311340868604656;0.460497595706372;0.0638940991147839;0.230995812627557;-0.00223447987957054;-0.0118613256810402
"curious";0.0409330651189931;0.266939113614437;0.586131062901235;0.106888672328861;0.162482869551002;0.027629996759595;0.199180422375404;-0.0840992161653717
"dangerous";0.160211485265781;0.487491313704935;0.0125693334394864;0.332668720326164;0.278551722779613;0.113379841947874;0.284660023040928;-0.174836266304079
"delicate";0.428422638343982;0.214080072541756;0.220580959775844;0.373726907800925;0.317577920140137;0.476223066518904;0.17993073903421;-0.088448365768564
"delicious";0.122779879190651;0.176764429576131;0.34032770139434;0.201638853274176;0.130930765622622;0.29729255326789;0.644346077192732;0.0255084217952621
"delighted";0.413903081579675;0.211863558949033;0.391492452584532;0.18860880491048;0.206093893115499;0.442222293507339;-0.00660609959340143;0.0271674703965449
"delightful";0.392271142054841;0.331558152859077;0.610564179509767;0.209484805742023;0.102212311700885;0.104722384346482;-0.0128545516574345;-0.0737084453214055
"determined";0.205567751916231;-0.103146330986674;0.360351083053409;0.0497280168129548;0.535904865113293;0.105837608764867;0.261913762944257;-0.117726887461155
"different";0.514740697062371;0.40867889460191;0.364026596500622;0.190637056602539;0.165702333026704;0.224753048743801;0.144429834519862;0.0331413371073806
"expensive";0.277346183364236;0.326274164474813;0.125136187394506;0.448415522512685;0.448689240834668;0.329737525519744;0.193424299451228;-0.0253093207879899
"extraordinary";0.438941840166423;0.561453383723186;0.169810545016067;0.312203287122276;0.292396027953693;0.287470017086039;0.00661058874930114;0.104340988100951
"extreme";0.0959413202060933;0.629419940814142;0.314868633521189;0.0730084744025391;0.218691510609621;0.22002869525254;0.100353356179565;0.123124758847409
"fair";0.408612840765368;0.333228773481762;0.317127143010595;0.37805395279574;0.401734501521299;0.162984599960607;0.189879098947433;0.187070984220809
"faithful";0.753049536207011;0.309239222452587;0.160543588328464;0.190514911682681;0.00463326715888002;0.282249068588962;0.0950653296623548;0.0219647381444313
"familiar";0.378692736041773;0.397499707629488;0.214960067665938;0.0025719713922107;0.198750872948319;0.0900456918917718;0.263036509364063;0.416324709295824
"free";0.691855297941655;0.3371039268488;0.203780502261699;0.272306495796134;0.158764991208898;0.062355233685209;0.0725056631300535;0.145983887217068
"friendly";0.398075214600383;0.597132454088573;0.202806132810173;-0.0775349602702857;0.193327680920543;0.188526820321225;0.000518736967090597;0.135699446595721
"funny";0.223041419215733;0.214975405711897;0.394623638493903;0.365154853272312;0.0155148846389293;0.253912709396583;0.191564287559183;-0.0358889414606451
"generous";0.634858333291402;0.200208311643134;0.300842022391435;0.225630293146306;0.098243557235229;-0.0440301806492638;0.0972139314458635;0.0280779490729102
"gentle";0.488745066167339;0.297525008813042;0.311728937690746;0.140931133902068;0.366565019712469;0.400619667480627;0.19248617530417;0.130861850381011
"graceful";0.250918551848752;0.302037378053286;0.305422259905297;-0.0393436184031261;0.324726662776732;0.327103157589417;0.323272384318067;0.0327576888271317
"greatest";0.392870278986974;0.0983632053236012;0.410063035477346;0.528312134103152;0.232138593418469;0.151516165103638;-0.105062036818836;-0.0145795617773519
"greedy";0.304964139338558;0.173988046191347;0.288475092162773;-0.147097749312119;0.610157528307286;-0.00465949470421276;-0.0404522308938868;-0.00688433903894407
"happier";0.654323375438199;0.166337263581741;0.00398422378548292;0.307455160266958;0.185867778750634;0.416036560723455;0.0352214225239821;0.0320930008457702
"happy";0.282827639340697;0.453803595455154;0.31609549722067;0.231228925186937;0.344813454934288;0.169523744547655;0.308512815148755;0.116287494105911
"harmless";0.720777597268494;0.0500428659180788;0.00932391955329237;0.150880977028796;0.380996835852327;-0.0151618125863512;0.0915429867202013;0.097219964637267
"holy";0.550717988644947;0.0557772349406631;0.16081962347301;0.286013716160304;0.307568264519807;-0.0609825773927984;-0.0821767658475002;0.310145419006499
"honest";0.584891053876962;0.420447813726327;0.252786628769443;0.253284964622426;0.168484123216392;0.290188032114768;0.102471166323052;-0.0492166844660751
"humble";0.495933112055792;0.427878751359864;0.151304772345899;0.0991501371057129;0.467725075113249;0.228057636068049;0.214243501890205;0.170957641933178
"improper";0.240737191358369;0.227276749790841;0.0323858128070741;0.730591322790622;0.0271892038405456;0.197292861948996;-0.0149196949038618;-0.0758182229142821
"interesting";0.143421165721275;0.252442372218624;0.747447440665399;0.0730225389623955;0.0661982685299069;0.134770968661744;0.0216914753440609;0.205975147951048
"loose";0.0674973903074875;0.530208775427442;0.245814555306773;0.276143902588404;0.18558439184968;0.0356325615656561;-0.0759618384214857;0.160857631275044
"married";0.449602032996421;0.334677760234521;0.292615082102615;0.470561324820051;0.230525819607337;0.245641626535394;0.0912015808365621;0.0547881565426489
"mighty";0.323740929045327;0.0805415609441531;0.197249629552464;0.188551650692622;0.0350586368733343;0.544688771954254;0.33799689863714;0.034873827020873
"moral";0.157048008192408;0.495177988475429;0.122533666851518;0.596875911279872;0.197043748647348;0.146405304610593;0.136928416554646;0.0787818946387001
"mysterious";0.410552581323357;0.20700443077035;0.414648071871102;0.214995178526704;-0.000377321998594956;0.372825989931884;0.375611716942396;-0.07623322299956
"natural";0.519202910440624;0.421980589322931;0.318965158653419;0.293561038310136;0.172171455208244;0.16448914563126;0.312615459990457;-0.013691777052797
"neat";-0.0146531687648;0.305153102639618;-0.150038293114218;0.596273782640014;-0.15805103096905;0.298174402262224;0.0825554458050221;0.0364074359060291
"original";0.484519793571685;0.345279680426551;0.332071673883043;0.224604733831372;0.342422406217085;0.0855477665566798;0.0553390800433178;0.0519221502243538
"peaceful";0.504366688189671;0.318241816525819;0.0794504716441935;0.121185144650243;0.070339898601732;0.227375733536506;0.163466061569246;0.357423093870023
"playful";-0.010182250505821;0.185830528391785;0.0289391073027937;0.214034680652594;-0.0614949552577063;0.513398340292804;-0.0821598629997587;0.0685364881503088
"pleasant";0.596976385991224;0.129677622827115;0.356661882226221;0.290201816601828;0.210357642674217;0.147912363012693;0.292745014741238;-0.059309875846909
"polite";0.195214926882455;0.525801097731663;0.168239895346465;0.336156365971768;0.0259026504485725;0.114515048756712;0.226320719893864;0.340288765903781
"popular";0.107871089234329;0.458650129872897;0.516898319098615;-0.0215236891679981;-0.0606028447944244;0.180958774737802;0.314649442048352;-0.117576153339534
"powerful";0.392951214576068;-0.042319256650775;0.48754535096892;0.248012574355012;0.276875279504472;0.208808791106706;0.161686030158878;0.168851099637267
"professional";0.236906046500667;0.526855208822096;0.131056895281292;-0.034542487632675;0.299227979921481;0.394327234299137;0.0123144162069174;-0.164551504600158
"proud";0.446294988100263;0.264275992552101;0.468545407917116;0.315337872318879;0.382314419725485;0.211695576697776;-0.0332062677793426;0.0551696422226066
"quiet";0.478882743143311;0.383814492066966;0.305731239383004;0.325293226704391;0.332209551938151;0.126490317813681;0.0978280093015965;0.238793469583473
"reasonable";0.246639870004281;0.0322622717993843;0.4043303008136;0.315510220034026;0.0148027431325851;0.251489750286767;0.11988938323935;0.169080789896846
"religious";0.196817325717266;0.05402038298401;0.0871930627946848;0.599324128660011;0.245144386923516;0.0394840178066954;0.0286899087854357;0.397773791070638
"responsible";0.205011367843917;0.462177695121006;0.308035554955929;0.0377069073991662;-0.136690705636107;0.219105288718118;0.117745297575344;0.0330130850962381
"rich";0.504255709270265;0.331095411469242;0.214636893703549;0.177138743096731;0.417362615826072;0.0959167107649517;0.152030604842521;-0.0846173220145036
"safe";0.247119641096892;0.56302946945969;0.195672655519777;0.299994433993538;0.0355139629002349;-0.196364196337533;0.138637544409895;-0.109110842084396
"selfish";0.329759024855941;0.20572230149406;0.0785300484925527;0.366530915621928;0.217193522555654;0.286811971079991;0.167664956662713;-0.275966061198602
"smart";0.31639803381313;0.394967682917235;0.0964583609821337;0.438220454479148;0.201066365592642;0.134042737716829;0.242694085623049;0.180379256530183
"special";0.341615661567677;0.306807885216729;0.396996022965509;0.181006767681142;0.298045845099751;0.29759849308546;0.0824332304038042;0.0107154633985341
"strong";0.455365293061679;0.344426956760806;0.203671986750992;0.304509509851314;0.216703269424778;0.307322210692567;0.335548998245531;0.0377071079561544
"superior";0.255887284283384;0.0534086971315046;0.321685630501734;0.590160351790325;0.113086639928476;0.119760407201811;0.253817858932754;-0.115225909600545
"surprising";0.232452512787719;-0.0460817745748585;0.0715422920587604;0.497516202088407;-0.0834980548062968;-0.0472909400514013;0.0738607919692684;0.0397070782441516
"thoughtful";0.21166230427521;0.314459390694122;0.508278850018147;0.124108792918743;0.152554945170763;-0.0299998721583539;-0.130439675693716;0.226267159957184
"threatening";0.178141846098324;0.0529027159222372;0.560032114629564;0.157701809598323;0.227590894948283;0.18543635098044;0.200753205151853;-0.129284093799139
"uncertain";0.177725525134746;0.319082999259829;0.147555232984239;0.132134075423601;0.298716042647354;0.00191179995212219;0.607233893118195;0.140423554638455
"unpleasant";0.208147956365952;0.51218102835585;0.413082075797302;0.198564443323237;0.0302802035751825;0.0828963385572054;-0.0193474805988002;0.101835048584797
"weak";0.485057195245341;0.47505212324809;0.412050915158096;0.221294535901123;0.13863053483087;0.147594909734603;0.156552424365056;-0.140903535540412
"welcome";0.639524071868253;-0.0108332491195141;0.172365409650159;0.189964643183922;-0.0305295734418083;-0.0151933190768734;0.0831965228958616;-0.0893589688513264
"worth";0.318148841309613;0.514555577404029;0.139168020074198;0.421339935009712;0.184358127560551;0.107703217565468;0.26686207917875;-0.0522497422464438
"universal";0.111794230847452;0.0786407870279084;0.756858706632874;0.165569491749177;0.0877410527739573;-0.0925606467154773;0.131615823943115;0.185354179899259
"wise";0.171810664590372;0.24066583719636;-0.0819347149529052;0.0911556460821521;0.6483702437725;-0.0852914042018366;0.134325218630327;0.160513781134615
"top";0.343446057612773;0.262664153965377;0.160466785133865;0.118214985761796;0.0228544150612702;0.55674462120602;0.206172309136768;-0.028374074968896
