"#-happy" "accomplished" "accustomed" "afraid" "beautiful" "best" "brave" "calm" "capable" "careful" "cheerful" "clean" "clever" "comfortable" "confident" "conventional" "cruel" "curious" "dangerous" "delicate" "delighted" "delightful" "determined" "different" "direct" "encouraging" "expensive" "extraordinary" "fair" "faithful" "familiar" "famous" "free" "friendly" "generous" "gentle" "genuine" "graceful" "greatest" "happier" "happy" "harmless" "holy" "honest" "humble" "independent" "individual" "influential" "interesting" "legal" "liberal" "loose" "married" "mighty" "modest" "moral" "mysterious" "natural" "neat" "official" "original" "passionate" "peaceful" "pleasant" "polite" "popular" "powerful" "professional" "proud" "prudent" "quiet" "reasonable" "responsible" "rich" "sacred" "safe" "selfish" "shocked" "smart" "social" "special" "strong" "superior" "surprising" "thoughtful" "uncertain" "weak" "wealthy" "welcome" "wise" "worth"
"#-happy" 0 0 0 1 1 2 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 2 0 0 0 0 2 0 0 0 1 0 0 1 0 0 2 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 1 0 1 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0
"accomplished" 0 0 1 2 1 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 1 2 1 0 0 1 0 0 0 0 1 1 0 1 0 0 1 1 0 2 0 0 0 0 1 0 1 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 2 1 0 0 0 1 0 1 0 0 3 0 0 1 0 0 1 0 1 1 1 1 0 0 1 0 0 0
"accustomed" 0 1 0 3 3 5 0 0 0 1 0 1 0 1 0 1 1 1 0 1 0 1 0 2 1 0 1 0 2 1 2 2 2 0 1 0 1 1 0 0 2 0 1 1 3 0 1 3 1 2 0 1 0 1 0 1 0 1 0 1 2 0 1 2 2 1 0 2 3 0 1 0 0 2 1 0 0 0 0 3 1 2 3 0 0 1 0 1 1 1 0
"afraid" 1 2 3 0 6 14 1 1 1 2 3 0 4 4 2 0 5 9 1 6 1 2 1 2 1 0 1 0 1 3 5 1 5 3 3 4 1 1 5 2 10 0 1 3 2 2 1 1 3 1 0 1 3 3 3 1 6 8 1 1 3 2 1 7 3 0 1 3 10 2 11 2 1 6 3 3 2 0 0 1 1 10 3 2 2 3 3 0 1 0 1
"beautiful" 1 1 3 6 0 14 1 2 1 2 2 1 2 4 2 1 2 4 1 2 0 1 1 6 2 1 1 1 3 5 4 5 5 5 6 3 0 3 3 0 10 0 1 2 1 0 2 0 2 0 1 1 1 2 1 1 2 7 3 2 2 0 0 6 3 1 1 2 7 1 15 1 2 7 2 4 0 0 0 1 2 11 0 2 3 3 4 0 0 1 3
"best" 2 1 5 14 14 0 1 5 1 4 6 1 3 8 2 1 6 5 3 9 3 3 1 16 8 2 5 0 13 5 7 3 11 5 5 6 3 3 12 2 20 2 2 8 6 0 4 2 3 3 2 0 8 2 5 5 3 13 4 3 5 1 2 7 5 1 3 3 9 1 17 3 3 15 1 7 1 0 1 4 3 14 8 0 2 7 5 1 2 4 5
"brave" 0 0 0 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 1 1 0 0 0 0 2 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0 1 2 0 0 0 0 0 3 0 0 1 0 1 0 0 0 0
"calm" 0 1 0 1 2 5 1 0 0 1 0 0 1 2 0 1 1 0 1 2 0 1 0 3 1 0 0 2 0 2 0 1 2 1 0 0 1 0 1 1 3 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 2 0 1 0 0 1 2 0 1 0 0 4 2 0 3 0 2 0 1 0 0 0 3 1 0 2 2 1 0 0 0 1
"capable" 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 0 1 0 0 0 1 1 0 1 0 0 0 2 0 0 1 3 0 1 0 0 1 0 1 0 1 1 0 1 0 0 0 2
"careful" 0 1 1 2 2 4 0 1 0 0 0 0 3 1 0 1 0 0 1 2 0 1 1 1 1 0 1 0 1 2 2 0 4 1 0 2 0 1 3 0 4 2 0 1 1 0 0 0 0 0 0 0 0 0 2 4 0 5 1 1 1 0 0 4 0 0 0 0 1 0 5 2 1 0 0 1 1 0 1 1 0 2 1 1 0 1 3 1 0 2 1
"cheerful" 1 1 0 3 2 6 0 0 0 0 0 0 1 3 1 0 0 2 0 1 0 0 1 5 1 0 1 0 3 0 0 0 5 1 1 0 0 1 2 0 2 0 0 1 0 0 0 0 0 2 2 2 1 0 1 1 1 3 0 0 0 1 0 5 0 0 0 1 4 0 1 1 0 3 0 1 0 0 0 0 1 5 0 1 0 0 0 0 0 0 0
"clean" 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 1 2 1 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 2 0 0 1 0 0 0 1 0 1
"clever" 1 0 0 4 2 3 1 1 1 3 1 0 0 0 0 0 1 2 0 0 0 0 2 3 0 0 0 1 5 3 5 2 0 1 0 0 1 1 2 1 3 0 0 0 0 1 1 0 1 0 0 1 4 1 0 1 4 4 1 0 0 0 0 3 1 0 0 1 2 0 2 2 1 1 0 2 0 0 0 1 0 7 1 1 1 3 0 0 2 0 3
