"MR1";"MR2";"MR3";"MR4"
"accomplished";0.640241236410732;0.0954042766036425;0.380109341741038;0.159036667976277
"accustomed";0.470071749477942;0.438178336187701;0.370311214692415;0.227088808918313
"afraid";0.635182352775897;0.406373066133754;0.340757873087284;0.2509743044761
"beautiful";0.55984897060993;0.378729553385617;0.415295286525473;0.277001262044423
"best";0.533703211851226;0.453165576174174;0.412544970013813;0.250857240417152
"blessed";0.589577642013403;-0.138987154923512;0.0362828707282093;0.18292282667494
"brave";0.554480681200162;0.429015656761783;0.077723678839238;0.29124208423418
"calm";0.682624875240539;0.108650316048158;0.275337600662555;0.274927572057062
"capable";0.335503975009925;0.596695444466654;0.214646802206332;-0.0390535182976386
"careful";0.375009568924129;0.256061861507196;0.624045293218932;-0.00412599561421645
"cautious";0.34776617323799;0.56540085597376;0.0816716820746644;-0.300371822477362
"cheerful";0.640004785122761;0.421738727215678;0.150548037319444;0.266821756800595
"clean";0.500656328907872;0.289474568176233;0.342910880086309;0.442518197264193
"clever";0.355541166007192;0.543043838843885;0.165217051165334;0.375776431359156
"comfortable";0.10731872627515;0.0336919929856213;0.694621319121165;0.294143874065845
"cruel";0.652129718206947;0.453605441001519;0.154103609011221;0.231206185061653
"curious";0.429475100349357;0.396621943279917;0.539335753612011;0.160121092214884
"dangerous";0.029430766476437;0.58635115959695;0.0459323593567187;0.0834921261780814
"delicate";0.639279869603759;0.412307538108573;0.121681470657276;0.128432091037871
"delighted";0.338313474250441;0.109130633419445;0.559222018431094;0.494913818370835
"delightful";0.556516898026564;0.321753029051076;0.033487304301508;0.0763908308560982
"determined";0.406173664967039;0.22479718914541;0.563084757329074;0.0574393527079198
"different";0.545484232831092;0.472786171481536;0.421904194219269;0.192206381720258
"direct";0.110274807788796;0.226686601384249;0.439988392651745;-0.0508799585530398
"extraordinary";0.483975537767512;0.322561694376136;0.486093164315982;0.387086490304486
"extreme";0.524597245509006;0.376395575199653;0.270378938225003;0.11565527663498
"fair";0.442173856837125;0.315768262031978;0.553410953658762;0.136260572528141
"faithful";0.538504833928619;0.192260861038917;0.206629610720936;0.576976815435259
"familiar";0.335102300196615;0.491546680030362;0.259778922690654;0.432979810299755
"famous";0.39731593321394;0.132741229929873;0.516267651701132;0.0527512846850788
"fancy";0.461181286336257;0.418317736033535;0.166296986280427;-0.0109871824510785
"free";0.581318965078726;0.432476851277375;0.346935539268586;0.313576625191926
