"#-worth" "accomplished" "afraid" "beautiful" "best" "calm" "capable" "careful" "cautious" "cheerful" "clever" "comfortable" "confident" "cruel" "curious" "delicate" "delighted" "delightful" "determined" "different" "encouraging" "extraordinary" "extreme" "fair" "familiar" "fancy" "free" "friendly" "generous" "gentle" "greatest" "happier" "happy" "humble" "improper" "independent" "intelligent" "interesting" "liberal" "married" "minded" "natural" "original" "pleasant" "pleasing" "polite" "popular" "powerful" "proud" "prudent" "qualified" "quiet" "reasonable" "rich" "safe" "secure" "selfish" "shocked" "sincere" "strong" "superior" "unpleasant" "welcome" "wise" "worth" "weak"
"#-worth" 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 1 2 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0
"accomplished" 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 2 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 2 0 1 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0
"afraid" 0 0 0 3 8 1 4 0 0 1 1 3 1 1 3 3 3 5 2 4 0 5 0 4 2 2 2 2 2 0 3 0 13 0 0 0 0 2 0 7 1 5 2 6 4 0 0 1 4 2 0 3 4 1 1 0 4 3 2 3 4 2 4 1 3 1
"beautiful" 2 1 3 0 1 0 0 0 1 0 1 0 0 1 2 0 3 3 0 3 0 1 0 1 0 0 0 0 1 0 1 1 4 0 0 0 1 1 0 2 0 4 1 3 4 0 0 0 4 0 0 0 2 1 1 1 0 0 0 0 2 0 0 0 0 1
"best" 0 1 8 1 0 1 3 2 0 1 0 2 0 2 1 1 1 1 3 3 0 4 0 2 1 2 1 1 2 2 4 2 10 2 0 1 1 5 1 4 1 6 1 1 4 0 1 1 3 0 1 1 1 2 1 0 2 2 3 2 3 1 2 3 2 3
"calm" 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 1 0
"capable" 0 0 4 0 3 0 0 0 1 1 1 2 0 1 0 0 2 2 1 3 1 0 0 3 0 0 1 0 2 0 0 0 5 1 0 1 0 3 2 2 0 1 0 2 1 1 0 1 4 0 2 1 0 2 0 1 1 1 0 2 4 0 1 0 1 1
"careful" 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 1 1 1 0 1 0 1 1 1 0 0 0 0 1 1 0 0 0 2 0 0 0 1 0 1 0
"cautious" 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0
"cheerful" 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 1 2 0 1 0 0 0 0 0 0 1 0 0 0 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 2
"clever" 0 0 1 1 0 0 1 0 1 0 0 2 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 1 0 0 1 0 3 0 0 0 0 1 0 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 2 1 0 0 0 0 2
"comfortable" 0 0 3 0 2 0 2 0 0 1 2 0 0 1 1 1 0 1 1 1 0 0 0 1 1 0 1 2 0 1 2 0 7 1 0 1 0 3 1 1 0 1 0 3 1 1 0 0 1 0 0 0 0 1 2 0 0 0 0 4 1 1 1 0 0 1
"confident" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0
"cruel" 0 0 1 1 2 0 1 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 1 1 0 0 1 0 1 4 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 1 1
"curious" 0 0 3 2 1 0 0 0 0 0 0 1 0 0 0 0 1 2 1 1 0 0 1 1 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0
"delicate" 0 0 3 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 2 0 4 1 0 0 0 0 0 1 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1
"delighted" 1 1 3 3 1 0 2 0 1 1 0 0 0 0 1 0 0 2 3 5 0 2 1 2 0 0 0 0 0 0 1 0 5 0 1 0 0 1 0 1 0 1 1 1 1 0 0 1 2 0 0 1 1 2 0 1 0 0 0 0 4 1 0 0 0 0
"delightful" 1 2 5 3 1 0 2 0 0 0 0 1 0 0 2 0 2 0 0 1 0 1 1 4 0 0 0 0 1 0 2 0 5 0 0 0 0 0 0 4 0 2 0 4 1 0 0 0 3 0 1 1 2 1 1 0 0 0 1 3 1 1 2 0 0 0
"determined" 0 0 2 0 3 0 1 0 0 1 0 1 0 0 1 0 3 0 0 2 0 3 2 1 1 0 0 1 0 1 1 0 3 1 1 0 0 1 0 2 0 0 0 0 1 0 0 0 1 0 1 1 3 1 0 0 1 0 0 1 1 1 0 0 1 0
"different" 1 2 4 3 3 1 3 3 1 2 0 1 1 2 1 1 5 1 2 0 0 2 0 3 1 0 0 4 2 2 5 1 5 0 1 1 2 3 2 2 1 2 3 4 9 3 1 2 6 2 0 1 2 2 1 1 1 0 4 2 7 2 1 1 7 0
"encouraging" 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1
"extraordinary" 0 0 5 1 4 1 0 0 1 1 0 0 0 0 0 0 2 1 3 2 0 0 0 2 0 0 0 0 1 1 1 0 4 1 0 0 1 2 0 1 1 2 1 1 0 0 0 0 2 1 1 1 4 2 0 1 2 1 2 1 2 1 0 1 2 1
