"MR1";"MR2";"MR3"
"#-happy";0.316624799062758;0.488920989742577;0.479172920192614
"accomplished";0.130741160601255;0.181033262666033;0.532700710469336
"accustomed";0.360286953927236;0.241141209487332;0.360903652403728
"afraid";0.589305600199705;0.459982142796262;0.332322469665333
"beautiful";0.671168045165075;0.469800113475777;0.335182452424981
"best";0.37519130332732;0.530913054408695;0.414826129715657
"brave";0.0843154178956156;0.663244246741664;0.181356176413399
"calm";0.586804226097023;0.302559857872879;0.255998893459904
"capable";0.106332969151944;0.243572444359134;0.206403033448669
"careful";0.524004900074678;0.340733457499694;0.288255152384114
"cheerful";0.367242782077555;0.474759383512393;0.484102420879788
"clean";0.433084732988655;0.365928628128547;0.152066096643459
"clever";0.24497289942968;0.528543251261686;0.223334109670254
"comfortable";0.556478494930646;0.234169879163105;0.449031030794991
"confident";0.329917271554243;0.448068901662024;0.524071226159444
"conventional";0.328090530932558;0.108510525835389;0.191244454458414
"cruel";0.399698495739709;0.667317046661766;0.167839615888712
"curious";0.432000466384093;0.427097830453657;0.437116582494033
"dangerous";0.552475692711877;0.135938222365095;0.0841763626315179
"delicate";0.528131763104147;0.405301474838043;0.423690554716147
"delighted";0.34571756390937;0.150198876176881;0.482398979596036
"delightful";0.538766710941181;0.226478296178419;0.287246492715828
"determined";0.199305054346546;0.520781437661236;0.348605190911543
"different";0.625223466970556;0.464943919380146;0.342056181223899
"direct";0.70225160633389;0.113799333898788;0.254042257448078
"encouraging";0.203154653994136;0.165136263347225;0.30184213290413
"expensive";0.617156676271906;0.116996996158074;0.314609189919498
"extraordinary";0.0350973095058911;0.38088192063417;0.162062562246599
"fair";0.474369942841986;0.375005282578711;0.533664079515688
"faithful";0.421270806595698;0.696363580932252;0.196703045383501
"familiar";0.573952628781898;0.517423921338292;0.271801139787698
"famous";0.0863281659496835;0.270956324113935;0.483333691253751
"free";0.472711029745362;0.528601446191033;0.388345051916339
"friendly";0.507945807083377;0.455393108411445;0.273598977017787
"generous";0.487693606484057;0.45915666760387;0.342110185483972
"gentle";0.53534959630397;0.417131988703798;0.23078500159248
"genuine";0.506733645892272;0.178624278877057;0.21335714259941
"graceful";0.312682785446576;0.538967122673158;0.338724461752714
"greatest";0.467129176852542;0.44003744811427;0.456384602737301
"happier";0.289755287069873;0.188186888845907;0.371810602244615
"happy";0.572606668056532;0.431929256510257;0.470832719164975
"harmless";0.436889867828201;0.197560769219364;0.274996467292633
"holy";0.184242321052475;0.0231761574098958;0.624957788056129
"honest";0.623861322837501;0.271040700913949;0.490486696721705
"humble";0.301341827738166;0.478042011576832;0.498377796866966
"independent";-0.0384768086730167;0.411469288406174;0.297678089032732
"individual";0.368409212648596;0.471660202930753;0.299655722961323
"influential";0.240270220140208;0.0698482577834101;0.454178053047472
"interesting";0.223893698653737;0.363730852446547;0.354348874334962
"legal";0.125182004328196;0.417223148137635;0.20827995153935
"liberal";0.253072735896967;0.219934294149446;0.404954128424838
"loose";0.103251276374127;0.615435165923927;0.0531438718203519
"married";0.367646952867739;0.375623160927784;0.535050793667372
"mighty";0.0605379156164949;0.151727985615765;0.605151937334071
"modest";0.646331553249074;0.217997486764658;0.133857707077579
"moral";0.556821392167764;0.305525388495186;0.317998713379959
"mysterious";0.339920054994323;0.733522421622567;0.219468475407519
"natural";0.485704360644477;0.571433983637938;0.407487120018802
"neat";0.645318139151008;0.24857360796868;0.342629926711572
"official";0.314673775456884;0.391584984368877;0.486456627054156
"original";0.477822126617965;0.383026027098233;0.46043025083841
"passionate";0.166273004199521;0.090689314903327;0.394464905713093
"peaceful";0.467502350223118;-0.116073723568576;0.408194782337766
"pleasant";0.478594038627464;0.40157815548968;0.455078655456879
"polite";0.285337586577625;0.224997585521558;0.637468605036627
"popular";-0.0631545256217527;0.333363446210054;0.530988809164558
"powerful";0.366864383010639;0.225401820843897;0.472892651057792
"professional";0.12435875110512;0.592821220709296;0.194494322912465
"proud";0.438937720541151;0.489012976052596;0.449949460647764
"prudent";0.139982927025539;0.399751142993979;0.153126453388285
"quiet";0.431900774266111;0.565532491607939;0.431082071385038
"reasonable";0.520763723045869;0.216035646291979;0.185771880018389
"responsible";0.1740025873178;0.312251844394129;0.633087188958627
"rich";0.491076160314875;0.338427289523524;0.534599004337191
"sacred";0.133563405094229;0.366881833407121;0.318624191271408
"safe";0.53192266988468;0.504770505501046;0.233575961683331
"selfish";0.118651588587077;-0.000262570553717801;0.339556159878987
"shocked";0.230753860293457;0.649459748629526;-0.0426101791985851
"smart";0.651458135635392;0.0532879486005508;-0.172381103947804
"social";0.407878846871883;0.438473935033501;0.201221206527616
"special";0.45142804932547;0.402162612390802;0.179495494938228
"strong";0.471043424331957;0.438737080776883;0.381566185001195
"superior";0.51470131072003;0.210425403609221;0.518825633463827
"surprising";0.203307467819422;0.598234664595686;0.164774551084412
"thoughtful";0.236030984914645;0.546891403620706;0.107229814266887
"uncertain";0.619441775805392;0.234542739921243;0.323521961043391
"weak";0.413489642814604;0.716448233819805;0.205794744391443
"wealthy";0.158862508547767;0.176971329827937;0.529333242833307
"welcome";0.291189520106616;0.436140521436649;0.0118561121205437
"wise";0.511579931521745;0.331755379883106;0.206518508156433
"worth";0.561942596556224;0.514009364024112;0.0902527875893964
