"MR1";"MR2"
"accustomed";0.412126517512462;0.599149518915262
"afraid";0.571460382343498;0.345219592153242
"beautiful";0.75921368708849;0.302894552713443
"best";0.278249849285828;0.707802946487972
"blessed";0.499627844480621;0.450893570389488
"brave";0.519602540977209;0.572877284167949
"calm";0.639273402791311;0.276513253570257
"careful";0.546969952161928;0.504297998824009
"catholic";0.232498210054;0.402876051551716
"cautious";0.235247844729805;0.339054095111521
"cheerful";0.542512617386155;0.553254950356205
"clean";0.133434911364599;0.483895496094032
"comfortable";0.559023680174045;0.502677875105489
"cruel";0.680193306824402;0.476109135462911
"curious";0.597866937527374;0.216498158493762
"dangerous";0.587470195592447;0.423188616120247
"daring";0.249443770933886;0.401918467732594
"delicate";0.626174240407496;0.328365580305123
"delicious";0.596288665321058;0.32143407011882
"delighted";0.354311529373096;0.451132969959089
"delightful";0.616906142683631;0.17247079181904
"different";0.575218254156361;0.620451590853946
"expensive";0.239376368947607;0.261305856051257
"extraordinary";0.488919965000831;0.63750663184156
"extreme";0.598687967507442;0.3790452645381
"fair";0.579259074981536;0.542556810505664
"faithful";0.300827667639356;0.462208358089126
"familiar";0.504464556934571;0.571192530874797
"famous";0.0850252751855022;0.575496009990482
"free";0.604582979324308;0.582231225122567
"friendly";0.264575050975268;0.66698325006326
"generous";0.444097921208071;0.218432375255373
"gentle";0.586820539144734;0.544398720862449
"genuine";0.0737822905995508;0.51780894038399
"graceful";0.608035799089935;0.304677002185773
"greatest";0.467193078438878;0.584933920561692
"happy";0.641521765239207;0.533044859787692
"holy";0.185683720311368;0.441470575880891
"honest";0.638577867779407;0.46009679865124
"humble";0.522619742668653;0.62710553570591
"interesting";0.582042192296794;0.0203121117204538
"loose";0.504989889192869;0.531806453153906
"married";0.471397033069739;0.481169303063936
"mighty";0.163427585928036;0.678126954023107
"moral";0.672422763060016;0.200029814515247
"mysterious";0.558097649537931;0.578062641628796
"natural";0.622541883575712;0.419935754041699
"novel";0.110111395966551;0.58250788421572
"obliged";0.636630200910024;-0.0132121012089975
"original";0.373173935225704;0.699137622221807
"peaceful";0.399455244166235;0.443534087615004
"pleasant";0.70483892974914;0.430941727412295
"popular";0.29638445712645;0.507309775949976
"powerful";0.516674283339181;0.317073464835152
"professional";0.43655621775171;0.228953005977059
"protestant";0.378827681485714;0.543849448826819
"proud";0.717829687050413;0.408064932526128
"prudent";0.29589180157687;0.47791637576839
"quiet";0.446711104564003;0.670699209511867
"reasonable";0.079578633106674;0.805626136321127
"religious";0.287713863782312;0.563167480166851
"rich";0.48207570016981;0.498230652012588
"sacred";0.657564402871762;0.0421153785854572
"safe";0.558361372341987;0.663822022997002
"secure";0.46217737424281;0.440169608639248
"sincere";0.219703970267091;0.436061267763163
"smart";0.475443598184318;0.274103385296774
"social";0.359384230216197;0.231267019985211
"special";0.502966462235915;0.330987174526253
"stable";0.452387734534905;0.726258774651621
"strong";0.687697146996978;0.309226869643322
"superior";0.457013397501644;0.166200075452426
"surprising";0.0779136340625333;0.822928754516338
"thoughtful";0.422380773980002;0.514068272544417
"threatening";0.234309310957346;0.295423126518861
"uncertain";0.351391663050499;0.556494961833443
"unpleasant";0.393633714555456;0.429614248541239
"weak";0.442261030860782;0.491005349495998
"welcome";0.178150264855796;0.565758888015977
"wise";0.436254078094382;0.597238603695496
"worth";0.672280903596774;0.22579074576391
