"MR1";"MR2"
"accustomed";0.152369541276959;0.598555044360203
"afraid";0.584177095766961;0.543219922466123
"appropriate";0.47391146004201;0.338055412143587
"beautiful";0.666002037095612;0.512396671141539
"best";0.597344679099436;0.379094171590742
"brave";0.227491432991789;0.216720032284296
"calm";0.380787603929721;0.20990504629275
"capable";0.40021037931587;0.586445388382644
"careful";0.682942786712384;0.0982302595065549
"cheerful";0.41872993499;0.577626238146931
"clean";0.658988441754942;0.276228559333904
"clever";0.084704766133445;0.352352692028374
"comfortable";0.604196198555922;0.506613288930472
"confident";0.284944578138419;0.336481092525419
"conventional";0.439137788013176;-0.00513404265501247
"cruel";0.748136287521007;0.294057307956106
"curious";0.745567432514379;0.0843315101076292
"dangerous";0.255083617781236;0.555768759082767
"delicate";0.344326084668044;0.671160183436267
"delicious";0.345204309454911;0.55730425447772
"delighted";0.0510803054428484;0.62711064553244
"delightful";0.282006408575691;0.625708030314702
"determined";0.469520953886872;0.175585569537037
"different";0.743721449409158;0.302826911464329
"direct";0.220886317531376;0.248272710345436
"entertaining";0.456724154235836;-0.0708324996175835
"extraordinary";0.499386497500151;0.485834248037962
"extreme";0.0491860311260475;0.249424166784026
"fair";0.608937109556342;0.437212704978759
"faithful";0.618024803073026;0.192659030930256
"familiar";0.401741953653087;0.449608456912036
"fancy";0.347718977551727;0.00536500431421391
"fascinating";0.142662930353526;0.46983109460548
"free";0.605247991526647;0.437584114075133
"friendly";0.485907779950448;0.32909661934047
"generous";0.625720117578275;0.379123471704654
"gentle";0.343000943673942;0.533095645518262
"graceful";0.107233901933362;0.449074164259121
"greatest";0.68585220489644;0.043776615176536
"greedy";0.0601846387195863;0.399602962231216
"happier";0.0533067512121194;0.544726948024686
"happy";0.643374356015423;0.461728268293492
"harmless";0.0939554651447202;0.516016441926002
"honest";0.695491981082694;0.318240847950183
"humble";0.441180178088817;0.365783492901531
"independent";0.56150980174247;0.259038743587677
"individual";0.401453242254127;0.3716623959351
"interesting";0.321212561991709;0.475466501830863
"legal";0.333891979173756;0.0395068224012957
"loose";0.562430530072154;0.426737865641971
"married";0.413160311896268;0.649109475414226
"mature";0.198034518416146;0.438692156784846
"mighty";0.103303732821062;0.635698641153114
"minded";0.3327531352068;0.410273395098671
"modest";0.569544305785938;0.29844382280622
"moral";0.454934260673398;0.393059225192375
"mysterious";0.370075591327142;0.627443519088628
"natural";0.592035740372103;0.475577369609995
"neat";0.36605763376889;0.158968299509132
"official";0.62317021022613;0.190747326999957
"original";0.654556513246057;0.362017342889646
"passionate";0.578871328041251;0.105216715396756
"peaceful";0.675599139003186;0.253622703081216
"playful";0.406013117040693;0.491885267207975
"pleasant";0.65187635180637;0.455327553918632
"polite";0.0226254211582617;0.481302679598757
"popular";0.437411443426326;0.0757297372949018
"powerful";0.534214639486712;0.315589412086417
"professional";0.463670751115019;0.359875380271222
"proud";0.65194389942082;0.426048970113991
"qualified";0.590250117693568;0.204831820713066
"quiet";0.646641675037887;0.37877580084387
"reasonable";0.497624141244822;0.284838041249633
"respected";0.432395480630197;0.0438361949421291
"responsible";0.29683142486675;0.410267551106354
"rich";0.594115584832725;0.436138126689295
"safe";0.565239405143144;0.528155713605462
"selfish";0.446079453145958;0.289015283735067
"social";0.343092427576544;0.412726412054749
"special";0.613483238674484;0.493223527822699
"stable";-0.113050805483968;0.561662611015684
"strong";0.621936543197862;0.482110711480101
"superior";0.362177915020789;0.097730173443693
"surprising";0.366458279112772;0.162363907076511
"sympathetic";0.621808396789604;0.342990316796944
"thoughtful";0.437519319668715;0.337465817760666
"threatening";0.521628203361723;-0.0909006135338433
"trustworthy";0.545829739541081;0.0763284515219184
"uncertain";-0.0839114759543532;0.684936713074821
"united";0.103942180380026;0.427120568953977
"weak";0.455806036902817;0.573024366085502
"welcome";0.396275322105281;0.379860102099668
"wise";0.541351213251554;0.285096699837798
"worth";0.651451685278648;0.423265275044579
