"MR1";"MR2";"MR5";"MR3";"MR4";"MR11";"MR7";"MR6";"MR9";"MR8";"MR10"
"#-wise";-0.0497511048698339;0.142948289384339;-0.0968549913223984;-0.0694069895035239;0.744481894980035;0.192148009259906;-0.0830737600838422;0.14898205272218;-0.0556815037291323;-0.0127925178710522;-0.0223676847030927
"accustomed";0.142792879491691;0.844807755785032;-0.0655194644569546;0.0280968455238479;0.0547687610569473;-0.0187343021766432;-0.0210264078443943;-0.0888487934513089;-0.0678119179542258;0.0661132650403114;0.0214863062790713
"afraid";0.650533734250963;-0.0873143797269877;0.0255402669866876;0.0928517767979526;-0.0728042560263587;0.117649589470576;0.28974726382061;0.087044859428852;-0.00349259283728842;0.312553999891816;0.0416298430318453
"appropriate";-0.0692437490972173;0.686825440769509;-0.0244413227051515;0.00836483452339814;0.393799264850818;-0.0802169049008549;0.151465886468094;-0.0109459961637072;0.055793211615207;-0.116003504105512;0.245452900440304
"beautiful";0.135851468275225;0.167505676275605;0.03050959241667;0.0256467984376864;0.629607778698146;0.298665764368224;0.0274522792478825;0.0172841663973352;0.0271806998714885;0.111809030219042;0.054404739657364
"best";0.318530328473319;0.257885130863751;0.301396973858798;0.172686296711925;0.177731550008461;0.160787425306901;0.0660187434330049;0.340931995253535;0.086467664962097;0.337893731210701;-0.114090148143697
"blessed";0.527499137286353;-0.0226885621954572;0.357016112035264;-0.0741361912848492;0.274508527782313;0.202531155350944;-0.0487366213971966;-0.0633795812523914;0.433364300002251;-0.110780536307726;-0.066426605523058
"bored";0.163753118169223;-0.134056334362725;-0.116973881599891;0.1584943883312;-0.0366464023902886;0.0866456072356118;0.250982897688626;-0.0762572633199843;-0.0221828030652886;0.255378450224174;0.425408695891044
"brave";0.344709566052727;-0.190799379990799;0.223490772606949;-0.0610111658432424;0.335390064573646;0.0839360498350578;0.0445061274461281;0.236520277265499;-0.145985606262189;0.278692050940719;0.00912360875775175
"calm";0.48268790525155;0.396320216432923;0.0867575407194285;0.0120683896255998;0.190997833521189;-0.102758439520427;-0.181754476847459;0.147118422892373;0.0225014680864319;0.2787718641604;-0.0369502853817714
"capable";0.0149697885543553;0.132993059763165;0.642971616775822;-0.139633639826321;-0.0190996751086376;0.131458174456761;0.239639151902548;-0.0773958021136226;-0.0787712517524605;-0.00514481464711711;0.311070759300081
"careful";0.220211361754893;0.347765523337427;0.0913239717115019;-0.101771914648268;0.253976995103877;0.0724609460168079;0.179251556477437;0.0227830988001067;0.203261359126064;0.470311984715003;-0.154487976978394
"cautious";0.124075942270842;0.0461834968069922;-0.00590124207923015;0.871502484103074;0.0589916697114488;-0.0329862178017042;-0.000758023226044042;-0.0490980904492827;0.0282368757638942;-0.0519348022686493;0.0987347887879914
"cheerful";0.351507778670457;0.328054108685152;0.265633036432032;-0.0391782124808666;0.239684213735786;-0.0177021378002089;0.0294541747587006;-0.00515096252112606;0.361641254967539;0.309307937345793;-0.262685327612343
"clean";0.0811906880853312;0.0617890131494472;0.695158514194066;-0.0127870190933653;-0.0895749283559326;0.0214944575705735;0.102215624878497;0.0404889948325283;0.283153676128272;0.0458932893061769;-0.14219650583507
"comfortable";0.669704142333291;0.192927491962035;-0.0376910926780141;0.0912612755123476;-0.0326954143063358;0.0635690029173364;0.271937983545126;0.0984419281715927;0.136959594512028;0.0216034958440217;-0.0254891800852533
"compassionate";0.0586521549477699;0.608675322401033;0.0786741992122082;-0.074216461766744;0.128834645414234;-0.16521442701912;-0.0371374218125769;0.0225845914786015;0.168735499162143;0.197224151695784;-0.261284729656308
"competent";0.0623597612861399;0.407050583648618;0.414375291831911;0.378188949153224;-0.0546548026155107;0.170044865617381;-0.231814297318807;-0.0384377389471888;-0.268636096677901;-0.102250587640473;0.0507529387534092
"conventional";0.0312578901542592;-0.137630228735869;0.0566954229770255;-0.00420291057861011;0.134645982435096;0.841227159524981;0.151325354768653;-0.0172701094621022;0.0606145425010984;0.0247174275154486;0.0142262094063025
"cruel";0.112771501179318;0.0726643483209634;0.164290997622243;-0.101122168182135;0.592994680713825;-0.0334038180890928;-0.118983258077208;0.455760828868579;0.0197019510135376;0.0446836313729729;-0.125678052898796
"curious";0.332941249853694;0.304561260596358;0.252657429899643;0.0997135611241399;0.454642534329592;0.171833235707434;-0.0116549962523915;0.0887033029226725;0.169095855822069;0.0581392760568766;-0.0827307709859142
"dangerous";0.0247727062725972;0.242479043724942;0.0841308400109156;0.0173972371554138;0.70794013344406;0.1556579924369;0.0562890163143794;0.156877372531523;0.0269443552571895;-0.0664267280222924;0.182007588574621
"delicate";0.111912970630426;0.569698268470931;0.110352496887821;-0.168019472645313;0.407837720197234;0.00997144290960807;-0.0609027690336682;0.0608157117219491;-0.0775922798491277;0.297286433263684;0.067825986859632
"delighted";0.301561732198732;0.122615457496668;0.560365233221597;0.0664344690440251;0.214431927300205;0.309962278912318;-0.092729799433076;-0.0798435348827947;0.374240522273455;0.0673632949991765;-0.15400907267483
"determined";-0.0863156171493491;0.0892443576420205;-0.151432938694828;0.0196512159972129;0.027886046454427;0.141496061701007;0.0755351675229695;0.143417560876578;0.374114032706059;0.0422531626404043;0.0566111131012596
"different";0.548982768351998;-0.0497989884655558;0.197367330758766;0.143820870016679;0.241249322397455;0.0891877533101906;0.168043384003319;0.123772467486911;-0.0198829296556357;0.190295128621205;0.239326473082189
"direct";0.364520029853452;-0.0238738248134905;-0.0884423627005091;0.245831880927316;0.0749893209007641;0.123390508675148;0.155052161095998;0.361293425916996;-0.00473455392039581;-0.00690195627854125;-0.0224991181928957
"expensive";0.00528838390675052;-0.159345348441649;0.00586454314268137;-0.0305732300253068;0.269183553798328;0.794660000168726;0.105544031953644;0.00389602059161185;0.00144850013870326;0.114825663229692;-0.0253100016983774
