"MR1";"MR3";"MR2"
"#-worth";0.257159201208214;0.581822345508498;0.0103244802992615
"accustomed";0.25296516969311;0.229467946458403;0.587414707395211
"afraid";0.529237757695261;0.442517755754495;0.335280849416655
"beautiful";0.242996237963882;0.236913188772668;0.647982346254024
"best";0.32732995518164;0.47461755456726;0.329843539255784
"capable";0.469351011989363;0.3999205072652;0.171606071910506
"careful";0.307311398001571;0.42118770346864;-0.106936913327441
"cheerful";0.676646594381411;0.152840186659958;0.287081037805116
"comfortable";-0.0684474883952737;0.716994426930575;-0.0481857886406859
"confident";0.131862210277537;0.178528361029492;0.619015418446922
"cruel";0.620624966950582;0.336514434768078;0.214367603141452
"curious";0.0728586166128905;0.102631511071876;0.514881398773103
"dangerous";0.175594257068678;0.168836844233425;0.424411756586353
"delicate";0.596602766383962;0.247555915364719;0.15398185481662
"delighted";0.252769772809883;0.512745488842912;0.447174884231256
"delightful";0.554299969600209;0.0677980895304522;0.566893608340066
"determined";0.341320866970497;0.542314478883074;0.154146108067095
"different";0.620629976983315;0.457187341193202;-0.00988696811919809
"entertaining";0.0734526161094896;0.477633452770042;0.0842915773350711
"extraordinary";0.191300530350901;0.398352734811326;0.562440203359275
"extreme";0.677707793538346;0.365874694951735;-0.283578574635423
"fair";0.3794493267198;0.447344220272452;0.14756220876429
"faithful";0.617856170584528;0.113767415832932;0.192286353372909
"familiar";0.053718200356977;0.138531119543507;-0.244877472335502
"fancy";0.0915022794334103;0.29804844447896;0.121453833538342
"free";0.528714245814446;0.384692734706943;0.523554171522119
"friendly";0.57691235014878;0.336981014216966;-0.155040817756326
"generous";0.620004682522553;0.363850205016591;0.297176882647503
"gentle";0.661903871969339;-0.0132399632678944;0.290546972964295
"greatest";0.555284477276056;0.409448468898821;0.369847971326398
"happy";0.668893570022514;0.256779764714428;0.132432630570872
"heavenly";0.318949081045558;-0.0382760742158028;0.575985419026842
"humble";0.644874401104842;0.176240362892859;0.383993915016366
"improper";0.590580638428242;0.336150158986876;0.162478686543937
"interesting";0.626945943292817;0.265785235070184;0.194012195978023
"married";0.369092857385847;0.0525844182666876;-0.439965330443795
"modest";0.169025422895599;0.321506701449855;0.575770576590536
"mysterious";0.669208020231894;0.0958534268375989;0.219098534366225
"natural";0.650725770101136;0.200031320395703;0.187727047510004
"passionate";0.477286466320186;0.357651929042296;-0.257123752715276
"pleasant";0.68460140048855;-0.088599428729132;0.371143515980445
"polite";0.128443596518638;0.568777603573048;0.278879257544257
"productive";0.248570945672298;0.444146013429699;0.114673947701539
"proud";0.528354208583492;0.549532648450526;-0.218490139054345
"prudent";0.0410949070515695;0.398678447172659;0.0252829130075311
"quiet";0.398906739010686;0.489120772953148;0.345545051440053
"sacred";0.13098757911431;0.258417848302265;-0.477813900530887
"safe";0.762535947110715;0.356619265584029;0.0463323139908494
"shocked";0.329095366497015;0.310881813422936;0.273703681721608
"sincere";0.36368059915247;0.118127265276025;0.417895618868591
"smart";0.552502491202394;0.173191638117262;-0.0196091105902122
"strong";0.597829465459764;0.511842859924575;0.110352017285725
"superior";0.535853564208667;0.487933283096648;0.136734625591599
"thoughtful";0.741655569094984;0.0262820489778759;0.0427577739913287
"unpleasant";0.533331937307998;0.084040664802248;0.425214225761032
"weak";0.674759974171866;0.411403575909845;0.25865658804042
"welcome";0.597782911527545;0.315914408866132;0.226743278033325
"worth";0.373458714646935;0.331336618512298;0.214592204038435
