"The_unfortunate_traveler"
"23"
"0"
"130"
"31.75"
"0.00392144657807102"
"0.761951923370361"
"The_unfortunate_traveler"
"25"
"0"
"282"
"49.7857142857143"
"0.00224690380778047"
"0.601017594337463"
