"node_id" "tags" "dpub"
"1" "born, city" "1"
"2" "called, married, relations" "2"
"3" "famous, regiment" "3"
"4" "more" "4"
"5" "" "5"
"6" "there" "6"
"7" "" "7"
"8" "called, gout" "8"
"9" "more, reasons, wandering" "9"
"10" "called, famous, happiness, make" "10"
"11" "happiness" "11"
"12" "been, born, testimony, when" "12"
"13" "fewest, more, perplexed, should, sliding, smoothly" "13"
"14" "been, born, should, there, used, when" "14"
"15" "more, when" "15"
"16" "" "16"
"17" "more" "17"
"18" "days" "18"
"19" "again, bent, consent, hastily, late, more, old, serve, should, when" "19"
"20" "consent, purpose, should, there, thing, used, when, wondered" "20"
"21" "born, consent" "21"
"22" "loose, obstinately" "22"
"23" "more, purpose, should, there" "23"
"24" "" "24"
"25" "been" "25"
"26" "wicked" "26"
"27" "conscience, fresh" "27"
"28" "days" "28"
"29" "again, more, should" "29"
"30" "been, days" "30"
"31" "rose, still" "31"
"32" "more" "32"
"33" "should" "33"
"34" "when" "34"
"35" "" "35"
"36" "" "36"
"37" "make" "37"
"38" "make" "38"
"39" "distress, surface" "39"
"40" "again, called, conscience, days, fellow, return" "40"
"41" "danger, leave, still" "41"
"42" "been" "42"
"43" "anchor" "43"
"44" "days" "44"
"45" "days, fresh, should" "45"
"46" "danger, make" "46"
"47" "anchor" "47"
"48" "" "48"
"49" "" "49"
"50" "" "50"
"51" "been, describe, hurries, should, steerage, still, when" "51"
"52" "dismal, distress, masts, three, when" "52"
"53" "more" "53"
"54" "three" "54"
"55" "consented, loose, make, when" "55"
"56" "been" "56"
"57" "describe, more, taken" "57"
"58" "" "58"
"59" "" "59"
"60" "meant" "60"
"61" "more, when" "61"
"62" "been, feet, there, water" "62"
"63" "called" "63"
"64" "sat" "64"
"65" "worked" "65"
"66" "distress" "66"
"67" "broken, meant, thing" "67"
"68" "" "68"
"69" "been, nobody, when" "69"
"70" "firing, water, worked" "70"
"71" "" "71"
"72" "make, purpose" "72"
"73" "meant, more" "73"
"74" "rather, when" "74"
"75" "should, slow, when" "75"
"76" "money, quarters, used" "76"
"77" "been" "77"
"78" "calls, more, obstinacy, power" "78"
"79" "hurries" "79"
"80" "reasonings" "80"
"81" "" "81"
"82" "days, more, quarters, three" "82"
"83" "" "83"
"84" "" "84"
"85" "" "85"
"86" "should" "86"
"87" "again" "87"
"88" "" "88"
"89" "" "89"
"90" "" "90"
"91" "more" "91"
"92" "money, should, there" "92"
"93" "should" "93"
"94" "make" "94"
"95" "" "95"
"96" "been, distress, return" "96"
"97" "called, make, vessel, wild" "97"
"98" "should, when, worked" "98"
"99" "money" "99"
"100" "fellows, loose, omitting" "100"
"101" "again, been, there" "101"
"102" "should" "102"
"103" "friendship" "103"
"104" "relations" "104"
"105" "integrity, return, rules, yielded" "105"
"106" "trading" "106"
"107" "again, vessel" "107"
"108" "" "108"
"109" "make, rather" "109"
"110" "masts, prepared" "110"
"111" "again, three" "111"
"112" "" "112"
"113" "again, prepared" "113"
"114" "laying" "114"
"115" "" "115"
"116" "disabled, three, wounded" "116"
"117" "proper, there" "117"
"118" "should, undone" "118"
"119" "again, should, taken, when" "119"
"120" "again, taken, when" "120"
