"Pickwick"
"46"
"0"
"2057"
"227.066666666667"
"0.000376031586308346"
"0.640413761138916"
"Pickwick"
"52"
"0"
"2083"
"235.846153846154"
"0.000405755276255176"
"0.690727710723877"
