"Mystery_of_Edwin_Drood"
"40"
"0"
"654"
"101.25"
"0.000959315530064203"
"0.685887813568115"
"Mystery_of_Edwin_Drood"
"47"
"0"
"607"
"120.111111111111"
"0.00101500668105663"
"0.752303242683411"
