"Martin_Chuzzlewit"
"51"
"0"
"2715"
"274.6875"
"0.000299715767130998"
"0.620769858360291"
"Martin_Chuzzlewit"
"95"
"0"
"2380"
"271.5"
"0.000348590456254866"
"0.741979539394379"
