"node_id" "tags" "dpub"
"1" "" "1"
"2" "" "2"
"3" "life" "3"
"4" "" "4"
"5" "form, them" "5"
"6" "children, this" "6"
"7" "" "7"
"8" "" "8"
"9" "" "9"
"10" "voice" "10"
"11" "wind" "11"
"12" "" "12"
"13" "life, them, this" "13"
"14" "" "14"
"15" "" "15"
"16" "calculations" "16"
"17" "" "17"
"18" "" "18"
"19" "" "19"
"20" "" "20"
"21" "get" "21"
"22" "" "22"
"23" "" "23"
"24" "kind, them" "24"
"25" "away" "25"
"26" "said" "26"
"27" "" "27"
"28" "said" "28"
"29" "" "29"
"30" "voice" "30"
"31" "said" "31"
"32" "" "32"
"33" "" "33"
"34" "" "34"
"35" "belongs" "35"
"36" "objectionable, waved" "36"
"37" "" "37"
"38" "" "38"
"39" "breaks, get" "39"
"40" "" "40"
"41" "" "41"
"42" "" "42"
"43" "" "43"
"44" "this" "44"
"45" "said" "45"
"46" "" "46"
"47" "" "47"
"48" "" "48"
"49" "sit" "49"
"50" "compact" "50"
"51" "" "51"
"52" "been, form, them" "52"
"53" "been" "53"
"54" "unwholesomely" "54"
"55" "said" "55"
"56" "" "56"
"57" "" "57"
"58" "incisive" "58"
"59" "" "59"
"60" "" "60"
"61" "known" "61"
"62" "much" "62"
"63" "said" "63"
"64" "" "64"
"65" "this" "65"
"66" "light" "66"
"67" "" "67"
"68" "" "68"
"69" "" "69"
"70" "fought" "70"
"71" "adversary, deaf, wind" "71"
"72" "" "72"
"73" "said, this" "73"
"74" "" "74"
"75" "" "75"
"76" "children" "76"
"77" "" "77"
"78" "" "78"
"79" "" "79"
"80" "said" "80"
"81" "said" "81"
"82" "" "82"
"83" "said" "83"
"84" "" "84"
"85" "" "85"
"86" "" "86"
"87" "said" "87"
"88" "" "88"
"89" "" "89"
"90" "said" "90"
"91" "" "91"
"92" "going" "92"
"93" "" "93"
"94" "this" "94"
"95" "said, them" "95"
"96" "calm, said" "96"
"97" "" "97"
"98" "said" "98"
"99" "" "99"
"100" "them" "100"
"101" "" "101"
"102" "" "102"
"103" "" "103"
"104" "" "104"
"105" "said" "105"
"106" "" "106"
"107" "said" "107"
"108" "" "108"
"109" "" "109"
"110" "" "110"
"111" "" "111"
"112" "" "112"
"113" "birds" "113"
"114" "going, represented" "114"
"115" "mathematical, said" "115"
"116" "" "116"
"117" "" "117"
"118" "" "118"
"119" "" "119"
"120" "frightened" "120"
"121" "said" "121"
"122" "much" "122"
"123" "" "123"
"124" "" "124"
"125" "been" "125"
"126" "answered, been, variety" "126"
"127" "astronomy" "127"
"128" "" "128"
"129" "customs, mountains, names" "129"
"130" "" "130"
"131" "much" "131"
"132" "this, unlike" "132"
"133" "" "133"
"134" "dost, thy" "134"
"135" "" "135"
"136" "satisfaction" "136"
"137" "" "137"
"138" "" "138"
"139" "" "139"
"140" "been" "140"
"141" "been" "141"
"142" "" "142"
"143" "" "143"
"144" "captive" "144"
"145" "moon" "145"
"146" "" "146"
"147" "known, old" "147"
"148" "been" "148"
"149" "" "149"
"150" "" "150"
"151" "" "151"
"152" "" "152"
"153" "uncompromising" "153"
"154" "" "154"
"155" "" "155"
"156" "this" "156"
"157" "" "157"
"158" "" "158"
"159" "top" "159"
"160" "" "160"
"161" "" "161"
"162" "" "162"
"163" "been, names, this" "163"
"164" "" "164"
"165" "been" "165"
"166" "" "166"
"167" "" "167"
"168" "" "168"
"169" "" "169"
"170" "" "170"
"171" "" "171"
"172" "" "172"
"173" "early" "173"
"174" "announced, equestrian, graceful" "174"
"175" "strictly" "175"
"176" "this" "176"
"177" "noisy, pass, them, wind" "177"
"178" "children, road" "178"
"179" "" "179"
"180" "said" "180"
"181" "" "181"
"182" "equestrian, graceful, mathematical" "182"
"183" "erring, said" "183"
"184" "" "184"
"185" "" "185"
"186" "away, leading, said" "186"
"187" "" "187"
"188" "" "188"
"189" "dissatisfaction, life, light, them" "189"
"190" "eager, them" "190"
"191" "sixteen" "191"
"192" "" "192"
"193" "" "193"
"194" "been" "194"
"195" "quickly, said" "195"
"196" "" "196"
"197" "" "197"
"198" "" "198"
"199" "" "199"
"200" "" "200"
"201" "been, mathematical, said" "201"
"202" "this" "202"
"203" "" "203"
"204" "been, said" "204"
"205" "" "205"
"206" "" "206"
"207" "" "207"
"208" "" "208"
"209" "" "209"
"210" "" "210"
"211" "" "211"
"212" "this" "212"
"213" "" "213"
"214" "been" "214"
"215" "" "215"
"216" "" "216"
"217" "" "217"
"218" "" "218"
"219" "" "219"
