"" "anne_elliot::gay" "anne_elliot::independent" "anne_elliot::pensive" "anne_haggard::rapid" "anne::#-animated" "anne::#-civil" "anne::#-daring" "anne::#-sincere" "anne::affectionate" "anne::bookish" "anne::careless" "anne::cautious" "anne::cheerful" "anne::civil" "anne::cold" "anne::cool" "anne::disrespectful" "anne::domestic" "anne::eager" "anne::earnest" "anne::easy" "anne::eloquent" "anne::exact" "anne::fearful" "anne::fearless" "anne::frank" "anne::free" "anne::gay" "anne::general" "anne::generous" "anne::gentle" "anne::good-humoured" "anne::grateful" "anne::hard-hearted" "anne::helpless" "anne::humble" "anne::hysterical" "anne::impatient" "anne::independent" "anne::lively" "anne::melancholy" "anne::natural" "anne::nervous" "anne::open" "anne::overbearing" "anne::particular" "anne::pensive" "anne::polite" "anne::prompt" "anne::quiet" "anne::rapid" "anne::resolute" "anne::rough" "anne::sad" "anne::sanguine" "anne::second" "anne::selfish" "anne::sensible" "anne::serious" "anne::severe" "anne::silent" "anne::sincere" "anne::slow" "anne::steady" "anne::stern" "anne::strong" "anne::sudden" "anne::sufficient" "anne::sure" "anne::suspicious" "anne::sweet" "anne::tender" "anne::true" "anne::unfeeling" "anne::urgent" "anne::vague" "anne::vain" "anne::vehement" "anne::willing" "anne::wise" "baldwin::severe" "bath::assiduous" "benwick::constant" "benwick::general" "benwick::high-spirited" "benwick::inexpensive" "benwick::sure" "benwick::vain" "byron::general" "charles_hayter::easy" "charles_hayter::good-natured" "charles_hayter::handsome" "charles_hayter::strong" "charles_ii::handsome" "charles_ii::second" "charles_musgrove::civil" "charles::#-easy" "charles::affectionate" "charles::bookish" "charles::careless" "charles::eager" "charles::helpless" "charles::hysterical" "charles::nervous" "charles::particular" "charles::quiet" "charles::serious" "charles::shy" "charles::social" "charles::steady" "charles::sudden" "charles::sure" "charles::true" "charles::unhappy" "charles::vain" "clay::friendly" "croft::#-wise" "croft::cold" "croft::dependent" "croft::earnest" "croft::hearty" "croft::particular" "croft::sensible" "croft::sure" "croft::suspicious" "croft::sympathetic" "croft::true" "dalrymple::impatient" "dick_musgrove::unfeeling" "dick::strong" "edward::reasonable" "elizabeth_elliot::acceptable" "elizabeth_elliot::courteous" "elizabeth_elliot::general" "elizabeth_elliot::handsome" "elizabeth::awkward" "elizabeth::busy" "elizabeth::cautious" "elizabeth::certain" "elizabeth::cold" "elizabeth::fearful" "elizabeth::fresh" "elizabeth::friendly" "elizabeth::general" "elizabeth::generous" "elizabeth::gentle" "elizabeth::handsome" "elizabeth::impatient" "elizabeth::modest" "elizabeth::observant" "elizabeth::particular" "elizabeth::positive" "elizabeth::proud" "elizabeth::selfish" "elizabeth::sensible" "elizabeth::simple" "elizabeth::slow" "elizabeth::strong" "elizabeth::sudden" "elizabeth::sure" "elizabeth::ungracious" "elizabeths::handsome" "elizabeths::second" "elliot::#-particular" "elliot::awkward" "elliot::certain" "elliot::cheerful" "elliot::cold" "elliot::cold-blooded" "elliot::constant" "elliot::cool" "elliot::curious" "elliot::disingenuous" "elliot::easy" "elliot::fresh" "elliot::general" "elliot::good-natured" "elliot::handsome" "elliot::impatient" "elliot::intimate" "elliot::modest" "elliot::natural" "elliot::obliging" "elliot::observant" "elliot::particular" "elliot::placid" "elliot::polite" "elliot::quick" "elliot::restless" "elliot::selfish" "elliot::sensible" "elliot::strong" "elliot::sudden" "elliot::sure" "elliot::suspicious" "elliot::true" "elliot::unsolicitous" "elliot::vain" "elliot::willing" "frederick_wentworth::natural" "frederick_wentworth::second" "frederick_wentworth::suspicious" "frederick::reasonable" "giaour::religious" "hamilton::gentle" "hamilton::helpless" "harville::benevolent" "harville::earnest" "harville::easy" "harville::general" "harville::handsome" "harville::hospitable" "harville::impatient" "harville::lively" "harville::melancholy" "harville::natural" "harville::quiet" "harville::sensible" "harville::serious" "harville::severe" "harville::steady" "harville::strong" "hayter::sad" "henrietta::#-easy" "henrietta::cautious" "henrietta::constant" "henrietta::cordial" "henrietta::eager" "henrietta::easy" "henrietta::general" "henrietta::gentle" "henrietta::good-natured" "henrietta::grateful" "henrietta::impatient" "henrietta::intimate" "henrietta::lively" "henrietta::natural" "henrietta::negative" "henrietta::nervous" "henrietta::particular" "henrietta::positive" "henrietta::quiet" "henrietta::strong" "henrietta::vague" "henrietta::vain" "henrietta::vehement" "john_shepherd::jealous" "kellynch_hall::handsome" "kellynch_hall::second" "kellynch_hall::sensible" "kellynch_hall::sure" "kellynch::busy" "kellynch::fraternal" "kellynch::sympathetic" "lady_dalrymple::sudden" "lady_elliot::general" "lady_elliot::handsome" "lady_elliot::modest" "lady_russell::certain" "lady_russell::confidential" "lady_russell::domestic" "lady_russell::earnest" "lady_russell::fresh" "lady_russell::gentle" "lady_russell::intimate" "lady_russell::natural" "lady_russell::particular" "lady_russell::rapid" "lady_russell::second" "lady_russell::steady" "lady_russell::straight" "lady_russell::true" "lady_russell::vain" "louisa_musgrove::severe" "louisa::#-easy" "louisa::affectionate" "louisa::cheerful" "louisa::cordial" "louisa::eager" "louisa::general" "louisa::gentle" "louisa::grateful" "louisa::hysterical" "louisa::natural" "louisa::particular" "louisa::pleasant" "louisa::rough" "louisa::second" "louisa::steep" "louisa::strong" "louisa::sufficient" "louisa::sure" "louisa::vain" "louisa::willing" "louisa::wise" "mary::#-easy" "mary::cheerful" "mary::constant" "mary::cordial" "mary::eager" "mary::easy" "mary::general" "mary::good-humoured" "mary::handsome" "mary::impatient" "mary::particular" "mary::polite" "mary::quiet" "mary::sure" "mary::sympathetic" "mary::unhappy" "mary::vain" "miss_elliot::#-civil" "mrs_clay::#-particular" "mrs_clay::busy" "mrs_clay::certain" "mrs_clay::cold" "mrs_clay::constant" "mrs_clay::obliging" "mrs_clay::placid" "mrs_clay::positive" "mrs_clay::restless" "mrs_clay::severe" "mrs_clay::sudden" "mrs_croft::dependent" "mrs_croft::easy" "mrs_croft::hearty" "mrs_croft::impatient" "mrs_harville::handsome" "mrs_harville::hospitable" "mrs_harville::melancholy" "mrs_musgrove::#-easy" "mrs_musgrove::general" "mrs_musgrove::grave" "mrs_musgrove::hopeless" "mrs_musgrove::impatient" "mrs_musgrove::pensive" "mrs_musgrove::strong" "mrs_musgrove::sure" "mrs_musgrove::true" "mrs_musgrove::vague" "mrs_shirley::cheerful" "mrs_smith::#-hopeless" "mrs_smith::cold" "mrs_smith::general" "mrs_smith::hard-hearted" "mrs_smith::sensible" "mrs_smith::silent" "mrs_smith::stern" "mrs_smith::sure" "mrs_wallis::sensible" "musgrove::#-easy" "musgrove::general" "musgrove::grateful" "musgrove::grave" "musgrove::impatient" "robinson::pleasant" "robinson::vague" "rooke::sensible" "russell::fresh" "russell::lively" "russell::natural" "russell::prompt" "russell::sensible" "russell::strong" "shepherd::hearty" "shepherd::sure" "shepherd::true" "sir_walter::obliging" "viscountess_dalrymple::generous" "wallis::fresh" "wallis::intimate" "wallis::military" "wallis::particular" "walter_elliot::acceptable" "walter_elliot::awkward" "walter::benevolent" "walter::charitable" "walter::cold" "walter::cunning" "walter::delicate" "walter::general" "walter::handsome" "walter::hearty" "walter::intimate" "walter::second" "walter::solicitous" "walter::strict" "walter::strong" "wentworth::affectionate" "wentworth::benevolent" "wentworth::bold" "wentworth::certain" "wentworth::cheerful" "wentworth::critical" "wentworth::eager" "wentworth::earnest" "wentworth::exact" "wentworth::general" "wentworth::irresolute" "wentworth::lively" "wentworth::pleasant" "wentworth::prompt" "wentworth::second" "wentworth::sensible" "william_walter_elliot::handsome" "anne_elliot::silent" "wentworth::independent" "mary::rapid" "elliot::#-animated" "mrs_croft::#-civil" "mrs_clay::#-daring" "elliot::#-sincere" "wentworth::hysterical" "lady_russell::bookish" "wentworth::careless" "wentworth::cautious" "mrs_smith::cheerful" "lady_russell::civil" "mary::cold" "mrs_clay::polite" "mrs_smith::urgent" "mary::cool" "mrs_smith::disrespectful" "louisa::domestic" "anne::open-hearted" "mrs_croft::earnest" "walter::easy" "wentworth::easy" "wentworth::sad" "anne::steadfast" "wentworth::free" "anne::scientific" "charles::general" "mrs_smith::tender" "wentworth::grateful" "viscountess_dalrymple::selfish" "hamilton::silent" "mrs_croft::good-humoured" "henrietta::helpless" "hamilton::humble" "walter::impatient" "walter::independent" "wentworth::strong" "mrs_croft::melancholy" "mrs_croft::natural" "wentworth::natural" "louisa::nervous" "louisa::open" "mrs_croft::open" "walter::overbearing" "walter::particular" "wentworth::pensive" "mary::second" "mrs_musgrove::quiet" "wentworth::quiet" "louisa::resolute" "wentworth::rough" "lady_russell::sanguine" "lady_russell::silent" "lady_russell::sensible" "wallis::sensible" "louisa::serious" "mrs_smith::serious" "hamilton::severe" "wentworth::silent" "elliot::sincere" "mary::slow" "mrs_musgrove::steady" "walter::sudden" "mrs_clay::sufficient" "wentworth::sufficient" "charles_musgrove::sure" "henrietta::sure" "wentworth::sure" "lady_russell::suspicious" "louisa::sweet" "benwick::true" "harville::true" "mary::true" "walter::true" "mrs_smith::unfeeling" "sarah::vague" "wentworth::vain" "louisa::vehement" "charles_musgrove::willing" "russell::willing" "charles_hayter::wise" "wentworth::wise" "walter::severe" "walter::assiduous" "harville::constant" "mrs_harville::general" "scott::general" "louisa_musgrove::high-spirited" "harville::inexpensive" "lady_russell::sure" "winthrop::good-natured" "mrs_musgrove::handsome" "william_walter_elliot::second" "charles::animated" "wentworth::#-easy" "mary::serious" "lady_russell::shy" "musgrove::social" "wentworth::sudden" "mrs_harville::unhappy" "musgrove::vain" "elliot::friendly" "walter::#-wise" "walter::suspicious" "walter::dependent" "walter::sure" "mrs_croft::particular" "mrs_croft::sure" "mrs_croft::sympathetic" "mrs_croft::true" "richard::unfeeling" "musgrove::strong" "mrs_croft::reasonable" "lady_russell::acceptable" "wentworth::courteous" "walter_elliot::strong" "wentworth::busy" "russell::cautious" "elliot::fearful" "walter::fresh" "mary::friendly" "walter::modest" "mrs_clay::observant" "wentworth::positive" "elizabeth::vain" "wentworth::simple" "wentworth::ungracious" "walter::#-particular" "wentworth::quick" "elliot::forbearing" "elliot::wary" "walter::constant" "mrs_smith::curious" "elliot::worldly" "mary::good-natured" "henry_russell::handsome" "wallis::impatient" "sir_walter::placid" "mrs_clay::vain" "wallis::sure" "walter::unsolicitous" "frederick_wentworth::sufficient" "wentworth::suspicious" "marmion::religious" "mrs_musgrove::hospitable" "wentworth::impatient" "wentworth::melancholy" "harville::thoughtful" "wentworth::severe" "mrs_hayter::sad" "mary::positive" "louisa::lively" "shirley::intimate" "louisa::negative" "walter_elliot::jealous" "lady_russell::busy" "wentworth::fraternal" "lady_russell::handsome" "mr_shepherd::confidential" "mary::domestic" "wallis::second" "russell::steady" "louisa::straight" "louisa::severe" "wentworth::steep" "mrs_harville::sufficient" "wentworth::willing" "mary::strong" "mrs_musgrove::hearty" "musgrove::sure" "musgrove::hopeless" "musgrove::true" "mrs_shirley::sure" "mrs_smith::thoughtful" "wentworth::vague" "rooke::shrewd" "walter_elliot::quiet" "william::cunning" "wentworth::unguarded" "wentworth::slow"
"anne_elliot::gay" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"anne_elliot::independent" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"anne_elliot::pensive" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"anne_haggard::rapid" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"anne::#-animated" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"anne::#-civil" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"anne::#-daring" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
