"" "abel_cottage::particular" "abel::affectionate" "abel::busy" "abel::delicate" "abel::obstinate" "abel::oratorical" "abel::original" "abel::particular" "abel::quiet" "abel::shy" "abel::violent" "alick::scornful" "astley::frolicsome" "astley::inconstant" "barbara::#-straight" "barbara::acute" "barbara::boastful" "barbara::bold" "barbara::calm" "barbara::cold" "barbara::considerate" "barbara::cool" "barbara::genteel" "barbara::gentle" "barbara::gracious" "barbara::handsome" "barbara::honest" "barbara::hysterical" "barbara::indifferent" "barbara::kind" "barbara::military" "barbara::mute" "barbara::natural" "barbara::oratorical" "barbara::original" "barbara::particular" "barbara::quiet" "barbara::silent" "barbara::simple" "barbara::strong" "barbara::sure" "barbara::vague" "bess::certain" "bess::majestic" "bess::peaceful" "betsy::true" "bevis_marks::affable" "bevis_marks::clean" "bevis_marks::earnest" "bevis_marks::general" "bevis_marks::mild" "bevis_marks::negative" "bevis_marks::sure" "bobby::exact" "brass::confidential" "brass::fast" "brass::particular" "chegg::supercilious" "cheggs::bashful" "cheggs::careful" "cheggs::fast" "cheggs::humane" "cheggs::jealous" "cheggs::moody" "cheggs::scornful" "cheggs::shrewish" "cheggs::straight" "christopher_nubbles::earnest" "christopher_nubbles::natural" "christopher_nubbles::true" "christopher::#-rash" "christopher::bold" "christopher::genteel" "christopher::mute" "christopher::obdurate" "christopher::sure" "chuckster::bold" "chuckster::daring" "codlin::benevolent" "codlin::curious" "codlin::free" "codlin::giddy" "codlin::open" "codlin::original" "codlin::sure" "codlin::suspicious" "codlin::willing" "damme::#-serious" "daniel_quilp::complacent" "daniel_quilp::earnest" "daniel_quilp::easy" "daniel_quilp::keen" "daniel_quilp::lazy" "daniel::practical" "daniel::sure" "david::pleasant" "davy::compassionate" "davy::irritable" "davy::sudden" "diana::#-particular" "dick_swiveller::bitter" "dick_swiveller::susceptible" "dick::affectionate" "dick::cheerful" "dick::cold" "dick::confidential" "dick::consistent" "dick::constant" "dick::cunning" "dick::curious" "dick::distrustful" "dick::free-spoken" "dick::fresh" "dick::gracious" "dick::humble" "dick::incautious" "dick::original" "dick::particular" "dick::proud" "dick::rueful" "dick::shrewd" "dick::sly" "dick::spendthrift" "dick::strong" "dick::sudden" "dick::sufficient" "dick::sure" "dick::tacit" "dick::thoughtful" "dick::thoughtless" "dick::true" "dick::unyielding" "dick::watchful" "edwards::dependent" "edwards::original" "edwards::spiteful" "fred_swiveller::sufficient" "fred_swiveller::wise" "fred::affectionate" "fred::businesslike" "fred::friendly" "fred::impatient" "fred::imperturbable" "fred::original" "fred::penitent" "fred::spiteful" "fred::strong" "fred::sufficient" "fred::thoughtful" "frederick_trent::confidential" "frederick_trent::second" "garland::bold" "garland::busy" "garland::calm" "garland::certain" "garland::considerate" "garland::genteel" "garland::gentle" "garland::heavy" "garland::original" "garland::particular" "garland::simple" "garland::strong" "garland::sweet" "gentry::familiar" "gentry::original" "george::#-heavy" "god::cheerful" "god::fearful" "harris::melancholy" "isaac_list::certain" "isaac_list::sure" "isaac_list::visionary" "jack::cold" "jack::dreamy" "jacob::certain" "jacob::fast" "jacob::fearful" "jacob::forcible" "jacob::obdurate" "jacob::open" "jacob::original" "james_groves::honest" "jane_wackles::careful" "jane_wackles::general" "jane::#-jealous" "jane::fresh" "jane::humane" "jane::shrewish" "jarley::familiar" "jarley::original" "jasper_packlemerton::christian" "jerry::impatient" "jerry::selfish" "king_lear::partial" "kit::abrupt" "kit::affable" "kit::cool" "kit::critical" "kit::free" "kit::frolicsome" "kit::jovial" "kit::kind" "kit::mournful" "kit::open" "kit::sure" "kit::vague" "melissa_wackles::general" "melissa::fresh" "miss_cheggs::straight" "miss_monflathers::expansive" "monflathers::respectful" "mr_abel::friendly" "mr_brass::active" "mr_brass::brisk" "mr_brass::close" "mr_brass::friendly" "mr_brass::pleasant" "mr_brass::shy" "mr_brass::sure" "mr_brass::thoughtless" "mr_brass::violent" "mr_brass::watchful" "mr_chuckster::certain" "mr_chuckster::disrespectful" "mr_chuckster::snobbish" "mr_grinder::morose" "mr_swiveller::certain" "mr_swiveller::cheerful" "mr_swiveller::easy" "mr_swiveller::exact" "mr_swiveller::grave" "mr_swiveller::natural" "mr_swiveller::pleasurable" "mr_swiviller::sure" "mrs_garland::bold" "mrs_garland::considerate" "mrs_garland::exact" "mrs_garland::gentle" "mrs_george::true" "mrs_jarley::awkward" "mrs_jarley::certain" "mrs_jarley::general" "mrs_jarley::indefatigable" "mrs_jarley::original" "mrs_jarley::philosophical" "mrs_jarley::specific" "mrs_jarley::thankful" "mrs_jarley::thoughtful" "mrs_jiniwin::constant" "mrs_jiniwin::handsome" "mrs_jiniwin::keen" "mrs_jiniwin::melancholy" "mrs_jiniwin::polite" "mrs_jiniwin::solemn" "mrs_jiniwin::sure" "mrs_quilp::active" "mrs_quilp::certain" "mrs_quilp::constant" "mrs_quilp::curious" "mrs_quilp::deliberate" "mrs_quilp::earnest" "mrs_quilp::fiery" "mrs_quilp::flexible" "mrs_quilp::free" "mrs_quilp::general" "mrs_quilp::gentle" "mrs_quilp::handsome" "mrs_quilp::obedient" "mrs_quilp::polite" "mrs_quilp::second" "mrs_quilp::silent" "mrs_quilp::sly" "mrs_quilp::solemn" "mrs_quilp::sudden" "mrs_quilp::sweet" "mrs_quilp::tender-hearted" "mrs_quilp::violent" "mrs_quilp::weak" "mrs_wackles::general" "mrs_wackles::gracious" "mrs_wackles::weak" "nell::acceptable" "nell::brute" "nell::careless" "nell::certain" "nell::cheerful" "nell::civil" "nell::cold" "nell::dependent" "nell::gentle" "nell::gracious" "nell::handsome" "nell::heavy" "nell::honest" "nell::mute" "nell::open-mouthed" "nell::original" "nell::sad" "nell::second" "nell::sincere" "nell::sweet" "nell::ugly" "nelly_trent::fast" "nelly::close" "nelly::handsome" "nelly::strong" "nelly::urgent" "quilp::amorous" "quilp::bitter" "quilp::boisterous" "quilp::brute" "quilp::candid" "quilp::careless" "quilp::cautious" "quilp::certain" "quilp::cold" "quilp::companionable" "quilp::complimentary" "quilp::confidential" "quilp::constant" "quilp::cunning" "quilp::curious" "quilp::dainty" "quilp::earnest" "quilp::easy" "quilp::eloquent" "quilp::energetic" "quilp::flexible" "quilp::gracious" "quilp::hard-hearted" "quilp::heavy" "quilp::maudlin" "quilp::melancholy" "quilp::original" "quilp::polite" "quilp::proud" "quilp::rapid" "quilp::remorseful" "quilp::rueful" "quilp::rusty" "quilp::second" "quilp::shrewd" "quilp::slow" "quilp::strong" "quilp::strong-minded" "quilp::submissive" "quilp::true" "quilp::uncertain" "quilp::unhappy" "quilp::unsuspicious" "quilp::unyielding" "quilp::watchful" "richard_swiveller::bashful" "richard_swiveller::candid" "richard_swiveller::close" "richard_swiveller::easy" "richard_swiveller::heavy" "richard_swiveller::maudlin" "richard_swiveller::noisy" "richard_swiveller::remorseful" "richard_swiveller::spendthrift" "richard_swiveller::unguarded" "richard::businesslike" "richard::cheerful" "richard::fresh" "richard::negative" "richard::original" "richard::prudent" "richard::reproachful" "richard::second" "richard::strong" "richard::timid" "sally_brass::affectionate" "sally_brass::grateful" "sally_brass::original" "sally_brass::proud" "sally_brass::rueful" "sally::abrupt" "sally::amorous" "sally::cheerful" "sally::close" "sally::cold" "sally::confidential" "sally::cruel" "sally::cunning" "sally::easy" "sally::exact" "sally::fast" "sally::friendly" "sally::indifferent" "sally::leisurely" "sally::lively" "sally::melancholy" "sally::mournful" "sally::musical" "sally::natural" "sally::noisy" "sally::open" "sally::prudent" "sally::quiet" "sally::serious" "sally::social" "sally::strong" "sally::sweet" "sally::tacit" "sally::tight" "sally::virtuous" "sammy::feminine" "sammy::mild" "sampson_brass::certain" "sampson_brass::musical" "sampson_brass::open" "sampson::certain" "sampson::cheerful" "sampson::feminine" "sampson::impatient" "sampson::modest" "sampson::obsequious" "sampson::original" "sampson::serious" "sampson::solemn" "sarah::gentle" "sarah::gracious" "sarah::jealous" "sarah::pacific" "sarah::strong" "shakspeare::true" "short::cheerful" "short::handsome" "short::honest" "short::urgent" "sophy_wackles::sad" "sophy::humane" "sophy::mazy" "sophy::moody" "sophy::scornful" "sophy::shrewish" "swiveller::#-sensitive" "swiveller::adventurous" "swiveller::certain" "swiveller::cheerful" "swiveller::communicative" "swiveller::companionable" "swiveller::complacent" "swiveller::consistent" "swiveller::disrespectful" "swiveller::easy" "swiveller::fast" "swiveller::forcible" "swiveller::friendly" "swiveller::grateful" "swiveller::heady" "swiveller::humble" "swiveller::indefinite" "swiveller::lively" "swiveller::melancholy" "swiveller::mournful" "swiveller::musical" "swiveller::negative" "swiveller::obdurate" "swiveller::responsible" "swiveller::slippery" "swiveller::slow" "swiveller::sure" "swiveller::uncertain" "swiviller::humane" "thomas_codlin::abrupt" "thomas_codlin::intimate" "trent::adventurous" "trent::brute" "wery::imperceptible" "whisker::perverse" "mrs_garland::particular" "abel::grateful" "mrs_garland::busy" "abel::strong" "abel::steady" "jacob::oratorical" "abel::timid" "kit::original" "swiveller::original" "abel::unobtrusive" "tomkinley::quiet" "abel::verbal" "abel::willing" "swiveller::scornful" "quilp::frolicsome" "barbara::inconstant" "kit::#-straight" "kit::acute" "jacob::boastful" "mrs_garland::genteel" "mrs_garland::calm" "barbara::soft-hearted" "kit::cold" "mrs_garland::simple" "nell::strong" "nell::hysterical" "barbara::sad" "jacob::military" "kit::mute" "kit::natural" "barbara::uncertain" "kit::silent" "kit::strong" "mrs_garland::strong" "bess::merciful" "bess::silent" "richard::affable" "swiveller::clean" "christopher_nubbles::general" "sally::mild" "marquis::exact" "sally::particular" "swiviller::supercilious" "sophy::bashful" "richard_swiviller::careful" "swiviller::fast" "swiviller::shrewish" "jane::jealous" "swiviller::moody" "sophy::straight" "christopher::natural" "christopher::true" "christopher::hasty" "garland::mute" "nell::sure" "chuckster::free" "thomas_codlin::benevolent" "thomas_codlin::curious" "codlin::surly" "codlin::particular" "short::open" "codlin::roguish" "thomas::sure" "codlin::watchful" "tom::willing" "quilp::#-serious" "daniel_quilp::ugly" "mrs_quilp::lazy" "dick::easy" "daniel_quilp::weak" "mrs_quilp::practical" "quilp::sure" "david::sure" "davy::sure" "davy::true" "sophia_wackles::#-particular" "quilp::susceptible" "quilp::affectionate" "dick::honest" "jove::cold" "richard_swiveller::confidential" "dick::virtuous" "richard::constant" "dick::natural" "quilp::free-spoken" "sally::curious" "dick::jealous" "sarah::unyielding" "sophia_wackles::humble" "richard::particular" "sally_brass::watchful" "sally::shrewd" "quilp::sly" "richard_swiveller::sufficient" "miss_wackles::sudden" "richard::sure" "sampson::tacit" "quilp::thoughtful" "richard_swiveller::thoughtless" "swiveller::true" "nell::spiteful" "edwards::sweet" "fred::wise" "richard::imperturbable" "mr_swiveller::impatient" "richard::penitent" "trent::spiteful" "richard_swiviller::strong" "garland::cold" "sally_brass::certain" "garland::natural" "sampson::sweet" "nell::familiar" "oliver_cromwell::#-heavy" "god::tranquil" "thomas_codlin::melancholy" "isaac::certain" "isaac::sure" "isaac::visionary" "jack::slow" "jacob::indifferent" "jacob::spiritual" "jacob::sudden" "jacob::vehement" "kit::obdurate" "quilp::open" "jem_groves::honest" "sophia_wackles::general" "sophy::#-jealous" "sophy::fresh" "mrs_jarley::christian" "short::impatient" "short::selfish" "richard::partial" "swiveller::abrupt" "kit::wary" "quilp::free" "kit::loud" "kit::sufficient" "nell::vague" "miss_monflathers::unfeminine" "nell::respectful" "mr_abel::sufficient" "mr_brass::uncertain" "mr_brass::fresh" "richard_swiveller::friendly" "richard_swiveller::pleasant" "richard_swiveller::sure" "swiveller::violent" "swiveller::snobbish" "short::morose" "sally::pleasurable" "mr_swiveller::serious" "sophy::sure" "mrs_garland::true" "nell::awkward" "nell::philosophical" "westminster_abbey::certain" "mrs_jarley::lively" "mrs_jarley::suspicious" "nell::specific" "nell::thankful" "nell::thoughtful" "quilp::handsome" "quilp::keen" "sampson_brass::melancholy" "trent::polite" "quilp::solemn" "sampson_brass::sure" "mrs_quilp::delicate" "mrs_quilp::impatient" "mrs_quilp::timid" "quilp::deliberate" "quilp::fiery" "quilp::tender-hearted" "mrs_quilp::ungrateful" "mrs_quilp::tearful" "nelly::second" "quilp::sweet" "trent::silent" "swiveller::sudden" "quilp::violent" "nelly::weak" "wackles::gracious" "wackles::weak" "nell::fast" "trent::careless" "nell::gloomy" "nell::timid" "nell::solemn" "nell::silent" "nell::ungenerous" "swiveller::open-mouthed" "nell::quiet" "quilp::sad" "quilp::ugly" "nelly::intimate" "thomas_codlin::handsome" "thomas_codlin::urgent" "sally::hard-hearted" "quilp::reckless" "richard_swiveller::companionable" "sampson_brass::cautious" "quilp::formal" "quilp::pleasant" "tom_scott::certain" "sampson::cold" "sampson::complimentary" "quilp::tight" "sally_brass::dainty" "tower_hill::earnest" "sally::eloquent" "quilp::sudden" "richard_swiveller::unhappy" "quilp::mournful" "richard_swiveller::original" "quilp::vocal" "sampson::rusty" "trent::slow" "richard_swiveller::strong" "sally::strong-minded" "swiveller::submissive" "sampson::uncertain" "richard::unsuspicious" "richard_swiveller::constant" "richard_swiveller::steep" "swiveller::noisy" "wackles::unguarded" "richard::trim" "sally::timid" "richard::supercilious" "swiveller::second" "sampson::affectionate" "sampson::virtuous" "sally::gentle" "swiveller::cruel" "sally::resigned" "swiveller::leisurely" "swiveller::sweet" "swiveller::open" "swiveller::quiet" "swiveller::social" "swiveller::strong" "sally::tremulous" "sampson::mild" "sampson_brass::vocal" "sampson::particular" "sampson::slow" "swiveller::modest" "sampson::pleasant" "sampson::technical" "swiveller::gentle" "sarah::virtuous" "vuffin::true" "short::lofty" "short::loud" "swiveller::sad" "swiveller::mazy" "swiveller::vague" "trent::responsible" "swiveller::solemn" "swiveller::venturous" "swiveller::mirthful" "swiveller::emphatic" "swiveller::weak" "swiveller::natural" "swiveller::impatient" "swiveller::particular" "swiveller::intimate" "swiveller::lofty" "swiveller::stern" "swiveller::thankful" "thomas_codlin::indifferent" "thomas_codlin::joyful" "wery::scientific" "whisker::quick"
"abel_cottage::particular" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"abel::affectionate" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"abel::busy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"abel::delicate" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
