"" "--_emma::#-strong" "--_emma::close" "--_emma::decisive" "--_emma::particular" "--_emma::sufficient" "--_emma::unhappy" "--_harriet::fresh" "--_harriet::presumptuous" "--_harriet::sensible" "--_isabella::natural" "--_jane::certain" "--_latterly::sensible" "--_methodical::inward" "--_methodical::methodical" "alderneys::handsome" "barnes::sure" "bates::awkward" "bates::brutal" "bates::certain" "bates::cheerful" "bates::civil" "bates::cold" "bates::come-at-able" "bates::desultory" "bates::fast" "bates::fresh" "bates::friendly" "bates::general" "bates::grateful" "bates::guileless" "bates::hearty" "bates::kind" "bates::natural" "bates::neat" "bates::pleasant" "bates::quiet" "bates::rude" "bates::scornful" "bates::second" "bates::serious" "bates::simple" "bates::strong" "bates::sure" "bates::tart" "bates::thorough" "bates::thoughtful" "bates::true" "bates::vain" "bateses::independent" "bella::eager" "bella::easy" "bickerton::steep" "box_hill::#-open" "box_hill::general" "box_hill::severe" "box_hill::unfeeling" "bragge::intimate" "bragge::sure" "brown::cordial" "brown::fearless" "brown::gallant" "campbell::calm" "campbell::fresh" "campbell::general" "campbell::handsome" "campbell::kind" "campbell::musical" "campbell::natural" "campbell::particular" "campbell::strong" "campbell::sure" "churchill::#-second" "churchill::ceremonious" "churchill::certain" "churchill::cold" "churchill::easy" "churchill::fresh" "churchill::genial" "churchill::natural" "churchill::nervous" "churchill::proud" "churchill::steady" "churchill::strict" "churchill::sure" "clifton::cold" "cole::acceptable" "cole::cordial" "cole::fearless" "cole::fresh" "cole::gallant" "cole::rude" "cole::silent" "cole::sure" "coles::sure" "coles::vain" "dixon::intimate" "dixon::kind" "dixon::mischievous" "dixon::moderate" "dixon::natural" "dixon::particular" "dixon::simple" "dixon::willing" "elizabeth_martin::general" "elizabeth_martin::true" "elizabeth::direct" "elton::#-friendly" "elton::acute" "elton::affable" "elton::careful" "elton::certain" "elton::cheerful" "elton::christian" "elton::close" "elton::cold" "elton::conceited" "elton::confident" "elton::easy" "elton::even" "elton::familiar" "elton::fearful" "elton::fresh" "elton::friendly" "elton::general" "elton::gentle" "elton::grateful" "elton::guileless" "elton::handsome" "elton::hasty" "elton::indifferent" "elton::invariable" "elton::joyous" "elton::moderate" "elton::musical" "elton::natural" "elton::negligent" "elton::particular" "elton::pert" "elton::pleasant" "elton::positive" "elton::quick" "elton::quiet" "elton::reproachful" "elton::retentive" "elton::sanguine" "elton::second" "elton::sensible" "elton::silent" "elton::steady" "elton::sudden" "elton::sufficient" "elton::sure" "elton::sweet" "elton::tender-hearted" "elton::thankful" "elton::thoughtful" "elton::true" "elton::unhappy" "elton::unvarying" "elton::vain" "elton::willing" "emma_woodhouse::affectionate" "emma::#-easy" "emma::#-open" "emma::#-true" "emma::#-vain" "emma::acceptable" "emma::animated" "emma::awkward" "emma::bitter" "emma::busy" "emma::cautious" "emma::certain" "emma::charitable" "emma::cheerful" "emma::civil" "emma::cold" "emma::compassionate" "emma::conceited" "emma::confident" "emma::cordial" "emma::delicate" "emma::demure" "emma::dignified" "emma::direct" "emma::domestic" "emma::eager" "emma::earnest" "emma::easy" "emma::envious" "emma::exact" "emma::expressive" "emma::fearful" "emma::free" "emma::fresh" "emma::friendly" "emma::general" "emma::gentle" "emma::good-tempered" "emma::grateful" "emma::grave" "emma::handsome" "emma::heavy" "emma::impudent" "emma::indifferent" "emma::insincere" "emma::intimate" "emma::intimates" "emma::jealous" "emma::joyous" "emma::keen" "emma::kind" "emma::languid" "emma::lively" "emma::melancholy" "emma::mischievous" "emma::moderate" "emma::natural" "emma::obliging" "emma::open" "emma::original" "emma::particular" "emma::playful" "emma::pleasant" "emma::positive" "emma::presumptuous" "emma::quick" "emma::quiet" "emma::random" "emma::reasonable" "emma::reproachful" "emma::respectful" "emma::rude" "emma::second" "emma::sensible" "emma::serious" "emma::silent" "emma::simple" "emma::sincere" "emma::sluggish" "emma::social" "emma::soft" "emma::soft-hearted" "emma::spirited" "emma::spontaneous" "emma::steady" "emma::strong" "emma::submissive" "emma::sudden" "emma::sure" "emma::sweet" "emma::thankful" "emma::thorough" "emma::thoughtful" "emma::true" "emma::unbiased" "emma::unhappy" "emma::unselfish" "emma::unsuspicious" "emma::vain" "emma::willing" "emma::womanly" "frank_churchill::acceptable" "frank_churchill::animated" "frank_churchill::cold" "frank_churchill::eager" "frank_churchill::forgiving" "frank_churchill::friendly" "frank_churchill::gallant" "frank_churchill::handsome" "frank_churchill::hearty" "frank_churchill::impatient" "frank_churchill::intimate" "frank_churchill::keen" "frank_churchill::kind" "frank_churchill::quick" "frank_churchill::quiet" "frank_churchill::serious" "frank_churchill::simple" "frank_churchill::steady" "frank_churchill::sure" "frank_churchill::vain" "frank_churchill::willing" "frank::civil" "frank::demure" "frank::hearty" "frank::indifferent" "frank::particular" "goddard::careless" "goddard::certain" "goddard::cold" "goddard::come-at-able" "goddard::cordial" "goddard::direct" "goddard::fast" "goddard::general" "goddard::grateful" "goddard::handsome" "goddard::honest" "goddard::particular" "goddard::quick" "goddard::reasonable" "goddard::respectful" "goddard::scrupulous" "goddard::second" "goddard::true" "green::cordial" "green::fearless" "harriet_smith::general" "harriet_smith::grateful" "harriet_smith::humble" "harriet_smith::natural" "harriet_smith::sensible" "harriet_smith::simple" "harriet_smith::true" "harriet_smith::willing" "harriet::#-true" "harriet::#-unsteady" "harriet::acute" "harriet::bitter" "harriet::busy" "harriet::cautious" "harriet::cheerful" "harriet::confident" "harriet::considerate" "harriet::cool" "harriet::delicate" "harriet::eager" "harriet::easy" "harriet::familiar" "harriet::friendly" "harriet::general" "harriet::gentle" "harriet::good-natured" "harriet::handsome" "harriet::humble" "harriet::independent" "harriet::indifferent" "harriet::inward" "harriet::natural" "harriet::open" "harriet::original" "harriet::particular" "harriet::pert" "harriet::quick" "harriet::sad" "harriet::sensible" "harriet::serious" "harriet::silent" "harriet::strong" "harriet::sudden" "harriet::sure" "harriet::sweet" "harriet::true" "harriet::unbiased" "harriet::unhappy" "harriet::vain" "hartfield::cheerful" "hartfield::come-at-able" "hartfield::constant" "hartfield::delicate" "hartfield::melancholy" "hartfield::quick" "hartfield::sad" "hartfield::second" "hartfield::serious" "hartfield::sure" "hartfield::true" "henry::eager" "henry::easy" "henry::original" "henry::particular" "hodges::sure" "isabella::cheerful" "isabella::cold" "isabella::diffident" "isabella::general" "isabella::handsome" "isabella::insolent" "isabella::kind" "isabella::melancholy" "isabella::negligent" "isabella::perverse" "isabella::pleasant" "isabella::quick" "isabella::reasonable" "isabella::second" "isabella::sure" "james::civil" "james::come-at-able" "james::second" "jane_fairfax::handsome" "jane_fairfax::honest" "jane_fairfax::melancholy" "jane_fairfax::moderate" "jane_fairfax::saucy" "jane_fairfax::simple" "jane_fairfax::strong" "jane_fairfax::sweet" "jane_fairfax::thorough" "jane_fairfax::violent" "jane::animated" "jane::cold" "jane::easy" "jane::friendly" "jane::gentle" "jane::natural" "jane::quiet" "jane::rude" "jane::serious" "jane::steady" "jane::sure" "jane::thankful" "jane::vain" "john_knightley::awkward" "john_knightley::domestic" "john_knightley::eager" "john_knightley::easy" "john_knightley::grave" "john_knightley::positive" "john::curious" "knightley::awkward" "knightley::busy" "knightley::cheerful" "knightley::constant" "knightley::dependent" "knightley::dignified" "knightley::even" "knightley::gallant" "knightley::good-natured" "knightley::good-tempered" "knightley::indifferent" "knightley::kind" "knightley::melancholy" "knightley::sad" "knightley::saucy" "knightley::serious" "knightley::soft" "knightley::strong" "knightley::sure" "knightley::sweet" "little_john::eager" "little_john::original" "martin::busy" "martin::cheerful" "martin::general" "martin::handsome" "martin::sudden" "martin::true" "miss_nash::particular" "miss_smith::#-true" "miss_smith::easy" "miss_smith::general" "miss_smith::indifferent" "miss_smith::respectful" "miss_smith::unhappy" "miss_woodhouse::forgiving" "miss_woodhouse::kind" "miss_woodhouse::pleasant" "nash::particular" "perry::cold" "perry::friendly" "perry::gentlemanlike" "perry::sure" "perry::unsuspicious" "robert_martin::cheerful" "robert_martin::general" "robert_martin::open" "smallridge::intimate" "smith::careless" "smith::certain" "smith::cold" "smith::scrupulous" "taylor::exact" "taylor::gentle" "taylor::good-humoured" "taylor::open" "taylor::playful" "taylor::pleasant" "taylor::sorrowful" "taylor::sure" "taylor::vain" "tom::cold" "weston::acceptable" "weston::animated" "weston::awkward" "weston::certain" "weston::chatty" "weston::cheerful" "weston::cold" "weston::communicative" "weston::eager" "weston::earnest" "weston::easy" "weston::forgiving" "weston::general" "weston::generous" "weston::gentle" "weston::good-humoured" "weston::grateful" "weston::handsome" "weston::intimate" "weston::kind-hearted" "weston::melancholy" "weston::observant" "weston::overcareful" "weston::pleasant" "weston::sanguine" "weston::simple" "weston::social" "weston::sure" "weston::unhappy" "woodhouse::#-true" "woodhouse::animated" "woodhouse::careless" "woodhouse::cold" "woodhouse::come-at-able" "woodhouse::easy" "woodhouse::friendly" "woodhouse::general" "woodhouse::gentle" "woodhouse::grateful" "woodhouse::pleasant" "emma::#-strong" "smith::close" "harriet::decisive" "weston::particular" "jane::sufficient" "woodhouse::unhappy" "--_harriet::joyful" "harriet::presumptuous" "jane_fairfax::sensible" "isabella::natural" "--_jane::sweet" "woodhouse::sensible" "harriet::methodical" "welch::handsome" "bates::cruel" "perry::certain" "bates::humble" "emma::fast" "knightley::cold" "woodhouse::second" "patty::desultory" "smith::general" "jane::grateful" "jane::guileless" "frank::serious" "jane::kind" "jane::neat" "frank_churchill::thoughtful" "perry::quiet" "jane_fairfax::rude" "bates::ungracious" "jane::strong" "frank::sure" "perry::vain" "emma::tart" "knightley::thorough" "perry::true" "jane_fairfax::independent" "little_john::easy" "harriet::steep" "emma::severe" "emma::unfeeling" "suckling::intimate" "green::gallant" "emma::calm" "jane::fresh" "campbell::indefinite" "campbell::moderate" "campbell::paternal" "jane::particular" "dixon::strong" "elton::#-second" "weston::ceremonious" "tom::steady" "churchill::independent" "enscombe::fresh" "churchill::pleasant" "weston::natural" "churchill::sincere" "weston::proud" "frank::strict" "enscombe::cold" "isabella::fresh" "frank_churchill::rude" "jane_fairfax::sure" "jane::intimate" "miss_campbell::moderate" "robert_martin::true" "martin::direct" "elton::constant" "harriet::retentive" "elton::condescending" "elton::ungallant" "harriet::certain" "elton::good-humoured" "woodhouse::cheerful" "k.::christian" "emma::close" "elton::wise" "william_larkins::even" "perry::thankful" "knightley::general" "robert_martin::handsome" "elton::witty" "hawkins::indifferent" "hawkins::invariable" "john_knightley::joyous" "emma::negligent" "emma::musical" "perry::particular" "weston::positive" "john_knightley::quick" "isabella::quiet" "weston::reproachful" "woodhouse::sanguine" "john_knightley::second" "knightley::sensible" "knightley::silent" "emma::sufficient" "goddard::sweet" "martin::tender-hearted" "jane_fairfax::true" "knightley::true" "martin::unhappy" "hartfield::unvarying" "jane_fairfax::vain" "harriet::willing" "emma_woodhouse::indulgent" "knightley::#-easy" "woodhouse::indifferent" "jane::#-vain" "knightley::animated" "woodhouse::melancholy" "knightley::grave" "woodhouse::awkward" "knightley::bitter" "harriet::exact" "martin::soft" "isabella::certain" "knightley::certain" "harriet::charitable" "harriet::cordial" "knightley::cordial" "weston::delicate" "emma::sly" "knightley::simple" "smallridge::direct" "isabella::domestic" "jane::eager" "frank_churchill::earnest" "weston::envious" "frank_churchill::expressive" "emma::neat" "knightley::free" "woodhouse::fresh" "knightley::soft-hearted" "knightley::grateful" "harriet::grave" "hartfield::grave" "harriet::heavy" "weston::indifferent" "knightley::insincere" "weston::intimates" "frank_churchill::jealous" "weston::joyous" "jane_fairfax::keen" "martin::kind" "frank_churchill::languid" "knightley::lively" "harriet::obliging" "weston::open" "little_john::particular" "knightley::particular" "weston::playful" "robert_martin::quick" "knightley::quiet" "weston::quiet" "weston::random" "john_knightley::reasonable" "smith::respectful" "knightley::rude" "woodhouse::rude" "harriet::simple" "harriet::sincere" "james::sluggish" "martin::spirited" "woodhouse::spontaneous" "weston::steady" "john_knightley::strong" "knightley::unhappy" "woodhouse::submissive" "frank_churchill::sudden" "emma::weak" "woodhouse::sure" "weston::sweet" "taylor::true" "knightley::unbiased" "frank_churchill::unselfish" "knightley::unsuspicious" "harriet_smith::womanly" "weston::kind" "woodhouse::gallant" "weston::impatient" "frank_churchill::sensible" "woodhouse::simple" "knightley::vain" "weston::civil" "frank::silent" "woodhouse::scrupulous" "woodhouse::certain" "smith::cordial" "hartfield::fast" "goddard::refined" "woodhouse::humble" "robert_martin::natural" "robert_martin::sensible" "robert_martin::simple" "robert_martin::willing" "woodhouse::busy" "knightley::considerate" "harriet::reasonable" "harriet::fresh" "wingfield::eager" "woodhouse::open" "woodhouse::vain" "harriet::modest" "harriet::thorough" "woodhouse::independent" "weston::quick" "harriet::submissive" "jane_fairfax::sudden" "martin::sure" "woodhouse::sweet" "jane::unhappy" "weston::constant" "john_knightleys::serious" "shakespeare::true" "henry::windy" "patty::sure" "isabella::slow" "jane_fairfax::general" "isabella::thorough" "isabella::respectful" "john_knightley::pleasant" "james::sure" "knightley::handsome" "jane_fairfax::woeful" "knightley::violent" "john_knightley::sweet" "patty::cold" "jane::judicious" "jane::ungenerous" "john_knightley::reserved" "john_knightley::social" "john::strong" "woodhouse::dependent" "smith::good-natured" "woodhouse::kind" "william::serious" "smith::sudden" "miss_smith::graceful" "woodhouse::unsuspicious" "woodhouse::gentlemanlike" "wingfield::sure" "robert_martin::straightforward" "weston::exact" "woodhouse::sorrowful" "weston::convivial" "weston::partial" "weston::self-denying" "weston::severe" "weston::motherly" "weston::sober" "weston::suspicious" "woodhouse::quiet"
"--_emma::#-strong" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"--_emma::close" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"--_emma::decisive" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"--_emma::particular" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
