"terms";"clusters"
"#-easy";117
"#-handsome";81
"#-hopeless";48
"#-inconstant";45
"acceptable";10
"active";1
"acute";78
"affectionate";80
"affluent";56
"animated";56
"assiduous";96
"awkward";52
"benevolent";112
"bold";12
"brave";14
"busy";72
"calm";17
"candid";21
"careful";91
"careless";5
"cautious";82
"ceremonious";85
"certain";61
"charitable";82
"cheerful";121
"christian";23
"civil";25
"close";60
"clumsy";78
"cold";29
"compassionate";58
"confident";9
"confidential";23
"consistent";7
"constant";103
"contrary";39
"cool";16
"cordial";64
"courteous";76
"critical";13
"cruel";59
"curious";55
"decided";11
"decisive";24
"delicate";69
"dependent";119
"determined";113
"dignified";93
"direct";68
"disdainful";85
"disingenuous";110
"disrespectful";27
"domestic";29
"dutiful";88
"eager";34
"earnest";54
"easy";47
"eloquent";22
"exact";25
"explicit";18
"expressive";50
"faithful";45
"familiar";26
"fastidious";45
"fearful";4
"fearless";100
"fervent";26
"firm";116
"forgetful";77
"formal";115
"forward";122
"fraternal";13
"free";91
"fresh";76
"friendly";109
"gallant";84
"gay";40
"general";102
"generous";31
"genteel";85
"gentle";118
"gentlemanlike";4
"giddy";94
"gloomy";98
"graceful";84
"grateful";22
"grave";90
"guarded";105
"handsome";29
"hasty";70
"headstrong";108
"heartless";77
"hearty";89
"heavy";53
"heedless";95
"helpless";46
"honest";107
"hopeless";30
"hospitable";114
"humble";66
"hurried";71
"hysterical";75
"immethodical";97
"impatient";4
"inconstant";23
"incurious";79
"indecisive";116
"independent";25
"indifferent";32
"inexpensive";3
"intimate";104
"irrational";37
"irresolute";26
"irritable";43
"jealous";91
"joyous";19
"just";38
"keen";67
"kind";6
"lavish";108
"literary";19
"lively";114
"lofty";93
"melancholy";3
"merciful";66
"merry";79
"mild";65
"military";37
"mischievous";43
"moderate";86
"modest";36
"musical";56
"natural";87
"neat";38
"negative";9
"nervous";99
"noisy";66
"nonsensical";39
"obliging";105
"observant";32
"officious";106
"open";87
"original";116
"overbearing";63
"partial";3
"particular";57
"paternal";53
"patient";66
"pensive";84
"placid";105
"playful";116
"pleasant";6
"polite";32
"positive";115
"prompt";100
"proud";44
"prudent";2
"quick";82
"quiet";20
"rapid";52
"reasonable";1
"religious";64
"resentful";45
"reserved";12
"resolute";7
"responsible";18
"restless";63
"rigid";107
"romantic";3
"rough";89
"sad";51
"sanguine";119
"scientific";50
"scrupulous";80
"second";57
"sedentary";3
"selfish";120
"sensible";102
"sentimental";19
"serious";113
"severe";42
"shrewd";122
"shy";55
"silent";42
"simple";43
"sincere";109
"slow";74
"smooth";106
"social";58
"soft";23
"solicitous";107
"sorrowful";108
"speedy";90
"spendthrift";77
"spirited";19
"spontaneous";111
"stable";8
"steady";103
"steep";23
"stern";94
"straight";27
"strenuous";110
"strict";73
"strong";102
"submissive";66
"sudden";20
"sufficient";83
"sunny";10
"sure";33
"susceptible";60
"suspicious";83
"sweet";15
"sympathetic";49
"tempered";108
"thankful";86
"thorough";43
"thoughtful";31
"tight";48
"true";35
"ugly";28
"unbending";108
"uncertain";2
"undeviating";26
"unfeeling";40
"ungracious";27
"unkind";62
"unprejudiced";106
"urgent";94
"vain";109
"vehement";85
"violent";86
"wiser";117
"unhappy";41
"weak";92
"wise";89
"zealous";107
"unsolicitous";65
"vague";90
"worldly";103
"thoughtless";97
"willing";2
"steadfast";24
"ungrateful";26
"unsuspicious";111
"unvarying";13
"unobservant";79
"wary";106
"tenacious";101
"tremulous";64
"unforgiving";67
