"terms";"clusters"
"#-free";19
"#-lonely";6
"#-open";157
"#-strong";159
"#-tight";34
"#-wishful";76
"abject";166
"abrupt";17
"acceptable";133
"accurate";184
"active";188
"acute";55
"affable";139
"affectionate";122
"affluent";57
"arbitrary";145
"argumentative";43
"avaricious";39
"awkward";201
"bashful";87
"benevolent";213
"bitter";192
"blithe";78
"bloodthirsty";3
"blusterous";57
"bold";28
"bounceable";72
"boyish";139
"brave";34
"brisk";140
"brutal";28
"busy";46
"callous";93
"calm";126
"candid";194
"capricious";81
"careful";212
"careless";18
"cautious";188
"ceremonious";7
"certain";175
"chary";203
"cheerful";113
"cheery";120
"choleric";157
"christian";5
"circumstantial";19
"classic";153
"clean";46
"close";132
"clumsy";83
"coherent";158
"cold";177
"coming";174
"communicative";74
"compassionate";134
"complacent";201
"complimentary";206
"conciliatory";78
"confident";174
"confidential";185
"conscientious";39
"considerate";60
"consistent";96
"constant";141
"conventional";187
"conversational";1
"cool";134
"cordial";108
"crisp";150
"critical";70
"cruel";127
"cunning";149
"curious";65
"decided";138
"decisive";179
"deferential";181
"definite";7
"deliberate";23
"delicate";77
"dependent";116
"despotic";145
"destructive";48
"determined";197
"dexterous";3
"dictatorial";85
"dignified";189
"direct";96
"discursive";105
"disdainful";33
"disputatious";169
"disrespectful";157
"dissatisfied";202
"distrustful";199
"dogged";169
"doleful";145
"domestic";131
"dreamy";167
"eager";114
"earnest";205
"easy";45
"ecstatic";139
"efficient";139
"emotional";181
"emphatic";170
"energetic";37
"enthusiastic";23
"envious";64
"exact";16
"excitable";161
"explicit";161
"expressive";112
"exuberant";31
"facetious";69
"faithful";151
"familiar";130
"fanciful";9
"fast";144
"fearful";109
"feminine";4
"ferocious";162
"fervent";181
"festive";78
"fierce";50
"fiery";162
"firm";21
"fitful";44
"flighty";61
"forcible";146
"forgetful";167
"formal";78
"frank";35
"free";113
"fresh";26
"fretful";194
"friendly";185
"gallant";189
"gay";119
"general";90
"generous";196
"genteel";127
"gentle";97
"gentlemanly";72
"giddy";38
"gloomy";29
"graceful";144
"gracious";136
"grateful";103
"grave";176
"greedy";170
"gruff";17
"guarded";47
"gypsy";127
"handsome";195
"handy";127
"hasty";66
"haughty";49
"heartless";34
"hearty";121
"heavy";94
"heedful";211
"helpful";33
"helpless";137
"honest";132
"hopeful";81
"hopeless";131
"humble";11
"hunted";48
"hurried";156
"immovable";41
"impatient";63
"imperative";145
"imperceptible";118
"impertinent";59
"impressionable";205
"incredulous";104
"indefinite";106
"independent";127
"indifferent";26
"industrious";111
"inflexible";53
"inhospitable";145
"injudicious";135
"inquisitive";59
"insolent";76
"intellectual";202
"intimate";203
"inward";61
"irrepressible";80
"jealous";112
"jocose";166
"judicious";1
"keen";182
"kind";22
"larcenous";194
"lavish";1
"lazy";39
"leisurely";53
"lethargic";161
"limp";211
"listless";27
"literary";87
"lithe";146
"lively";30
"lofty";188
"logical";180
"lonely";25
"loud";83
"lucid";47
"magisterial";59
"magnanimous";207
"majestic";165
"malevolent";59
"malicious";117
"matronly";138
"maudlin";159
"mechanical";77
"meek";203
"melancholy";13
"merciful";85
"methodical";153
"metropolitan";72
"mild";100
"military";69
"mischievous";66
"miserly";135
"moderate";82
"modest";86
"moody";9
"motherly";162
"mournful";55
"murderous";21
"musical";40
"mute";189
"natural";124
"neat";131
"necromantic";91
"negative";10
"nervous";63
"nigh";162
"nimble";146
"noisy";103
"nonsensical";15
"obdurate";210
"obliging";35
"obsequious";33
"observant";103
"open";75
"orderly";31
"original";125
"pacific";66
"partial";78
"particular";65
"passionate";117
"passive";118
"patient";16
"patriotic";34
"peaceful";213
"persistent";51
"persuasive";198
"philosophical";48
"pious";106
"placid";187
"playful";8
"pleasant";89
"poetic";158
"polite";212
"political";34
"positive";140
"practical";191
"precise";103
"predatory";34
"proud";107
"prudent";115
