"terms";"clusters"
"#-acceptable";21
"#-cruel";13
"#-determined";15
"#-handsome";151
"#-serious";89
"#-unkind";81
"abrupt";131
"acceptable";143
"accurate";146
"active";97
"acute";9
"affectionate";3
"affluent";28
"alert";99
"animated";148
"arbitrary";137
"assiduous";113
"assured";50
"authoritative";17
"awkward";142
"benevolent";49
"bitter";126
"bold";72
"brisk";146
"busy";22
"calm";58
"candid";94
"careful";5
"careless";123
"cautious";53
"ceremonious";137
"certain";150
"charitable";33
"chatty";88
"cheerful";62
"circuitous";76
"civil";96
"close";135
"cold";40
"coming";21
"communicative";36
"compassionate";113
"complimentary";16
"concise";18
"confident";134
"confidential";6
"conscientious";128
"considerate";49
"consistent";70
"constant";25
"contrary";90
"cool";90
"cordial";1
"courteous";84
"critical";85
"cruel";121
"curious";133
"decided";58
"decisive";130
"delicate";46
"demure";105
"dependent";92
"detached";48
"determined";39
"dictatorial";20
"dignified";124
"direct";87
"discerning";68
"disrespectful";117
"dissatisfied";45
"domestic";25
"dutiful";38
"eager";75
"earnest";106
"easy";150
"economical";43
"eloquent";116
"equitable";117
"exact";54
"executive";101
"explicit";99
"expressive";114
"faithful";28
"familiar";4
"fanciful";89
"fast";152
"fearful";4
"fearless";12
"feminine";85
"fervent";72
"forgetful";152
"formal";127
"forward";2
"frank";38
"fraternal";100
"free";27
"fresh";97
"friendly";75
"gallant";48
"gay";110
"general";19
"generous";9
"genteel";47
"gentle";61
"gentlemanlike";63
"girlish";139
"gloomy";71
"graceful";34
"gracious";69
"grateful";140
"grave";26
"handsome";62
"handy";80
"hasty";143
"hearty";46
"heavy";115
"hectic";88
"heedless";48
"helpless";102
"honest";60
"hopeful";98
"hopeless";105
"humble";29
"hurried";138
"impartial";120
"impatient";96
"impertinent";55
"impudent";139
"inarticulate";82
"inconsiderate";147
"inconstant";20
"indefatigable";154
"indefinite";44
"independent";25
"indifferent";115
"indolent";27
"indulgent";103
"industrious";146
"injudicious";142
"intellectual";147
"intense";88
"intimate";30
"invariable";21
"irrational";20
"jealous";95
"joyful";42
"joyous";141
"judicious";78
"just";12
"kind";91
"languid";79
"lazy";149
"literary";57
"lively";39
"lofty";109
"lonely";14
"loud";136
"loyal";109
"maternal";138
"melancholy";23
"mercenary";28
"merciful";43
"merry";130
"methodical";102
"mild";132
"moderate";104
"modest";32
"musical";18
"natural";108
"neat";53
"negative";128
"negligent";103
"nervous";41
"noisy";94
"obedient";55
"obliging";76
"officious";153
"open";39
"orderly";147
"original";130
"overbearing";153
"partial";136
"particular";150
"passive";72
"paternal";63
"persuasive";20
"pert";139
"perverse";68
"philanthropic";11
"placid";31
"plaintive";52
"playful";145
"pleasant";108
"polite";38
"positive";107
"practical";57
"precise";76
"prejudiced";31
"principled";116
"proud";35
"prudent";73
"punctual";100
"quarrelsome";17
"quick";40
"quiet";150
"rapid";149
"rapturous";105
"reasonable";59
"regal";109
"religious";116
"reproachful";155
"resentful";36
"resolute";83
"respectful";38
"restless";105
"retentive";55
"romantic";111
"rough";74
"rude";52
"sad";66
"sanguine";27
"sarcastic";137
"scrupulous";133
"second";144
"sedentary";48
"selfish";115
"sensible";51
"serious";91
"severe";122
"shy";90
"silent";51
"simple";60
"sincere";124
"slovenly";34
"slow";138
"sly";109
"sober";125
"sociable";15
"social";148
"soft";35
"solemn";123
"solicitous";83
"sorrowful";46
"speedy";98
"spirited";117
"spiritless";64
"spontaneous";15
"stable";132
"staid";12
"stately";109
"steady";135
"steepish";2
"straight";129
"strict";37
"strong";108
"studious";21
"submissive";64
"sudden";144
"sufficient";97
"sure";19
"suspicious";24
"sweet";56
"sympathetic";67
"talkative";129
"tender";93
"thankful";23
"thorough";132
"thoughtful";132
"thoughtless";85
"tidy";69
"timid";122
"tractable";118
"tranquil";117
"treacherous";113
"true";91
"unagreeable";69
"unbending";105
"unceremonious";45
"uncertain";112
"undecided";137
"ungenerous";98
"ungrateful";78
"unguarded";7
"unhappy";77
"unkind";138
"unreserved";151
"unsteady";98
"unsuspicious";106
"unvarying";119
"vain";95
"vicious";151
"worldly";42
"tenacious";92
"tyrannical";86
"unfriendly";113
"untoward";65
"violent";155
"willing";62
"thankless";15
"woeful";120
"weak";71
"tough";99
"tremulous";139
"unfeeling";44
"daring";17
"unobservant";20
"womanly";10
"virtuous";11
"unchanging";33
"wasteful";83
"pompous";101
"ugly";69
"urgent";8
"watchful";101
"wiser";120
"wise";72
"ungracious";64
"zealous";120
"regardful";17
"underhand";146
