"terms";"clusters"
"#-grave";13
"#-humble";77
"#-ungrateful";131
"#-willing";135
"abrupt";104
"acute";146
"affable";77
"affectionate";8
"aloof";77
"animated";22
"assiduous";74
"awkward";31
"bashful";98
"benevolent";128
"bitter";140
"bold";133
"brutal";121
"busy";65
"callous";58
"calm";127
"candid";114
"capricious";130
"careful";50
"careless";50
"certain";57
"cheerful";89
"circumspect";40
"civil";64
"close";117
"cold";85
"communicative";22
"compassionate";79
"complimentary";27
"concise";86
"condescending";114
"confident";87
"congenial";44
"considerate";118
"constant";118
"contrary";86
"cool";62
"cordial";16
"courteous";102
"coy";62
"creative";44
"critical";120
"cruel";78
"cunning";96
"curious";129
"dainty";27
"daring";75
"decisive";120
"delicate";95
"dependent";113
"determined";95
"dignified";46
"diligent";5
"direct";145
"disingenuous";67
"disrespectful";33
"dissatisfied";45
"doleful";144
"domestic";141
"dutiful";21
"eager";101
"earnest";42
"easy";20
"envious";33
"evasive";131
"exact";44
"explicit";14
"expressive";38
"facetious";130
"faithful";84
"familiar";65
"fast";116
"fearful";71
"fearless";120
"feminine";27
"fervent";128
"finical";4
"firm";128
"flighty";72
"foppish";4
"forcible";46
"forgetful";28
"formal";19
"forward";12
"free";147
"fresh";61
"friendly";80
"frigid";73
"frivolous";7
"gay";64
"general";92
"generous";108
"genteel";139
"gentle";142
"giddy";121
"gloomy";111
"graceful";69
"gracious";105
"grateful";56
"grave";18
"grumpy";17
"handsome";119
"hasty";23
"hateful";28
"haughty";127
"hearty";54
"heavy";37
"heedless";62
"helpless";70
"honest";68
"hopeful";138
"hopeless";39
"hospitable";9
"humane";80
"humble";83
"immovable";5
"impatient";15
"imperious";75
"impertinent";24
"impetuous";96
"impudent";36
"inconsiderate";120
"incredulous";33
"independent";134
"indifferent";95
"indirect";1
"indolent";4
"indulgent";116
"ingenuous";122
"inquisitive";90
"insatiable";91
"insolent";90
"intense";112
"intimate";60
"invariable";52
"inviolable";30
"inward";91
"ironical";50
"irresolute";141
"jingo";11
"joyful";105
"kind";35
"languid";28
"lavish";146
"lawless";110
"licentious";47
"literal";124
"lively";142
"loud";57
"malevolent";1
"malicious";132
"maternal";103
"mechanical";45
"melancholy";25
"merry";45
"mild";127
"ministerial";73
"mischievous";5
"moderate";51
"modest";89
"mute";81
"natural";123
"negative";59
"negligent";52
"nervous";34
"noisy";94
"nous";102
"obedient";80
"obliging";72
"obsequious";75
"officious";19
"open";93
"partial";14
"particular";53
"passionate";117
"passive";68
"paternal";122
"patient";137
"peaceful";40
"peremptory";94
"pert";143
"phlegmatic";131
"pitiless";32
"pleasant";64
"polite";2
"prejudiced";138
"presumptuous";32
"proud";41
"prudent";79
"punctilious";66
"quarrelsome";61
"quick";142
"quiet";42
"rapid";120
"rash";120
"reasonable";112
"refined";43
"regardless";11
"reserved";30
"resolute";46
"respectful";19
"responsible";40
"revengeful";12
"romantic";9
"rude";121
"runaway";127
"sad";76
"sarcastic";124
"second";6
"sensible";99
"sentimental";102
"serene";130
"serious";109
"severe";132
"shy";88
"silent";92
"simple";35
"sincere";60
"slow";50
"smooth";102
"sociable";46
"social";137
"soft";1
"solemn";10
"sorrowful";43
"speedy";66
"spirited";72
"spiritless";130
"spiteful";117
"steady";137
"stiff";115
"stormy";39
"straight";143
"strict";116
"strong";123
"sudden";6
"sufficient";93
"sullen";145
"supercilious";12
"sure";49
"sweet";55
"swift";22
"tacit";106
"talkative";29
"tardy";48
"tempered";88
"tenacious";73
"thankful";97
"thoughtful";37
"thoughtless";120
"tight";140
"timid";40
"tranquil";44
"treasonable";16
"true";24
"turbulent";111
"tyrannical";135
"ugly";139
"unamiable";100
"unassuming";15
"unbridled";107
"uncertain";126
"unfeeling";125
"ungentle";26
"ungrateful";148
"unguarded";3
"unhappy";92
"unmerciful";67
"unpolite";111
"unruly";122
"unsociable";130
"unsteady";149
"unsuspecting";63
"unsuspicious";63
"uppish";131
"urgent";80
"vain";109
"vehement";14
"vigilant";48
"violent";24
"voracious";27
"weak";136
"willing";82
"unremitting";67
"visionary";112
"restless";69
"witty";58
"virtuous";7
"suspicious";102
"unkind";13
"unerring";81
"unrelenting";11
"stately";13
"whimsical";144
