"terms";"clusters"
"#-eager";45
"#-easy";38
"#-free";154
"#-weak";17
"#-wise";14
"abrupt";8
"acceptable";143
"accessible";43
"accurate";99
"active";83
"acute";118
"affectionate";138
"affluent";53
"aloof";97
"argumentative";48
"arrogant";53
"assuasive";91
"assured";13
"awkward";32
"baseless";38
"bitter";111
"bluff";108
"boastful";45
"boisterous";24
"bold";117
"brave";112
"brisk";170
"brutish";71
"buoyant";100
"busy";40
"calculating";81
"calm";47
"candid";136
"careful";165
"careless";41
"cautious";10
"certain";19
"chaste";156
"chatty";109
"cheerful";28
"cheery";7
"christian";92
"circuitous";66
"civil";75
"clean";125
"cleanly";109
"close";49
"cold";126
"commanding";133
"compassionate";161
"complacent";84
"complimentary";87
"conciliatory";52
"confident";63
"confidential";10
"considerate";175
"consistent";64
"constant";118
"constrained";153
"contrary";38
"conventional";153
"conversational";65
"cool";124
"cordial";151
"courageous";32
"cruel";123
"cunning";69
"curious";60
"decorous";99
"deferential";52
"defiant";121
"delicate";171
"demonstrative";64
"dependent";98
"destructive";151
"determined";20
"dictatorial";22
"diffident";14
"direct";96
"discreet";93
"dishonest";55
"disorderly";98
"dissatisfied";75
"doleful";154
"domestic";67
"dreamy";128
"dutiful";17
"eager";73
"earnest";82
"easy";79
"economical";48
"energetic";43
"enthusiastic";143
"even";52
"exact";30
"explosive";173
"expressive";15
"facetious";55
"faithful";163
"familiar";35
"fanciful";72
"fast";44
"fearful";25
"feminine";98
"fierce";142
"fiery";54
"forgiving";71
"formal";162
"frank";152
"free";144
"fresh";2
"friendly";125
"frivolous";141
"furtive";38
"gallant";97
"gay";14
"general";168
"generous";101
"genial";151
"genteel";106
"gentle";129
"giddy";27
"gloomy";143
"graceful";131
"graceless";118
"gracious";143
"grateful";4
"grave";73
"greedy";58
"gritty";99
"gruff";120
"handsome";70
"handy";120
"hasty";14
"hearty";109
"heavy";89
"heedless";152
"helpless";42
"honest";2
"hopeful";135
"hopeless";167
"hospitable";8
"hostile";55
"humane";14
"humble";132
"hurried";160
"imaginative";85
"immaculate";38
"immovable";38
"impatient";37
"imperceptible";10
"imperial";151
"imperious";83
"impertinent";152
"impervious";142
"improvident";43
"impulsive";27
"incisive";29
"inconsiderate";152
"incredulous";37
"indefatigable";91
"independent";110
"indifferent";1
"indolent";99
"industrious";46
"inflexible";115
"intellectual";146
"intense";39
"intimate";17
"invincible";66
"inviolable";113
"irascible";50
"irrational";97
"jocular";78
"kind";102
"ladylike";142
"languid";93
"lazy";93
"limp";83
"lofty";121
"logical";48
"lonely";157
"loud";95
"loving";107
"magnanimous";59
"majestic";97
"maternal";50
"mathematical";4
"maudlin";25
"mechanical";57
"melancholy";150
"mercenary";154
"merciful";51
"mild";99
"mischievous";159
"modest";158
"mournful";145
"movable";151
"mute";153
"natural";172
"neat";47
"negligent";74
"nervous";140
"nigh";8
"noiseless";119
"noisy";4
"nonsensical";29
"obedient";154
"observant";154
"officious";98
"open";18
"oracular";10
"oratorical";38
"orderly";101
"original";100
"outspoken";109
"particular";138
"passive";13
"paternal";120
"patient";127
"patriotic";142
"peaceful";66
"penitent";55
"pensive";169
"persistent";99
"pert";10
"perverse";133
"philosophical";59
"pious";63
"plaintive";32
"pleasant";163
"polite";34
"political";30
"politico";48
"practical";138
"predatory";10
"proud";114
"provident";133
"prudent";137
"punctual";46
"purposeless";51
"quick";160
"quiet";31
"rapid";138
"rapturous";143
"reasonable";3
"refined";105
"regardful";162
"reliant";70
"religious";63
"reproachful";76
"resentful";139
"reserved";30
"respectful";166
"restless";16
"rigid";99
"romantic";27
"rough";127
"rude";10
"runaway";69
"rusty";13
"sad";44
"sagacious";65
"sanguine";130
"scientific";105
"scornful";64
"second";27
"selfish";21
"sensible";158
"sentimental";122
"serene";103
"serious";27
"servile";6
"severe";63
"shrewd";61
"silent";9
"simple";104
"sincere";81
"slow";163
"smooth";128
"sober";24
"social";147
"soft";23
"solemn";8
"sorrowful";24
"sour";97
"spirited";108
"spiritual";133
"sprightly";68
"stable";162
"stately";117
"statistical";135
"steadfast";10
"steady";37
"stealthy";39
"steep";120
"stern";94
"stiff";92
"still";170
"stolid";51
"stormy";139
"straight";148
"straightforward";14
"strict";7
"strong";168
"submissive";86
"subservient";169
"subtle";148
"sudden";5
"sufficient";102
"suggestive";142
"sullen";93
"sunny";20
"sure";90
"susceptible";33
"suspicious";77
"sweet";169
"swift";88
"sympathetic";53
"tardy";45
"tearful";32
"tempered";169
"tender";14
"thankful";155
"thorough";59
"thoughtful";134
"tidy";24
"tight";36
"timid";12
"true";31
"trustful";14
"ugly";80
"unbending";148
"uncertain";62
"uncompromising";143
"ungracious";23
"unhappy";26
"unrelenting";153
"vague";164
"vain";169
"vicious";93
"violent";167
"vivacious";170
"vocal";149
"watchful";87
"zealous";45
"unkind";14
"tough";32
"tremulous";64
"umbrageous";83
"wise";118
"torpid";98
"windy";119
"wiser";4
"weak";129
"vehement";38
"womanly";116
"willing";170
"uncommunicative";100
"vengeful";10
"wheezy";149
"troublous";56
"wry";93
"tasteful";151
"stubborn";151
"wary";174
"visionary";38
"utilitarian";11
"ungrateful";151
