"terms";"clusters"
"#-genteel";5
"#-guarded";6
"#-handsome";86
"#-open";52
"#-quiet";51
"#-watchful";62
"acceptable";42
"active";59
"acute";19
"affable";45
"affectionate";77
"animated";18
"assiduous";78
"assured";86
"awkward";64
"bashful";1
"benignant";44
"bitter";6
"boisterous";17
"bold";13
"boyish";80
"busy";113
"calm";54
"candid";66
"careful";11
"careless";110
"cautious";40
"certain";92
"chatty";110
"cheerful";67
"christian";45
"civil";8
"clamorous";111
"close";10
"cold";4
"communicative";17
"compassionate";100
"compliant";119
"confident";74
"confidential";19
"conscientious";52
"considerate";16
"consistent";102
"constant";4
"contrary";31
"cool";87
"cordial";82
"credulous";48
"critical";69
"cruel";50
"cunning";97
"curious";1
"decided";43
"decisive";103
"delicate";26
"dependent";83
"determined";72
"diffident";22
"dignified";56
"direct";56
"discreet";95
"dissatisfied";112
"domestic";61
"eager";67
"earnest";9
"easy";124
"economical";28
"ecstatic";79
"enthusiastic";48
"exact";100
"excursive";119
"expressive";29
"faithful";45
"familiar";98
"fanciful";103
"fastidious";13
"fearful";85
"feminine";87
"fervent";20
"fickle";117
"firm";1
"formal";82
"frank";93
"free";15
"fresh";34
"fretful";5
"friendly";90
"frivolous";88
"gay";90
"general";35
"generous";10
"genial";117
"genteel";69
"gentle";90
"gentlemanlike";120
"giddy";6
"gloomy";21
"graceful";37
"gracious";43
"grateful";96
"grave";8
"handsome";114
"hasty";11
"hateful";87
"haughty";88
"headstrong";121
"hearty";119
"heavy";34
"helpless";76
"honest";23
"hopeless";116
"hospitable";57
"hostile";91
"humble";6
"hurried";28
"hysterical";1
"immovable";2
"impartial";106
"impatient";61
"impertinent";71
"impetuous";47
"improvident";112
"inarticulate";51
"inconstant";52
"indefatigable";31
"independent";61
"indifferent";108
"indolent";28
"indulgent";46
"inquisitive";103
"insincere";102
"insolent";5
"intimate";24
"invariable";40
"inventive";99
"irrational";119
"irrepressible";106
"irritable";47
"jealous";101
"joyful";70
"judicious";48
"keen";103
"kind";108
"languid";30
"leisurely";99
"lively";61
"loud";42
"maternal";118
"melancholy";4
"merry";7
"mild";122
"mischievous";48
"moderate";123
"modest";64
"musical";93
"natural";92
"neat";13
"negative";84
"negligent";38
"nervous";49
"noisy";25
"nonsensical";91
"obedient";6
"obliging";80
"observant";89
"officious";111
"open";92
"original";87
"partial";39
"particular";35
"passionate";47
"philanthropic";48
"playful";37
"pleasant";108
"polite";43
"political";31
"positive";33
"precise";84
"prejudiced";122
"proud";32
"provident";28
"prudent";105
"punctual";20
"quick";26
"quiet";114
"rapacious";48
"rapid";15
"rapturous";104
"rash";122
"reasonable";58
"resolute";3
"respectful";78
"restless";49
"romantic";56
"rude";93
"sad";25
"sanguine";73
"scrupulous";44
"second";72
"selfish";14
"sensible";8
"sensitive";41
"serious";115
"severe";73
"shrewd";110
"shy";37
"silent";35
"simple";77
"sincere";58
"slow";30
"sober";88
"sociable";19
"soft";18
"solemn";31
"solicitous";36
"sorrowful";84
"speculative";122
"speedy";56
"spirited";107
"spiritless";65
"spontaneous";52
"stable";45
"staid";95
"steadfast";38
"steady";74
"steep";13
"stormy";79
"straight";18
"strict";28
"strong";9
"stubborn";63
"stylish";86
"subservient";38
"sudden";96
"sufficient";109
"sure";35
"suspicious";121
"sweet";26
"tardy";97
"tender";94
"thankful";68
"thorough";27
"thoughtful";60
"thoughtless";28
"tidy";18
"true";114
"ugly";7
"unamiable";19
"unbiased";41
"uncertain";39
"unchanging";95
"uncheerful";17
"uncivil";81
"undiscerning";63
"unequivocal";20
"unfeeling";123
"ungenerous";46
"ungracious";75
"ungrateful";97
"unhappy";53
"unkind";73
"unobtrusive";125
"urgent";66
"vague";87
"vain";29
"verbal";112
"violent";114
"virtuous";117
"uncordial";5
"willing";113
"zealous";36
"undecided";112
"unreserved";42
"weak";2
"worldly";65
"witty";17
"smooth";12
"wise";25
"submissive";55
"tranquil";91
"unsteady";41
"wiser";87
