"terms";"clusters"
"#-considerate";14
"#-curious";121
"#-demonstrative";49
"#-familiar";100
"#-free";115
"#-intimate";187
"#-loud";110
"#-open";78
"#-particular";222
"#-political";166
"#-proud";68
"#-reticent";23
"#-slow";63
"#-steady";120
"#-unyielding";93
"abject";172
"abrupt";272
"acceptable";74
"accessible";7
"accurate";145
"active";165
"acute";20
"adhesive";60
"adventurous";117
"affable";173
"affectionate";53
"affluent";44
"aloof";56
"arbitrary";139
"argumentative";267
"arrogant";281
"artistic";152
"assured";190
"austere";29
"avaricious";93
"awkward";244
"baseless";44
"bashful";284
"benevolent";226
"benign";166
"benignant";230
"bitter";215
"bland";210
"boastful";139
"boisterous";111
"bold";269
"brave";46
"brisk";37
"brute";180
"businesslike";240
"busy";35
"callow";119
"calm";70
"candid";40
"capricious";49
"careful";286
"careless";135
"casual";159
"cautious";274
"ceremonious";262
"certain";239
"charitable";267
"chary";68
"chaste";170
"cheerful";41
"cheery";111
"chivalrous";209
"choleric";258
"christian";244
"circuitous";99
"civil";280
"clean";287
"close";77
"clumsy";284
"coherent";203
"cold";176
"coming";85
"communicative";270
"companionable";150
"compassionate";219
"complimentary";159
"conciliatory";233
"condescending";15
"confident";179
"confidential";138
"congenial";97
"congratulatory";260
"conscientious";290
"considerate";24
"consistent";38
"constant";128
"contemplative";152
"contrary";79
"conventional";204
"conversational";236
"convivial";264
"cool";70
"cordial";173
"courageous";199
"courteous";186
"credulous";61
"crisp";5
"cruel";276
"cunning";213
"curious";185
"dainty";45
"daring";202
"decided";66
"defiant";28
"definite";52
"deliberate";186
"delicate";13
"demonstrative";254
"dependent";103
"determined";200
"dexterous";156
"didactic";73
"diffident";222
"dignified";84
"diligent";104
"diplomatic";88
"direct";291
"discreet";28
"disdainful";28
"dispassionate";22
"dissatisfied";175
"distempered";262
"distrustful";6
"doleful";4
"domestic";231
"dreamy";57
"dutiful";34
"eager";188
"earnest";125
"easy";221
"effeminate";47
"eloquent";235
"emphatic";265
"energetic";52
"enthusiastic";115
"envious";235
"equable";244
"exact";188
"exclusive";240
"expansive";43
"explicit";115
"explosive";163
"expressive";178
"facetious";10
"facile";271
"faithful";72
"familiar";249
"fanciful";145
"fast";127
"fatherly";259
"fearful";132
"feminine";278
"ferocious";92
"fervent";245
"fervid";285
"fierce";103
"fiery";194
"firm";135
"fitful";118
"fluent";102
"forcible";61
"forgetful";255
"forgiving";233
"formal";42
"frank";55
"fraternal";253
"free";81
"fresh";87
"friendly";177
"furtive";205
"gallant";191
"gay";113
"general";207
"generous";250
"genial";190
"genteel";165
"gentle";177
"gentlemanly";148
"giddy";141
"girlish";222
"gloomy";178
"graceful";143
"graceless";39
"gracious";72
"grateful";214
"grave";279
"greedy";195
"gritty";261
"gruff";52
"halting";14
"handsome";13
"hasty";19
"hateful";80
"haughty";94
"headless";23
"headlong";90
"hearty";122
"heavy";283
"heedless";2
"helpful";29
"helpless";1
"honest";177
"hopeful";171
"hopeless";165
"hospitable";275
"humane";202
"humble";217
"hurried";11
"hysterical";86
"illogical";147
"imaginative";153
"immaculate";119
"immovable";74
"impartial";179
"impatient";157
"imperious";245
"impersonal";68
"impertinent";114
"imperturbable";56
"impetuous";151
"impious";272
"impressible";54
"improvident";147
"impudent";93
"impulsive";111
"inconsiderate";102
"inconstant";208
"incredulous";209
"indefatigable";197
"indefinite";275
