"terms";"clusters"
"#-easy";69
"#-familiar";5
"#-handsome";18
"#-kind";9
"#-strong";34
"#-sufficient";17
"acceptable";29
"affectionate";72
"arbitrary";71
"awkward";59
"bitter";40
"bold";55
"brave";42
"brutal";44
"brutish";45
"busy";59
"calm";15
"careful";63
"careless";73
"casual";64
"catholic";29
"cautious";41
"certain";47
"charitable";52
"cheerful";67
"christian";70
"circumspect";5
"civil";20
"clean";10
"close";28
"clumsy";61
"cold";39
"consistent";9
"constant";36
"contrary";28
"cool";32
"cordial";18
"covetous";26
"cruel";6
"cunning";73
"curious";3
"determined";64
"dexterous";10
"diligent";71
"domestic";30
"eager";36
"earnest";16
"easy";65
"endeavour";27
"even";64
"exact";51
"faithful";2
"familiar";4
"fast";17
"fearful";73
"fierce";69
"fiery";34
"firm";33
"formal";53
"free";25
"fresh";15
"friendly";41
"general";21
"generous";45
"gentle";57
"grateful";5
"grave";56
"handsome";38
"handy";71
"hearty";35
"heavy";33
"helpful";71
"helpless";14
"honest";2
"hopeless";41
"humble";63
"impatient";57
"indefatigable";13
"indifferent";73
"invincible";7
"irrational";73
"jealous";44
"joyful";18
"just";31
"keen";42
"kind";5
"laborious";12
"leisurely";62
"lively";3
"loud";9
"loving";71
"mathematical";8
"melancholy";11
"merciful";40
"merciless";20
"merry";55
"natural";40
"negative";48
"nimble";10
"obedient";22
"officious";44
"open";15
"original";9
"painstaking";14
"particular";46
"passionate";35
"penitent";60
"pensive";51
"pleasant";28
"positive";48
"prophetic";10
"quick";58
"quiet";36
"rapid";48
"reasonable";16
"rebellious";6
"religious";43
"righteous";3
"rough";56
"rude";7
"rusty";21
"sad";56
"sagacious";68
"second";50
"sensible";39
"serene";5
"serious";67
"severe";1
"shy";44
"silent";3
"simple";34
"sincere";52
"slow";26
"smooth";28
"sober";56
"sociable";32
"soft";16
"solemn";35
"steady";44
"steep";25
"stern";48
"stiff";59
"straight";63
"strict";13
"strong";50
"subtle";14
"sudden";37
"sufficient";38
"sure";24
"surly";12
"sweet";68
"swift";43
"thankful";47
"thoughtless";62
"true";24
"trusty";8
"ugly";49
"unfaithful";17
"unhappy";23
"unthinking";6
"vain";25
"vicious";72
"violent";37
"voracious";6
"weak";19
"willing";38
"whimsical";17
"wise";66
"refractory";42
"unthankful";57
"urgent";17
"tough";44
"ticklish";73
"wiser";44
"vindictive";54
"tractable";68
"vigilant";73
"thorough";26
"venturous";14
