"terms";"clusters"
"#-fastidious";45
"#-formal";88
"#-handsome";33
"#-heavy";78
"#-open";33
"#-shy";60
"#-talkative";30
"#-true";54
"#-wise";88
"abrupt";99
"acceptable";95
"active";95
"acute";29
"adventurous";138
"affable";4
"affectionate";53
"airy";78
"alert";86
"animated";137
"argumentative";80
"assured";121
"awkward";126
"benevolent";50
"bitter";78
"boastful";33
"boyish";81
"brisk";128
"brutal";43
"busy";70
"calm";111
"capricious";98
"captious";2
"careful";27
"careless";10
"cautious";6
"ceremonious";82
"certain";66
"charitable";129
"chatty";59
"cheerful";47
"christian";73
"civil";34
"clamorous";17
"clean";128
"close";5
"cold";28
"communicative";90
"compassionate";115
"complimentary";90
"conceited";90
"concise";121
"confident";25
"confidential";102
"congratulatory";99
"considerate";105
"consistent";114
"constant";24
"contrary";116
"conversable";90
"convivial";104
"cool";51
"cordial";26
"courageous";17
"critical";120
"cruel";13
"curious";112
"decided";69
"decisive";11
"delicate";93
"dependent";26
"desultory";137
"determined";34
"dignified";75
"dilatory";78
"direct";122
"discreet";82
"docile";39
"doleful";104
"domestic";117
"dutiful";54
"eager";14
"earnest";124
"easy";47
"energetic";2
"envious";32
"even";128
"exact";91
"expressive";130
"faithful";75
"familiar";87
"fanciful";61
"fearful";112
"fearless";73
"feminine";119
"firm";79
"forgiving";54
"formal";4
"free";51
"fresh";106
"friendly";16
"gallant";124
"gay";18
"general";9
"generous";135
"genteel";32
"gentle";68
"gentlemanlike";127
"gloomy";35
"graceful";57
"gracious";77
"grateful";106
"grave";56
"guarded";102
"guileless";4
"handsome";47
"hasty";85
"hateful";104
"hearty";137
"heavy";113
"helpless";35
"honest";11
"hospitable";105
"humane";123
"humble";106
"hurried";121
"impartial";81
"impatient";12
"impertinent";42
"impudent";65
"inconsiderate";136
"indefatigable";76
"independent";124
"indifferent";106
"indolent";35
"indulgent";21
"insincere";98
"insolent";85
"intellectual";21
"intimate";124
"invariable";137
"inward";120
"irrational";120
"irresolute";114
"irritable";2
"jealous";55
"joyful";85
"joyous";116
"judicious";6
"just";49
"kind";9
"laborious";118
"ladylike";31
"languid";86
"lazy";137
"literary";109
"lively";64
"lonely";119
"loud";62
"maternal";48
"melancholy";27
"merry";80
"mild";38
"military";98
"mischievous";118
"moderate";8
"modest";133
"mournful";21
"musical";110
"natural";9
"neat";49
"negative";140
"negligent";87
"nervous";37
"noisy";67
"nonsensical";125
"obliging";70
"observant";107
"officious";114
"open";47
"orderly";4
"original";112
"overcareful";71
"partial";36
"particular";89
"passive";7
"paternal";4
"patient";72
"pensive";78
"pert";41
"perverse";104
"plaintive";72
"playful";21
"pleasant";89
"polite";69
"positive";69
"precise";61
"prejudiced";86
"presumptuous";7
"prompt";31
"proud";38
"prudent";56
"punctual";125
"quick";66
"quiet";46
"random";13
"rapid";79
"rapturous";2
"reasonable";100
"refined";77
"reproachful";4
"reserved";94
"respectful";48
"restless";94
"retentive";1
"romantic";92
"rough";92
"rude";134
"sad";46
"sanguine";64
"sarcastic";101
"scornful";19
"scrupulous";23
"second";63
"selfish";91
"sensible";63
"serious";100
"severe";58
"silent";66
"simple";34
"sincere";131
"sleek";86
"slippery";92
"slow";51
"sluggish";71
"sly";123
"smooth";32
"sober";31
"social";44
"soft";122
"solemn";44
"solicitous";22
"sorrowful";87
"sour";128
"speedy";20
"spirited";59
"stable";132
"steady";113
"steep";17
"stormy";39
"straightforward";103
"strict";139
"strong";89
"submissive";108
"sudden";97
"sufficient";15
"sure";9
"suspicious";111
"sweet";46
"talkative";18
"tempered";53
"tender";10
"thankful";8
"thorough";97
"thoughtful";96
"thoughtless";91
"tremulous";3
"true";89
"uncertain";73
"unfeeling";136
"unfriendly";1
"ungracious";83
"ungrateful";15
"unhappy";93
"unkind";52
"unmirthful";1
"unpretending";84
"unsentimental";4
"unsuspicious";25
"vain";14
"weak";135
"willing";97
"womanly";88
"witty";81
"violent";138
"vocal";137
"wise";40
"spontaneous";84
"urgent";121
"unvarying";119
"ungallant";109
"wiser";6
"tidy";74
"unequivocal";121
"unreserved";71
"unselfish";140
"windy";72
"timid";31
"undecided";78
"unostentatious";123
"verbal";3
"unsteady";120
"ungenerous";76
"keen";43
"unbiased";7
"untoward";77
"woeful";43
"worldly";43
"upstart";7
"uncivil";137
