"terms";"coocs";"distcoocs";"recs";"distrecs";"coocProp";"terms";"entropy";"terms";"evenness";"terms";"richness";"terms";"density";"terms";"modularity"
"#-attend";21;21;0;0;1;"#-attend";4,48845625788411;"#-attend";0,940841118456208;"#-attend";118;"#-attend";0,195238095238095;"#-attend";0,105591908097267
"#-availed";8;8;0;0;1;"#-availed";5,02045228962334;"#-availed";0,861732268638885;"#-availed";339;"#-availed";0,0718157181571816;"#-availed";0,310791164636612
"#-bite";15;15;0;0;1;"#-bite";5,07595752821607;"#-bite";0,842024387423596;"#-bite";415;"#-bite";0,0540616246498599;"#-bite";0,395440995693207
"#-committed";20;20;0;0;1;"#-committed";5,06936580368753;"#-committed";0,85416279323549;"#-committed";378;"#-committed";0,0623232323232323;"#-committed";0,384554088115692
"#-considering";13;13;0;0;1;"#-considering";5,04758229186406;"#-considering";0,854745639935157;"#-considering";367;"#-considering";0,0638157894736842;"#-considering";0,3793885409832
"#-could";61;47;3;15,6666666666667;0,770491803278688;"#-could";4,89951121914553;"#-could";0,882396905494369;"#-could";265,75;"#-could";0,0952568809367029;"#-could";0,292521186172962
"#-freed";16;16;0;0;1;"#-freed";4,84269299100354;"#-freed";0,891947818753275;"#-freed";228;"#-freed";0,105555555555556;"#-freed";0,253313779830933
"#-held";15;15;0;0;1;"#-held";5,00301577347706;"#-held";0,863175625331962;"#-held";329;"#-held";0,0756247971437845;"#-held";0,362640202045441
"#-intended";9;9;0;0;1;"#-intended";4,13511716340153;"#-intended";0,960746892497189;"#-intended";74;"#-intended";0,214285714285714;"#-intended";0,0104166511446238
"#-laid";17;17;0;0;1;"#-laid";5,01589911735413;"#-laid";0,861826055982068;"#-laid";337;"#-laid";0,0726851851851852;"#-laid";0,368527472019196
"#-lighted";9;9;0;0;1;"#-lighted";4,95064048780221;"#-lighted";0,870004878872856;"#-lighted";296;"#-lighted";0,0827505827505828;"#-lighted";0,348510205745697
"#-looked";69;54;3;31,6666666666667;0,782608695652174;"#-looked";4,75945890820864;"#-looked";0,897774064468363;"#-looked";230,75;"#-looked";0,125395390089812;"#-looked";0,24741558264941
"#-merit";18;18;0;0;1;"#-merit";4,94101867780617;"#-merit";0,884338424848428;"#-merit";267;"#-merit";0,0972423802612482;"#-merit";0,286686897277832
