"" "“if" "“what" "#-back" "#-care" "#-cease" "#-depend" "#-die" "#-discouraged" "#-follow" "#-get" "#-help" "#-kill" "#-look" "#-overflowed" "#-pitch" "#-please" "#-prisoners" "#-rage" "#-rise" "#-said" "#-servant" "#-set" "#-sign" "#-sold" "#-sufficient" "#-thirty" "#-wink" "#-without" "#-worthy" "abetted" "abridgment" "abroad" "accomplishing" "accordingly" "accustomed" "admirably" "ado" "advancement" "adventure" "afflicted" "affliction" "alight" "all”" "along" "amiss" "anticipated" "anything" "apparently" "appearing" "approach" "ardent" "argued" "arriving" "arrow”" "astern" "ate" "attending" "attention" "authority" "aware" "back" "backwards" "bags" "barbarities" "barque" "beak" "beard" "beasts" "become" "bed" "befell" "begun" "better”" "bidding" "blessings" "boat—and" "boatswain" "bodies" "booty" "both" "bountifully" "bows" "box" "breeze" "cake" "calendar" "calling" "cannot" "capable" "cape" "capitulate" "care" "cask" "casks" "casting" "castle" "cattle" "caution" "cease" "chamber" "cheered" "cheese" "chew" "citron" "city" "collection" "comforted" "commands" "companion" "company" "complied" "condition—to" "confirmed" "confound" "confused" "consternation" "contend" "contract" "conversing" "convulsions" "cooled" "cordial" "covered" "cried" "crossways" "crowd" "cruel" "customs" "death" "deepest" "deliverances" "depend" "devils" "dexterously" "die" "die”" "disappointment" "discourse" "distinguished" "distressed" "does" "dog" "domestics" "doubts" "dreamed" "dropped" "drove" "dub" "ducks" "dug" "duly" "durst" "dust" "eagerness" "earthquake" "easily" "echoes" "ecstasy" "eggs" "elopement" "encouraging" "enjoyed" "enrolled" "ensnared" "enterprising" "everywhere" "examined" "exceeding" "excellent" "exclamation" "executor" "extinct" "eye" "fairly" "falling" "fashion" "feasted" "few" "fifteen" "filling" "flaming" "follow" "forecast" "fortifying" "free" "fright" "fruit" "fulfil" "gallons" "gathered" "generalissimo" "get" "gold" "grapnel" "grasping" "growling" "growth" "guilty" "gunner’s" "hacking" "hail" "hallooing" "hand—for" "hang" "harden" "harm" "hazardous" "head" "headache" "hearing" "heavy" "help" "helpless" "hinder" "hints" "hooks" "housed" "how" "howling" "hull" "humble" "hundred" "hypocrite”" "imagined" "importunities" "impression" "improbable" "improved" "improvement" "increase" "inexpressible" "infinite" "inhumanity—nay" "injurious" "innocence" "inspired" "instead" "insulted" "intending" "interests" "invincible" "islands" "journals" "kill" "kindly" "kittens" "knocked" "laboriousness" "labours" "latter" "leagues" "lending" "lively" "lives" "lockers" "lodging" "look" "lower" "man’s" "manor" "market" "marks" "marksman" "materials" "me—this" "measures" "meditated" "memory" "merriment" "millions" "miraculously" "miser" "miserably" "misshapen" "misspent" "monastery" "monster" "moon" "mount" "multiplied" "narrow" "nation”" "nauseous" "nay" "needs" "nor" "oars’" "obey" "obstinacy" "occasions" "off" "offended" "oftener" "only" "opening" "openness" "our" "oven" "overladen" "owe" "own" "painstaking" "pardon" "parted" "passenger" "passionate" "pay" "payment" "penned" "perfection" "perplexity" "pitch" "piteous" "pity" "placed" "plan" "planter" "played" "please" "plucking" "pocket" "policy" "poor" "poverty" "prayers" "prepare" "pressure" "prevent" "price" "principal" "principles" "prisoners" "probable" "probably" "proceeded" "projects" "prompting" "properties" "pumps" "purchased" "purpose" "purpose—to" "rage" "reasonable" "reckoning" "recommended" "recrossing" "red" "refreshed" "regardless" "registered" "regular" "relating" "relief" "relief—so" "relieved" "repair" "repass" "returning" "riches" "ridge" "righteous" "rightly" "rise" "rum" "rushes" "safe—that" "sagacious" "said" "sat" "scuttle" "seek" "sensibly" "serious" "seriousness" "servant" "set" "shapes" "sheer" "shells" "shifting" "shipwrecked" "shoot" "shoots" "shore" "should" "sign" "since" "sink" "size" "skins" "slavery" "sleeves" "small—that" "sold" "solver" "spatterdashes" "spending" "spent" "spice" "spread" "sputter" "squab" "stark" "starving" "station" "staved" "staves" "staying" "stepped" "stewing" "stones" "stood" "struggle" "struggling" "sufferings" "sufficient" "surf" "surgeon" "swift" "swore" "tackle" "talons" "tears" "tempters" "testify" "that" "them" "themselves" "there—that" "thirty" "thy" "tides" "tongue" "tortoise" "trade" "trader" "trading" "traps" "truncheon" "twelve" "twofold" "undermost" "uninhabited" "unnatural" "upon—as" "uses" "valleys" "vermin" "vicious" "visibly" "visit" "walk" "warrant" "wealthy" "weapon" "weekly" "weighty" "why" "wife" "willing" "wine" "wire" "without" "witness" "wretched" "written" "years’" "wretches" "tile" "vestiges" "wrought" "withstood" "yelped"
"oftener" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 2 0 0 1 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 3 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 3 3 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0
"only" 5 3 1 1 0 0 1 1 0 0 0 3 2 1 1 1 0 0 0 0 0 1 1 0 1 1 1 2 1 1 1 11 1 7 1 0 1 1 2 1 7 1 3 14 0 1 24 2 0 1 1 2 0 0 1 10 0 2 4 2 32 1 3 1 0 1 1 9 7 9 1 2 1 1 0 1 3 3 1 19 1 1 2 2 1 1 2 9 4 0 1 10 2 3 1 9 3 2 2 0 2 3 1 1 0 1 6 2 2 10 0 1 0 0 6 2 1 0 0 0 1 2 7 7 0 2 2 3 14 2 1 0 1 0 5 1 1 5 2 3 4 8 0 0 2 5 1 2 1 6 2 7 1 1 3 13 0 3 5 0 1 3 1 0 0 2 1 6 4 1 1 0 3 0 6 2 1 18 4 0 1 2 1 1 2 11 2 2 1 3 1 36 5 1 0 2 1 3 1 2 0 1 1 6 1 1 1 29 1 4 9 20 1 0 0 1 0 45 1 0 1 17 1 7 0 7 1 2 2 5 5 5 0 1 1 0 7 0 0 1 0 4 1 16 1 1 4 1 1 2 4 0 3 5 0 2 24 2 3 2 0 2 0 0 1 5 0 1 0 1 3 1 1 1 1 2 1 2 1 1 0 2 1 7 4 24 0 1 1 5 37 1 1 0 5 1 35 1 1 3 35 0 2 3 0 0 1 0 0 2 0 2 0 3 5 0 1 1 4 1 8 2 16 1 3 3 1 5 1 2 3 7 5 1 2 2 0 0 1 1 14 1 0 3 3 1 1 2 5 0 1 1 1 5 1 2 4 0 3 0 3 2 0 2 7 2 0 1 44 16 0 5 2 2 2 5 37 1 1 1 0 4 9 1 46 58 3 7 5 1 2 2 0 1 1 1 1 0 14 1 10 0 1 0 1 4 1 1 1 4 0 3 14 1 1 0 7 0 0 2 0 1 1 9 1 2 70 68 8 1 5 1 1 4 4 4 1 2 2 0 10 0 1 4 1 1 2 2 2 0 1 2 6 0 1 4 1 0 9 1 11 2 1 34 1 1 1 3 8 1 1 1 0 0
"opening" 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 2 1 0 0 0 0 0 1 0 1 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 1 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 2 0 2 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 1 0 0 0 2 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 5 1 0 5 0 0 3 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 2 0 0 1 0 0 0 0 5 0 0 0 0 0 0 0 4 6 0 0 2 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 6 6 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 3 0 0 0 1 0 0 0 0 0 0
"openness" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"our" 4 3 1 2 0 0 1 0 1 2 0 1 2 1 0 0 0 0 1 1 1 2 1 1 0 0 1 1 0 0 1 7 0 5 1 0 0 1 2 0 4 1 3 16 2 1 14 2 0 1 2 0 0 1 1 5 1 2 3 1 30 1 2 0 0 0 0 5 5 3 0 3 1 1 1 1 4 2 0 24 0 0 0 1 2 1 3 8 3 1 1 11 1 0 0 7 2 2 2 1 2 3 0 1 1 1 1 3 5 8 1 1 0 0 3 3 1 0 1 0 0 2 9 10 0 1 1 0 7 2 0 1 2 1 6 1 2 6 0 1 5 5 0 1 1 5 2 2 0 1 1 3 0 2 1 10 1 1 2 0 1 2 0 0 0 0 2 4 5 0 0 0 3 2 3 1 1 16 2 0 0 4 1 0 3 6 2 0 1 5 1 31 3 0 1 2 0 2 4 2 1 2 0 2 1 2 0 25 1 4 2 17 1 2 2 0 1 38 5 0 0 18 0 5 0 5 1 0 0 6 2 3 0 1 1 0 7 0 0 1 1 4 1 14 0 1 3 0 1 4 7 0 1 7 1 0 25 4 1 2 0 1 0 0 0 5 1 3 0 1 1 1 1 0 0 1 1 3 1 1 1 1 0 7 2 26 1 2 1 6 34 0 3 35 3 1 0 0 0 3 30 0 2 3 0 0 1 0 0 0 0 0 0 2 4 1 2 0 3 0 5 1 19 1 3 1 2 2 2 3 0 7 4 1 2 2 0 0 2 2 11 1 2 3 3 2 0 0 2 1 0 0 1 3 0 1 3 0 2 1 2 0 1 2 4 2 0 1 38 13 0 4 3 5 1 6 35 0 1 1 1 0 9 0 39 52 1 7 3 0 1 2 1 0 1 1 0 1 9 0 8 0 1 1 1 5 3 0 0 5 1 1 13 0 3 1 8 0 0 3 1 0 0 6 1 2 63 57 13 0 2 0 0 3 3 5 1 2 0 0 9 0 1 3 0 1 1 1 2 1 0 0 3 2 0 3 1 0 9 1 11 1 0 32 0 0 1 1 4 0 0 0 1 0
"oven" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"overladen" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"owe" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 2 0 1 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 2 0 0 3 0 0 3 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 1 3 0 1 0 0 0 0 0 3 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 3 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"own" 2 2 1 2 0 1 0 1 0 1 1 3 1 1 0 0 1 0 0 0 1 1 1 0 1 1 1 1 1 1 1 9 1 9 1 1 0 1 0 0 2 0 1 13 1 0 26 2 1 2 2 2 1 0 1 4 0 2 4 1 27 1 3 1 1 0 1 1 7 5 0 3 1 0 1 0 3 5 1 19 0 1 1 0 2 1 3 10 2 0 0 7 2 1 0 14 3 3 1 0 2 2 0 1 0 1 5 1 2 7 0 1 0 0 3 1 1 1 1 0 0 3 11 8 0 1 2 3 14 2 1 3 1 0 7 1 0 7 1 1 3 4 1 1 3 2 2 1 0 6 0 3 0 3 1 7 1 2 2 0 2 0 0 1 1 2 2 6 5 0 0 0 4 3 5 1 0 10 4 1 1 3 0 1 2 9 3 1 0 3 0 29 3 1 0 0 0 3 1 1 1 1 0 5 1 2 1 24 2 2 6 18 1 0 2 0 1 39 1 1 3 16 0 4 0 5 1 2 1 6 4 6 1 1 1 1 5 1 1 1 0 3 1 15 1 1 4 0 0 3 5 0 1 9 0 0 25 1 5 1 1 2 0 1 0 7 0 1 0 1 0 0 0 1 0 1 0 3 0 1 1 2 2 9 5 26 0 1 1 5 34 1 1 35 3 1 30 1 0 1 0 1 1 3 0 0 3 1 1 3 0 2 1 5 7 1 2 1 1 1 4 2 16 0 3 3 1 4 2 1 2 10 7 1 2 2 0 1 2 1 16 0 1 0 2 2 0 2 3 1 0 0 2 6 0 2 2 1 3 0 1 1 1 1 4 1 0 0 40 12 0 1 3 5 0 5 34 2 0 1 0 0 12 0 38 50 3 5 4 1 2 2 0 1 2 0 1 0 8 0 5 1 0 0 1 5 2 0 2 4 1 3 15 0 1 0 6 0 0 3 0 1 0 7 1 0 61 57 12 1 4 1 1 1 1 1 1 1 2 0 8 1 1 2 1 0 0 1 1 0 1 1 3 1 0 3 0 1 8 2 8 1 1 32 0 2 1 3 9 1 1 0 1 0
"painstaking" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"pardon" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"parted" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 1 0 1 1 0 2 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 3 0 2 1 1 0 0 0 1 0 4 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 3 0 0 3 0 0 3 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 3 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 4 3 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0
