"terms";"coocs";"distcoocs";"recs";"distrecs";"coocProp";"terms";"entropy";"terms";"evenness";"terms";"richness";"terms";"density";"terms";"modularity"
"#-accompany";5;5;0;0;1;"#-accompany";4,4697192704523;"#-accompany";0,790752379686973;"#-accompany";285;"#-accompany";0,0227671435811469;"#-accompany";0,532854199409485
"#-attained";14;14;0;0;1;"#-attained";4,41394778255964;"#-attained";0,81767594395008;"#-attained";221;"#-attained";0,0357105619851944;"#-attained";0,475130259990692
"#-cheerful";8;8;0;0;1;"#-cheerful";4,53897059253607;"#-cheerful";0,782703581920664;"#-cheerful";330;"#-cheerful";0,0182336715133947;"#-cheerful";0,548283398151398
"#-die";11;11;1;100;1;"#-die";4,50381957879346;"#-die";0,790409298353002;"#-die";300,5;"#-die";0,0219854349999629;"#-die";0,520663008093834
"#-disagreeable";8;8;0;0;1;"#-disagreeable";4,45965828353423;"#-disagreeable";0,799260613437673;"#-disagreeable";265;"#-disagreeable";0,0263115284974093;"#-disagreeable";0,509308576583862
"#-disgrace";17;16;1;54;0,941176470588235;"#-disgrace";4,50842744942948;"#-disgrace";0,785942581813648;"#-disgrace";310,5;"#-disgrace";0,0203261535913104;"#-disgrace";0,532745659351349
"#-does";21;19;1;210;0,904761904761905;"#-does";4,23963237214737;"#-does";0,84110459283989;"#-does";190;"#-does";0,0763505118795287;"#-does";0,399333730340004
"#-driven";10;10;0;0;1;"#-driven";4,55293749882165;"#-driven";0,783081403814386;"#-driven";335;"#-driven";0,0178706800445931;"#-driven";0,541836082935333
"#-found";67;40;8;37,125;0,597014925373134;"#-found";4,45743402557009;"#-found";0,802913907086617;"#-found";273,111111111111;"#-found";0,0306203210714105;"#-found";0,506655921538671
"#-frown";4;4;0;0;1;"#-frown";4,58868344097273;"#-frown";0,77848147980287;"#-frown";363;"#-frown";0,0152634910587118;"#-frown";0,56797182559967
"#-get";119;64;12;29,0833333333333;0,53781512605042;"#-get";4,34094354768297;"#-get";0,826472395848454;"#-get";216,538461538462;"#-get";0,0548875744312795;"#-get";0,440651244842089
"#-happened";10;10;1;153;1;"#-happened";4,4709464392065;"#-happened";0,800298799684773;"#-happened";273,5;"#-happened";0,027137459860982;"#-happened";0,510136097669602
