"terms";"coocs";"distcoocs";"recs";"distrecs";"coocProp";"terms";"entropy";"terms";"evenness";"terms";"richness";"terms";"density";"terms";"modularity"
"#-accompany";0;0;0;0;0;"#-accompany";0;"#-accompany";0,74714973548921;"#-accompany";276;"#-accompany";1,94374328405933e-05;"#-accompany";0,851007044315338
"#-amount";0;0;0;0;0;"#-amount";0;"#-amount";0,745843694357901;"#-amount";287;"#-amount";1,84519256165975e-05;"#-amount";0,85509580373764
"#-attained";0;0;0;0;0;"#-attained";0;"#-attained";0,770953963997447;"#-attained";210;"#-attained";3,39774277492868e-05;"#-attained";0,841233849525452
"#-conception";0;0;1;1134;0;"#-conception";0,0308942936243497;"#-conception";0,730179441553124;"#-conception";347;"#-conception";1,32360729379816e-05;"#-conception";0,840885013341904
"#-die";0;0;1;4249;0;"#-die";0,0857710290596501;"#-die";0,744918408854529;"#-die";288;"#-die";1,92427378638544e-05;"#-die";0,852240771055221
"#-disagreeable";0;0;1;2812;0;"#-disagreeable";0,0769200876342699;"#-disagreeable";0,766945082893185;"#-disagreeable";221,5;"#-disagreeable";3,08287124321216e-05;"#-disagreeable";0,852426707744598
"#-disgrace";0;0;0;0;0;"#-disgrace";0;"#-disgrace";0,745191137184088;"#-disgrace";283;"#-disgrace";1,90285509213413e-05;"#-disgrace";0,854517996311188
"#-disgraced";0;0;0;0;0;"#-disgraced";0;"#-disgraced";0,750998169771943;"#-disgraced";263;"#-disgraced";2,18387240018955e-05;"#-disgraced";0,847625851631165
"#-does";0;0;0;0;0;"#-does";0;"#-does";0,745252624144042;"#-does";281;"#-does";1,90955682078798e-05;"#-does";0,860278785228729
"#-driven";1;1;0;0;1;"#-driven";0;"#-driven";0,736571797977797;"#-driven";324;"#-driven";1,4923943524382e-05;"#-driven";0,848744750022888
"#-father";0;0;0;0;0;"#-father";0;"#-father";0,9110134594375;"#-father";56;"#-father";0,00021043620929486;"#-father";0,86368864774704
"#-favourite";0;0;1;1;0;"#-favourite";0,00798785162547011;"#-favourite";0,830660643250665;"#-favourite";115;"#-favourite";7,26030983482287e-05;"#-favourite";0,88795217871666
