"clusters"
25
12
44
10
5
41
37
15
38
10
19
10
27
31
22
15
37
3
20
38
35
17
23
40
17
35
31
32
24
9
42
3
8
1
11
17
31
4
38
13
17
32
29
18
36
29
18
33
9
1
36
34
7
18
28
13
24
36
23
39
8
4
14
24
43
16
4
21
5
21
29
9
26
37
29
23
11
15
26
26
19
41
7
6
43
3
2
20
20
27
6
7
6
43
3
30
34
40
40
40
44
31
12
17
