"Dombey_and_Son"
"5"
"0"
"26"
"9.575"
"0.0267248096455374"
"0.526882529258728"
"Dombey_and_Son"
"6"
"0"
"40"
"15.48"
"0.0141583323291963"
"0.565233588218689"
