"terms";"clusters"
"#-bad";7
"#-cold";12
"admirable";5
"afraid";4
"agreeable";28
"angry";30
"anxious";16
"awful";21
"bad";3
"beautiful";15
"bold";26
"careless";25
"certain";10
"cold";27
"comfortable";29
"cool";22
"cruel";14
"curious";3
"dangerous";19
"decent";8
"delighted";17
"desirable";21
"direct";19
"excellent";2
"famous";8
"fine";1
"forgiving";14
"fortunate";5
"friendly";10
"generous";12
"glad";20
"good";11
"gracious";30
"grateful";18
"great";6
"handsome";22
"happy";24
"hard";8
"healthy";15
"honest";22
"ignorant";16
"impatient";21
"independent";1
"innocent";21
"intelligent";14
"interested";12
"liberal";20
"little";6
"loud";12
"lucky";5
"natural";19
"old";6
"open";23
"playful";5
"pleasant";13
"poor";4
"popular";27
"pretty";7
"professional";27
"quiet";13
"remarkable";3
"rich";2
"ridiculous";18
"rough";26
"sad";16
"selfish";28
"smart";26
"strong";18
"sweet";7
"thankful";30
"tolerant";1
"troubled";8
"uncomfortable";9
"valuable";17
"warm";29
"weak";27
"wonderful";8
"young";4
"unfriendly";25
"short";3
"violent";30
"eager";9
"worthy";15
"reasonable";9
