"Emma"
"5"
"0"
"17"
"5.96774193548387"
"0.0468272620446534"
"0.514028668403625"
"Emma"
"7"
"0"
"20"
"7.5"
"0.0283364369956549"
"0.441584318876266"
"Emma"
"5"
"0"
"20"
"6.57142857142857"
"0.0430030886196246"
"0.511523127555847"
