"terms";"clusters"
"#-afraid";13
"#-agreeable";42
"#-good";38
"#-hard";13
"#-private";32
"#-quiet";33
"affectionate";1
"afraid";34
"agreeable";24
"anxious";42
"attractive";16
"bad";9
"beautiful";7
"bitter";14
"bright";23
"busy";21
"capable";18
"careful";21
"certain";6
"charming";36
"clean";37
"cold";35
"comfortable";41
"confident";20
"considerate";21
"crazy";3
"critical";29
"curious";11
"decent";33
"delighted";11
"disturbed";18
"extraordinary";13
"faithful";29
"familiar";42
"famous";18
"fine";40
"generous";28
"gentle";28
"glad";1
"good";19
"gracious";42
"great";44
"handsome";5
"happy";28
"impressive";32
"interested";37
"interesting";12
"joyful";10
"kind-hearted";39
"little";2
"lively";1
"loud";34
"loving";22
"modest";33
"natural";30
"observant";20
"old";44
"old-fashioned";35
"open";43
"ordinary";10
"passionate";3
"plain";43
"pleased";27
"poor";8
"pretty";7
"professional";1
"prosperous";16
"quiet";44
"remarkable";39
"rich";1
"rough";31
"selfish";16
"shallow";23
"short";25
"stable";23
"strong";17
"surprised";23
"suspicious";10
"sweet";25
"terrible";22
"thin";20
"thoughtful";15
"tiny";26
"tired";22
"unusual";1
"warm";28
"warm-hearted";26
"weak";4
"young";25
"tall";34
"youthful";26
