"terms";"clusters"
"#-agreeable";155
"#-bright";156
"#-certain";126
"#-comfortable";126
"#-dangerous";8
"#-direct";8
"#-expressive";101
"#-good";51
"#-handsome";6
"#-little";150
"#-open";75
"#-patient";76
"#-polite";126
"#-poor";152
"#-sleepy";28
"#-sweet";68
"#-young";65
"#-youthful";76
"accomplished";93
"active";82
"admirable";104
"adventurous";128
"affectionate";130
"afraid";147
"aggressive";117
"agreeable";47
"alert";88
"alone";43
"amazing";12
"ambitious";77
"angry";94
"anxious";40
"argumentative";156
"arrogant";11
"artificial";35
"ashamed";71
"athletic";148
"attentive";104
"attractive";155
"awake";151
"awful";136
"awkward";100
"bad";73
"bashful";41
"beautiful";147
"big";107
"bitter";111
"blind";115
"bold";40
"bored";6
"brave";107
"bright";147
"brilliant";35
"businesslike";155
"busy";58
"calm";105
"capable";121
"careful";120
"careless";29
"casual";102
"cautious";91
"certain";43
"charming";97
"cheap";154
"cheerful";40
"childish";115
"chubby";42
"clean";142
"clever";110
"clumsy";30
"cold";147
"comfortable";23
"compassionate";80
"compatible";8
"competent";68
"complicated";102
"concerned";155
"confident";25
"confused";33
"confusing";81
"conscientious";126
"considerate";79
"consistent";134
"cool";144
"courageous";112
"courteous";143
"cranky";76
"crazy";131
"critical";6
"cruel";97
"curious";153
"dangerous";67
"decent";141
"defensive";41
"delighted";74
"delightful";35
"dependent";114
"depressed";63
"desirable";5
"determined";125
"devoted";50
"difficult";59
"direct";78
"disabled";34
"disappointed";22
"dishonest";87
"distinguished";16
"disturbed";30
"dominant";155
"dumb";32
"eager";79
"elderly";29
"embarrassed";77
"encouraging";124
"energetic";18
"enthusiastic";66
"evil";157
"excellent";135
"excited";62
"exhausted";27
"experienced";88
"expressive";153
"extraordinary";21
"fair";103
"faithful";151
"familiar";47
"famous";49
"fascinating";26
"fat";37
"feminine";152
"fine";55
"firm";100
"flexible";30
"foolish";123
"forgetful";24
"fortunate";158
"forward";46
"friendly";47
"furious";141
"generous";50
"gentle";21
"genuine";31
"glad";109
"good";108
"gorgeous";31
"graceful";20
"gracious";74
"grateful";55
"great";108
"greedy";124
"handsome";58
"happy";109
"hard";70
"harmless";154
"healthy";22
"heartbroken";30
"helpless";83
"homeless";52
"honest";94
"hopeful";45
"hostile";138
"humorous";1
"ignorant";106
"impatient";122
"important";20
"impressive";158
"impulsive";17
"indecisive";75
"independent";106
"inexperienced";154
"influential";80
"innocent";86
"insulting";65
"intellectual";90
"intelligent";46
"interested";111
"interesting";144
"irritable";138
"irritated";102
"jealous";142
"joyful";2
"kind";86
"lazy";44
"liberal";22
"little";108
"lively";115
"logical";98
"lonely";38
"lonesome";87
"loud";127
"lovely";45
"loving";61
"lucky";132
"mature";139
"mean";54
"modest";129
"moody";118
"motherly";67
"muscular";8
"natural";119
"neat";31
"negative";113
"neglected";98
"nervous";78
"nice";130
"noisy";7
"normal";98
"obnoxious";41
"observant";125
"offensive";89
"old";108
"open";147
"ordinary";120
"original";105
"passionate";84
"pathetic";67
"patient";129
"peaceful";122
"persuasive";14
"plain";38
"pleasant";58
"pleased";105
"pleasing";57
"polite";140
"poor";60
"popular";3
"positive";24
"powerful";85
"practical";77
"presentable";51
"pretty";38
"private";92
"professional";12
"prominent";96
"prompt";133
"proper";151
"prosperous";149
"protective";89
"proud";10
"punctual";91
"quiet";70
"reasonable";95
"rebellious";14
"reckless";79
"relaxed";46
"reliable";101
"religious";100
"remarkable";38
"respectable";33
"respected";124
"respectful";145
"responsible";11
"rich";137
"ridiculous";93
"romantic";48
"rough";94
"rude";56
"sad";64
"sarcastic";2
"satisfied";135
"scared";22
"secure";80
"selfish";106
"sensible";116
"sensitive";39
"sentimental";41
"serious";142
"short";36
"shy";3
"sincere";122
"skinny";14
"sleepy";146
"slender";13
"slim";69
"smart";107
"sociable";132
"social";105
"spoiled";99
"spontaneous";139
"stable";49
"straightforward";138
"strange";53
"strict";80
"strong";70
"stubborn";150
"stupid";114
"successful";72
"surprised";15
"suspicious";110
"sweet";70
"sympathetic";112
"talkative";102
"tall";9
"terrible";15
"terrific";24
"thankful";19
"thin";158
"thorough";134
"thoughtful";15
"thoughtless";133
"tiny";61
"tired";116
"tolerant";149
"tough";85
"troubled";19
"trustworthy";152
"uncomfortable";105
"unhappy";97
"unlucky";114
"unreasonable";113
"unusual";94
"useful";16
"valuable";145
"violent";153
"warm";40
"weak";73
"wealthy";27
"well";116
"wise";82
"wonderful";142
"worthy";116
"young";4
"youthful";105
"playful";81
