"terms";"clusters"
"#-afraid";39
"#-agreeable";150
"#-angry";83
"#-beautiful";30
"#-capable";28
"#-cheerful";11
"#-difficult";35
"#-good";46
"#-happy";129
"#-little";27
"#-loud";92
"#-mean";63
"#-old";44
"#-pretty";5
"#-proud";157
"#-satisfied";42
"#-tired";101
"#-young";123
"abusive";8
"accomplished";30
"active";60
"admirable";145
"adventurous";31
"affectionate";48
"afraid";155
"aggravating";118
"agreeable";55
"alone";144
"amazing";70
"ambitious";151
"amusing";42
"angry";102
"anxious";85
"appealing";21
"argumentative";99
"arrogant";127
"artificial";103
"artistic";8
"ashamed";25
"attentive";4
"attractive";81
"average";63
"awake";54
"awful";1
"awkward";60
"bad";114
"bashful";41
"beautiful";114
"big";15
"bitter";62
"blind";115
"bold";25
"bored";9
"brave";160
"bright";114
"brilliant";86
"busy";68
"calm";48
"capable";93
"careful";138
"careless";70
"casual";78
"certain";125
"charming";84
"cheap";61
"cheerful";144
"childish";94
"chubby";47
"clean";107
"clever";37
"clumsy";9
"cold";85
"comfortable";88
"comical";148
"compassionate";126
"competent";47
"complicated";66
"conceited";69
"concerned";74
"confident";93
"confused";20
"confusing";40
"conscientious";116
"considerate";22
"consistent";10
"cool";61
"corrupt";109
"courageous";42
"cranky";108
"crazy";137
"critical";105
"cruel";94
"curious";19
"dangerous";62
"daring";28
"decent";79
"defensive";82
"delighted";144
"delightful";146
"dependent";2
"depressed";131
"desirable";34
"determined";160
"devoted";50
"difficult";88
"direct";104
"disappointed";3
"disgusting";76
"dishonest";49
"disrespectful";123
"distinguished";4
"disturbed";92
"dominant";39
"dumb";41
"eager";67
"elderly";72
"embarrassed";18
"encouraged";35
"encouraging";30
"entertaining";21
"enthusiastic";81
"evil";158
"excellent";68
"excited";41
"exciting";99
"exhausted";103
"expressive";158
"extraordinary";85
"fair";75
"faithful";37
"familiar";88
"famous";128
"fascinating";23
"fat";159
"feminine";36
"fine";106
"firm";74
"foolish";136
"forgetful";108
"forgiving";92
"fortunate";93
"friendly";146
"furious";140
"generous";13
"gentle";85
"genuine";66
"gifted";140
"glad";155
"good";110
"graceful";86
"gracious";53
"grateful";89
"great";110
"greedy";12
"grumpy";12
"handsome";149
"happy";29
"hard";55
"harmless";78
"healthy";104
"helpful";91
"helpless";124
"honest";89
"hopeful";115
"humorous";46
"ignorant";73
"imaginative";66
"impatient";126
"important";84
"impressive";117
"inconsiderate";54
"independent";159
"inexperienced";122
"influential";31
"innocent";88
"insane";91
"intellectual";134
"interested";1
"interesting";24
"involved";90
"irritable";111
"jealous";122
"joyful";15
"kind";147
"lazy";13
"liberal";92
"little";110
"lively";102
"logical";28
"lonely";7
"loud";14
"lovely";120
"loving";98
"loyal";38
"lucky";70
"masculine";10
"mature";105
"mean";95
"modest";152
"moody";27
"motherly";49
"natural";114
"neat";97
"needy";81
"negative";96
"neglected";141
"nervous";128
"nice";50
"obnoxious";118
"observant";15
"offensive";101
"old";110
"open";114
"ordinary";26
"original";120
"outspoken";56
"outstanding";105
"passionate";6
"pathetic";52
"patient";98
"peaceful";10
"plain";149
"playful";47
"pleasant";55
"pleased";57
"pleasing";119
"polite";72
"poor";17
"popular";143
"positive";139
"powerful";70
"practical";65
"presentable";90
"pretty";114
"private";19
"professional";75
"prominent";159
"prompt";153
"proper";32
"prosperous";132
"proud";57
"punctual";139
"quiet";125
"reasonable";62
"rebellious";66
"relaxed";108
"religious";133
"remarkable";71
"respectable";50
"respectful";107
"responsible";44
"rich";115
"ridiculous";16
"romantic";41
"rough";149
"rude";58
"sad";7
"sarcastic";100
"satisfied";97
"scared";129
"secure";64
"selfish";138
"sensible";51
"sensitive";142
"sentimental";154
"serious";48
"shallow";44
"short";29
"shy";74
"sincere";14
"skilled";100
"sleepy";156
"slender";78
"sloppy";11
"smart";69
"social";133
"spoiled";9
"stable";59
"strange";121
"strict";154
"strong";114
"stubborn";39
"stupid";16
"successful";6
"surprised";43
"suspicious";87
"sweet";43
"sympathetic";38
"talkative";52
"tall";102
"terrible";97
"terrific";33
"thankful";80
"thin";115
"thorough";2
"thoughtful";80
"thoughtless";112
"tiny";113
"tired";89
"tough";63
"troubled";15
"trusted";77
"uncomfortable";57
"uneducated";135
"unemployed";45
"unhappy";144
"unlucky";107
"unreasonable";124
"unusual";148
"useful";25
"violent";115
"warm";75
"weak";94
"well";130
"wise";95
"wonderful";130
"worthy";1
"young";17
"valuable";46
"youthful";97
"superstitious";81
"truthful";119
"wasteful";134
"talented";38
