"terms";"clusters"
"#-interesting";6
"#-old";6
"#-shy";39
"active";3
"affectionate";2
"afraid";30
"agreeable";4
"angry";9
"anxious";3
"ashamed";21
"attentive";5
"beautiful";15
"bitter";28
"charming";26
"clever";22
"cold";18
"critical";15
"decent";10
"delighted";24
"desirable";33
"direct";29
"disappointed";31
"eager";41
"encouraging";20
"excellent";34
"exciting";19
"extraordinary";17
"fair";22
"fine";12
"fortunate";29
"friendly";1
"generous";22
"gentle";1
"glad";27
"good";25
"good-for-nothing";19
"good-humored";22
"graceful";8
"gracious";19
"great";38
"handsome";13
"happy";16
"intelligent";28
"interesting";22
"little";32
"lively";8
"mean";7
"natural";30
"nervous";23
"noisy";14
"old";4
"open";24
"playful";14
"polite";19
"poor";23
"positive";10
"private";10
"proper";34
"quiet";15
"respectable";29
"respectful";10
"rich";3
"ridiculous";17
"romantic";22
"rude";28
"sad";12
"secure";37
"selfish";40
"sensible";22
"serious";35
"short";36
"smart";14
"strong";9
"sweet";4
"uncomfortable";33
"unhappy";20
"violent";11
"wise";4
"young";11
"youthful";17
"stupid";39
"thankful";19
"thoughtful";5
